# event_ticker=KXATPMATCH-26MAY06UGOSHE
# final_score=6-3 4-6 7-6(5)
# score_resolution=6-3 4-6 7-6
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Camilo Ugo Carabelli
# kalshi_date=2026-05-06
timestamp,Camilo Ugo Carabelli,Alexander Shevchenko
2026-05-06T13:36:00Z,48.60,54.49
2026-05-06T13:37:00Z,50.12,50.97
2026-05-06T13:38:00Z,56.38,45.39
2026-05-06T13:39:00Z,57.76,43.17
2026-05-06T13:40:00Z,38.61,61.17
2026-05-06T13:41:00Z,36.49,61.80
2026-05-06T13:42:00Z,53.28,47.25
2026-05-06T13:43:00Z,49.37,53.70
2026-05-06T13:44:00Z,56.92,43.18
2026-05-06T13:45:00Z,67.96,32.08
2026-05-06T13:46:00Z,60.05,41.52
2026-05-06T13:47:00Z,43.72,55.67
2026-05-06T13:48:00Z,15.33,84.52
2026-05-06T13:49:00Z,16.78,92.05
2026-05-06T13:50:00Z,1.00,99.00
2026-05-06T13:51:00Z,1.00,99.00
2026-05-06T13:52:00Z,1.00,99.00
2026-05-06T13:53:00Z,1.00,99.00
