# event_ticker=KXATPMATCH-26MAR18KOUSVA
# final_score=5-7 6-4 6-4
# match_winner=Moise Kouame
# fav_player=Moise Kouame
# dog_player=Zachary Svajda
# kalshi_date=2026-03-18
timestamp,Moise Kouame,Zachary Svajda
2026-03-19T16:16:00Z,56.75,46.60
2026-03-19T16:17:00Z,55.55,45.32
2026-03-19T16:18:00Z,67.37,32.79
2026-03-19T16:19:00Z,75.31,28.23
2026-03-19T16:20:00Z,77.94,26.25
2026-03-19T16:21:00Z,84.71,21.27
2026-03-19T16:22:00Z,75.07,25.65
2026-03-19T16:23:00Z,76.91,26.05
2026-03-19T16:24:00Z,77.42,31.84
2026-03-19T16:25:00Z,61.80,37.32
2026-03-19T16:26:00Z,73.66,29.05
2026-03-19T16:27:00Z,80.61,18.03
2026-03-19T16:28:00Z,97.74,2.34
2026-03-19T16:29:00Z,99.00,2.34
2026-03-19T16:30:00Z,99.00,2.34
2026-03-19T16:31:00Z,99.00,2.34
2026-03-19T16:32:00Z,99.00,2.34
