# event_ticker=KXATPCHALLENGERMATCH-26MAR11MARCLA
# final_score=7-6(3) 6-3
# score_resolution=7-6 6-3
# match_winner=Andrej Martin
# fav_player=Andrej Martin
# dog_player=Jay Clarke
# kalshi_date=2026-03-11
timestamp,Andrej Martin,Jay Clarke
2026-03-11T08:15:00Z,34.00,63.00
2026-03-11T08:16:00Z,34.00,66.83
2026-03-11T08:17:00Z,34.00,67.00
2026-03-11T08:18:00Z,34.00,62.48
2026-03-11T08:19:00Z,40.87,61.00
2026-03-11T08:20:00Z,36.00,65.00
2026-03-11T08:21:00Z,36.43,63.16
2026-03-11T08:22:00Z,41.05,61.70
2026-03-11T08:23:00Z,44.54,60.68
2026-03-11T08:24:00Z,48.59,52.71
2026-03-11T08:25:00Z,46.09,54.29
2026-03-11T08:26:00Z,46.00,56.00
2026-03-11T08:27:00Z,47.53,54.49
2026-03-11T08:28:00Z,45.91,56.44
2026-03-11T08:29:00Z,43.00,60.00
2026-03-11T08:30:00Z,42.00,62.00
2026-03-11T08:31:00Z,41.00,59.65
2026-03-11T08:32:00Z,37.71,64.00
2026-03-11T08:33:00Z,36.82,63.00
2026-03-11T08:34:00Z,39.35,61.00
2026-03-11T08:35:00Z,39.49,64.00
2026-03-11T08:36:00Z,43.25,57.94
2026-03-11T08:37:00Z,47.83,54.12
2026-03-11T08:38:00Z,44.65,57.04
2026-03-11T08:39:00Z,45.98,57.00
2026-03-11T08:40:00Z,43.37,56.59
2026-03-11T08:41:00Z,43.37,56.01
2026-03-11T08:42:00Z,53.88,48.43
2026-03-11T08:43:00Z,46.15,53.01
2026-03-11T08:44:00Z,39.00,60.78
2026-03-11T08:45:00Z,39.00,62.40
2026-03-11T08:46:00Z,33.00,66.30
2026-03-11T08:47:00Z,38.89,62.31
2026-03-11T08:48:00Z,38.89,61.02
2026-03-11T08:49:00Z,38.00,62.39
2026-03-11T08:50:00Z,35.01,65.81
2026-03-11T08:51:00Z,32.93,65.45
2026-03-11T08:52:00Z,39.46,65.00
2026-03-11T08:53:00Z,40.11,59.72
2026-03-11T08:54:00Z,46.41,54.01
2026-03-11T08:55:00Z,42.00,56.63
2026-03-11T08:56:00Z,37.00,60.91
2026-03-11T08:57:00Z,37.00,64.00
2026-03-11T08:58:00Z,37.00,64.00
2026-03-11T08:59:00Z,38.41,63.05
2026-03-11T09:00:00Z,41.63,59.04
2026-03-11T09:01:00Z,40.17,60.96
2026-03-11T09:02:00Z,41.11,60.00
2026-03-11T09:03:00Z,46.38,55.93
2026-03-11T09:04:00Z,45.64,53.57
2026-03-11T09:05:00Z,44.91,58.30
2026-03-11T09:06:00Z,47.92,56.29
2026-03-11T09:07:00Z,43.17,58.83
2026-03-11T09:08:00Z,47.69,58.38
2026-03-11T09:09:00Z,42.00,59.76
2026-03-11T09:10:00Z,40.34,61.69
2026-03-11T09:11:00Z,39.00,63.00
2026-03-11T09:12:00Z,34.79,64.18
2026-03-11T09:13:00Z,33.88,69.04
2026-03-11T09:14:00Z,39.98,60.74
2026-03-11T09:15:00Z,29.76,65.93
2026-03-11T09:16:00Z,30.00,70.19
2026-03-11T09:17:00Z,37.17,63.40
2026-03-11T09:18:00Z,36.63,61.91
2026-03-11T09:19:00Z,41.75,59.48
2026-03-11T09:20:00Z,40.83,60.41
2026-03-11T09:21:00Z,49.47,56.11
2026-03-11T09:22:00Z,49.60,51.88
2026-03-11T09:23:00Z,62.09,39.12
2026-03-11T09:24:00Z,67.20,33.56
2026-03-11T09:25:00Z,69.02,29.57
2026-03-11T09:26:00Z,70.54,32.30
2026-03-11T09:27:00Z,68.02,31.84
2026-03-11T09:28:00Z,68.81,32.13
2026-03-11T09:29:00Z,68.67,32.03
2026-03-11T09:30:00Z,68.83,32.95
2026-03-11T09:31:00Z,66.85,37.02
2026-03-11T09:32:00Z,65.98,36.02
2026-03-11T09:33:00Z,67.99,31.39
2026-03-11T09:34:00Z,71.52,30.86
2026-03-11T09:35:00Z,73.01,28.05
2026-03-11T09:36:00Z,73.62,25.02
2026-03-11T09:37:00Z,67.91,28.13
2026-03-11T09:38:00Z,67.93,32.38
2026-03-11T09:39:00Z,66.17,35.89
2026-03-11T09:40:00Z,70.64,31.33
2026-03-11T09:41:00Z,70.87,30.00
2026-03-11T09:42:00Z,71.18,29.96
2026-03-11T09:43:00Z,73.01,26.49
2026-03-11T09:44:00Z,72.10,28.16
2026-03-11T09:45:00Z,76.64,20.07
2026-03-11T09:46:00Z,77.61,22.07
2026-03-11T09:47:00Z,86.70,10.25
2026-03-11T09:48:00Z,92.10,8.00
2026-03-11T09:49:00Z,92.41,8.02
2026-03-11T09:50:00Z,86.61,11.34
2026-03-11T09:51:00Z,93.59,6.05
2026-03-11T09:52:00Z,93.27,6.29
2026-03-11T09:53:00Z,91.09,7.47
2026-03-11T09:54:00Z,91.01,9.98
2026-03-11T09:55:00Z,90.67,7.03
2026-03-11T09:56:00Z,94.46,4.75
2026-03-11T09:57:00Z,94.16,4.29
2026-03-11T09:58:00Z,96.70,3.18
2026-03-11T09:59:00Z,96.09,3.89
2026-03-11T10:00:00Z,97.09,3.66
2026-03-11T10:01:00Z,97.08,3.97
2026-03-11T10:02:00Z,95.00,3.89
2026-03-11T10:03:00Z,96.68,5.08
2026-03-11T10:04:00Z,98.97,1.83
2026-03-11T10:05:00Z,95.98,2.77
2026-03-11T10:06:00Z,95.30,1.65
2026-03-11T10:07:00Z,99.00,1.00
