# event_ticker=KXATPCHALLENGERMATCH-26APR28FENMMO
# final_score=7-6(2) 6-7(3) 6-4
# score_resolution=6-7 7-6 4-6
# match_winner=Michael Mmoh
# fav_player=Andrew Fenty
# dog_player=Michael Mmoh
# kalshi_date=2026-04-28
timestamp,Andrew Fenty,Michael Mmoh
2026-04-28T19:53:00Z,1.00,99.00
2026-04-28T19:54:00Z,1.00,99.00
2026-04-28T19:55:00Z,1.00,99.00
2026-04-28T19:56:00Z,1.00,99.00
2026-04-28T19:57:00Z,1.00,99.00
2026-04-28T19:58:00Z,1.00,99.00
2026-04-28T19:59:00Z,1.00,99.00
2026-04-28T20:00:00Z,1.00,99.00
2026-04-28T20:01:00Z,1.00,99.00
2026-04-28T20:02:00Z,1.00,99.00
2026-04-28T20:03:00Z,1.00,99.00
