# event_ticker=KXATPCHALLENGERMATCH-26APR24ANDBAS
# final_score=6-3 6-2
# match_winner=Nishesh Basavareddy
# fav_player=Nishesh Basavareddy
# dog_player=Andres Andrade
# kalshi_date=2026-04-24
timestamp,Andres Andrade,Nishesh Basavareddy
2026-04-24T19:21:00Z,22.02,78.66
2026-04-24T19:22:00Z,21.00,78.13
2026-04-24T19:23:00Z,23.70,76.57
2026-04-24T19:24:00Z,26.79,74.02
2026-04-24T19:25:00Z,29.99,77.16
2026-04-24T19:26:00Z,20.93,79.98
2026-04-24T19:27:00Z,21.00,80.00
2026-04-24T19:28:00Z,20.72,80.00
2026-04-24T19:29:00Z,21.08,79.86
2026-04-24T19:30:00Z,19.14,81.83
2026-04-24T19:31:00Z,21.58,80.00
2026-04-24T19:32:00Z,18.07,81.36
2026-04-24T19:33:00Z,14.52,85.07
2026-04-24T19:34:00Z,15.30,85.79
2026-04-24T19:35:00Z,18.24,80.13
2026-04-24T19:36:00Z,20.90,80.00
2026-04-24T19:37:00Z,21.00,79.97
2026-04-24T19:38:00Z,21.00,78.29
2026-04-24T19:39:00Z,21.94,79.20
2026-04-24T19:40:00Z,21.97,78.92
2026-04-24T19:41:00Z,23.92,77.77
2026-04-24T19:42:00Z,26.46,75.36
2026-04-24T19:43:00Z,24.45,76.97
2026-04-24T19:44:00Z,24.20,75.82
2026-04-24T19:45:00Z,23.50,76.02
2026-04-24T19:46:00Z,30.23,73.99
2026-04-24T19:47:00Z,35.83,65.88
2026-04-24T19:48:00Z,35.89,65.00
2026-04-24T19:49:00Z,34.46,65.51
2026-04-24T19:50:00Z,33.23,67.62
2026-04-24T19:51:00Z,31.07,70.09
2026-04-24T19:52:00Z,27.87,75.74
2026-04-24T19:53:00Z,31.93,67.20
2026-04-24T19:54:00Z,29.83,67.56
2026-04-24T19:55:00Z,21.41,74.83
2026-04-24T19:56:00Z,21.13,80.39
2026-04-24T19:57:00Z,18.18,81.86
2026-04-24T19:58:00Z,16.98,82.82
2026-04-24T19:59:00Z,16.99,83.12
2026-04-24T20:00:00Z,16.78,83.42
2026-04-24T20:01:00Z,16.99,83.25
2026-04-24T20:02:00Z,16.98,84.00
2026-04-24T20:03:00Z,16.99,83.57
2026-04-24T20:04:00Z,15.67,83.51
2026-04-24T20:05:00Z,15.31,85.96
2026-04-24T20:06:00Z,18.65,81.04
2026-04-24T20:07:00Z,20.95,79.85
2026-04-24T20:08:00Z,19.72,81.00
2026-04-24T20:09:00Z,19.88,81.60
2026-04-24T20:10:00Z,18.59,81.98
2026-04-24T20:11:00Z,19.02,81.00
2026-04-24T20:12:00Z,16.90,84.11
2026-04-24T20:13:00Z,11.85,88.42
2026-04-24T20:14:00Z,8.24,91.05
2026-04-24T20:15:00Z,8.05,92.00
2026-04-24T20:16:00Z,7.32,92.84
2026-04-24T20:17:00Z,7.77,93.19
2026-04-24T20:18:00Z,8.17,92.44
2026-04-24T20:19:00Z,7.35,93.40
2026-04-24T20:20:00Z,4.30,94.76
2026-04-24T20:21:00Z,5.64,95.68
2026-04-24T20:22:00Z,7.40,94.35
2026-04-24T20:23:00Z,7.04,93.24
2026-04-24T20:24:00Z,7.70,92.65
2026-04-24T20:25:00Z,8.78,92.00
2026-04-24T20:26:00Z,8.98,91.60
2026-04-24T20:27:00Z,7.47,93.11
2026-04-24T20:28:00Z,5.83,94.94
2026-04-24T20:29:00Z,5.00,95.55
2026-04-24T20:30:00Z,3.78,97.63
2026-04-24T20:31:00Z,4.07,96.87
2026-04-24T20:32:00Z,1.37,98.95
2026-04-24T20:33:00Z,1.00,99.00
2026-04-24T20:34:00Z,1.00,99.00
2026-04-24T20:35:00Z,1.00,99.00
2026-04-24T20:36:00Z,1.00,99.00
2026-04-24T20:38:00Z,1.00,99.00
2026-04-24T20:39:00Z,1.00,99.00
2026-04-24T20:40:00Z,1.00,99.00
2026-04-24T20:41:00Z,1.00,99.00
