# event_ticker=KXATPCHALLENGERMATCH-26FEB25MRVMMO
# final_score=1-6 6-4 6-4
# match_winner=Maxim Mrva
# fav_player=Maxim Mrva
# dog_player=Michael Mmoh
# kalshi_date=2026-02-25
timestamp,Maxim Mrva,Michael Mmoh
2026-02-25T20:49:00Z,37.15,62.24
2026-02-25T20:50:00Z,38.98,61.74
2026-02-25T20:51:00Z,36.92,65.23
2026-02-25T20:52:00Z,37.49,63.07
2026-02-25T20:53:00Z,36.10,61.25
2026-02-25T20:54:00Z,43.65,64.35
2026-02-25T20:55:00Z,45.50,53.99
2026-02-25T20:56:00Z,47.95,53.00
2026-02-25T20:57:00Z,51.59,48.63
2026-02-25T20:58:00Z,65.10,32.58
2026-02-25T20:59:00Z,59.67,44.56
2026-02-25T21:00:00Z,55.57,47.67
2026-02-25T21:01:00Z,74.53,34.22
2026-02-25T21:02:00Z,78.87,24.94
2026-02-25T21:03:00Z,86.30,15.67
2026-02-25T21:04:00Z,73.94,29.29
2026-02-25T21:05:00Z,69.49,31.40
2026-02-25T21:06:00Z,54.64,46.62
2026-02-25T21:07:00Z,50.87,49.20
2026-02-25T21:08:00Z,54.09,45.96
2026-02-25T21:09:00Z,52.90,46.57
2026-02-25T21:10:00Z,70.80,28.67
2026-02-25T21:11:00Z,95.19,7.63
2026-02-25T21:12:00Z,99.00,1.00
2026-02-25T21:13:00Z,99.00,1.00
2026-02-25T21:14:00Z,99.00,1.00
2026-02-25T21:15:00Z,99.00,1.00
2026-02-25T21:16:00Z,99.00,1.00
2026-02-25T21:17:00Z,99.00,1.00
