# event_ticker=KXATPCHALLENGERMATCH-26MAR12HARGIR
# final_score=7-5 4-6 7-6(9)
# score_resolution=5-7 6-4 6-7
# match_winner=Marcos Giron
# fav_player=Jay Dylan Hara Friend
# dog_player=Marcos Giron
# kalshi_date=2026-03-12
timestamp,Jay Dylan Hara Friend,Marcos Giron
2026-03-12T22:12:00Z,35.25,63.60
2026-03-12T22:13:00Z,36.34,65.71
2026-03-12T22:14:00Z,38.60,62.84
2026-03-12T22:15:00Z,29.94,71.05
2026-03-12T22:16:00Z,30.00,73.16
2026-03-12T22:17:00Z,26.07,79.13
2026-03-12T22:18:00Z,29.18,74.86
2026-03-12T22:19:00Z,29.24,73.05
2026-03-12T22:20:00Z,31.63,67.07
2026-03-12T22:21:00Z,34.92,67.98
2026-03-12T22:22:00Z,45.69,55.36
2026-03-12T22:23:00Z,37.84,65.03
2026-03-12T22:24:00Z,30.30,69.10
2026-03-12T22:25:00Z,30.84,72.40
2026-03-12T22:26:00Z,32.92,73.33
2026-03-12T22:27:00Z,38.49,67.55
2026-03-12T22:28:00Z,28.09,70.30
2026-03-12T22:29:00Z,33.87,66.76
2026-03-12T22:30:00Z,33.54,64.55
2026-03-12T22:31:00Z,34.12,71.54
2026-03-12T22:32:00Z,47.88,53.04
2026-03-12T22:33:00Z,73.28,34.37
2026-03-12T22:34:00Z,70.07,34.80
2026-03-12T22:35:00Z,80.79,16.34
2026-03-12T22:36:00Z,84.16,18.38
2026-03-12T22:37:00Z,94.45,5.50
2026-03-12T22:38:00Z,85.70,17.01
2026-03-12T22:39:00Z,47.64,52.34
2026-03-12T22:40:00Z,26.86,64.97
2026-03-12T22:41:00Z,55.15,40.68
2026-03-12T22:42:00Z,53.52,42.79
2026-03-12T22:43:00Z,26.96,72.82
2026-03-12T22:44:00Z,42.94,60.59
2026-03-12T22:45:00Z,16.97,82.92
2026-03-12T22:46:00Z,4.17,98.54
2026-03-12T22:47:00Z,4.17,99.00
