# event_ticker=KXATPCHALLENGERMATCH-26MAY19SARYEV
# final_score=3-6 6-3 7-6(5)
# score_resolution=6-3 3-6 6-7
# match_winner=Denis Yevseyev
# fav_player=Paulo Andre Saraiva Dos Santos
# dog_player=Denis Yevseyev
# kalshi_date=2026-05-19
timestamp,Paulo Andre Saraiva Dos Santos,Denis Yevseyev
2026-05-19T10:12:00Z,18.00,83.06
2026-05-19T10:13:00Z,18.38,82.65
2026-05-19T10:14:00Z,30.39,72.19
2026-05-19T10:15:00Z,37.21,69.25
2026-05-19T10:16:00Z,41.82,58.01
2026-05-19T10:17:00Z,52.00,49.58
2026-05-19T10:18:00Z,50.96,49.00
2026-05-19T10:19:00Z,48.17,47.63
2026-05-19T10:20:00Z,54.00,47.63
2026-05-19T10:21:00Z,49.00,55.86
2026-05-19T10:22:00Z,45.00,57.18
2026-05-19T10:23:00Z,42.27,57.18
2026-05-19T10:24:00Z,40.45,63.30
2026-05-19T10:25:00Z,39.25,60.08
2026-05-19T10:26:00Z,44.67,57.68
2026-05-19T10:27:00Z,48.19,59.87
2026-05-19T10:28:00Z,59.25,42.28
2026-05-19T10:29:00Z,60.21,42.37
2026-05-19T10:30:00Z,64.68,32.76
2026-05-19T10:31:00Z,58.10,42.92
2026-05-19T10:32:00Z,42.35,56.87
2026-05-19T10:33:00Z,42.35,50.02
2026-05-19T10:34:00Z,46.24,59.36
2026-05-19T10:35:00Z,44.68,57.93
2026-05-19T10:36:00Z,40.72,59.34
2026-05-19T10:37:00Z,41.51,62.85
2026-05-19T10:38:00Z,28.00,70.76
2026-05-19T10:39:00Z,29.07,59.80
2026-05-19T10:40:00Z,17.11,74.31
2026-05-19T10:41:00Z,18.00,85.56
2026-05-19T10:42:00Z,11.07,90.18
2026-05-19T10:43:00Z,42.89,55.21
2026-05-19T10:44:00Z,44.36,56.61
2026-05-19T10:45:00Z,24.03,70.57
2026-05-19T10:46:00Z,20.85,82.41
2026-05-19T10:47:00Z,12.59,87.66
2026-05-19T10:48:00Z,26.90,80.01
2026-05-19T10:49:00Z,46.79,66.05
2026-05-19T10:50:00Z,56.89,41.96
2026-05-19T10:51:00Z,6.69,71.81
2026-05-19T10:52:00Z,1.00,98.38
2026-05-19T10:53:00Z,1.00,99.00
2026-05-19T10:54:00Z,1.00,99.00
2026-05-19T10:55:00Z,1.00,99.00
