# event_ticker=KXATPMATCH-26MAY06FEAMPE
# final_score=7-6(6) 4-6 6-2
# score_resolution=7-6 4-6 6-2
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Jacob Fearnley
# kalshi_date=2026-05-06
timestamp,Jacob Fearnley,Giovanni Mpetshi Perricard
2026-05-07T11:11:00Z,69.57,31.03
2026-05-07T11:12:00Z,72.00,27.88
2026-05-07T11:13:00Z,66.17,36.33
2026-05-07T11:14:00Z,59.99,37.92
2026-05-07T11:15:00Z,58.89,44.47
2026-05-07T11:16:00Z,66.13,35.53
2026-05-07T11:17:00Z,60.00,40.88
2026-05-07T11:18:00Z,48.28,51.22
2026-05-07T11:19:00Z,33.97,66.29
2026-05-07T11:20:00Z,33.97,66.49
2026-05-07T11:21:00Z,34.26,66.10
2026-05-07T11:22:00Z,35.10,64.41
2026-05-07T11:23:00Z,36.52,64.33
2026-05-07T11:24:00Z,35.74,64.62
2026-05-07T11:25:00Z,37.00,63.86
2026-05-07T11:26:00Z,36.95,63.40
2026-05-07T11:27:00Z,35.19,65.92
2026-05-07T11:28:00Z,32.08,67.73
2026-05-07T11:29:00Z,31.44,68.15
2026-05-07T11:30:00Z,35.62,64.99
2026-05-07T11:31:00Z,33.72,66.20
2026-05-07T11:32:00Z,27.66,70.66
2026-05-07T11:33:00Z,31.50,68.37
2026-05-07T11:34:00Z,34.59,65.34
2026-05-07T11:35:00Z,35.69,64.83
2026-05-07T11:36:00Z,34.26,66.79
2026-05-07T11:37:00Z,38.38,63.58
2026-05-07T11:38:00Z,43.23,58.43
2026-05-07T11:39:00Z,38.27,62.30
2026-05-07T11:40:00Z,36.42,64.09
2026-05-07T11:41:00Z,37.02,63.79
2026-05-07T11:42:00Z,37.12,63.31
2026-05-07T11:43:00Z,38.50,61.83
2026-05-07T11:44:00Z,39.08,61.92
2026-05-07T11:45:00Z,40.72,59.17
2026-05-07T11:46:00Z,42.67,58.46
2026-05-07T11:47:00Z,50.00,50.91
2026-05-07T11:48:00Z,59.77,40.10
2026-05-07T11:49:00Z,55.29,45.32
2026-05-07T11:50:00Z,49.82,49.47
2026-05-07T11:51:00Z,49.83,52.76
2026-05-07T11:52:00Z,54.66,47.48
2026-05-07T11:53:00Z,38.99,60.09
2026-05-07T11:54:00Z,38.40,61.76
2026-05-07T11:55:00Z,38.87,63.16
2026-05-07T11:56:00Z,42.55,55.64
2026-05-07T11:57:00Z,38.99,63.25
2026-05-07T11:58:00Z,36.58,65.89
2026-05-07T11:59:00Z,34.90,63.54
2026-05-07T12:00:00Z,37.55,65.12
2026-05-07T12:01:00Z,40.24,60.95
2026-05-07T12:02:00Z,40.92,60.20
2026-05-07T12:03:00Z,43.21,57.52
2026-05-07T12:04:00Z,49.96,52.10
2026-05-07T12:05:00Z,63.96,39.08
2026-05-07T12:06:00Z,65.43,34.47
2026-05-07T12:07:00Z,65.91,34.37
2026-05-07T12:08:00Z,65.92,34.99
2026-05-07T12:09:00Z,65.78,35.00
2026-05-07T12:10:00Z,64.20,38.76
2026-05-07T12:11:00Z,66.00,34.50
2026-05-07T12:12:00Z,66.23,36.93
2026-05-07T12:13:00Z,66.37,36.61
2026-05-07T12:14:00Z,67.30,29.81
2026-05-07T12:15:00Z,75.05,30.23
2026-05-07T12:16:00Z,73.37,28.92
2026-05-07T12:17:00Z,68.45,32.84
2026-05-07T12:18:00Z,70.84,31.20
2026-05-07T12:19:00Z,68.84,32.81
2026-05-07T12:20:00Z,63.77,34.66
2026-05-07T12:21:00Z,65.36,37.41
2026-05-07T12:22:00Z,69.85,31.72
2026-05-07T12:23:00Z,70.47,30.42
2026-05-07T12:24:00Z,70.01,30.80
2026-05-07T12:25:00Z,73.13,27.80
2026-05-07T12:26:00Z,66.40,33.04
2026-05-07T12:27:00Z,67.10,32.76
2026-05-07T12:28:00Z,67.52,33.68
2026-05-07T12:29:00Z,66.52,35.56
2026-05-07T12:30:00Z,66.56,34.29
2026-05-07T12:31:00Z,54.12,46.58
2026-05-07T12:32:00Z,28.41,68.95
2026-05-07T12:33:00Z,26.57,73.63
2026-05-07T12:34:00Z,22.49,77.92
2026-05-07T12:35:00Z,16.28,84.69
2026-05-07T12:36:00Z,14.54,85.46
2026-05-07T12:37:00Z,8.80,92.43
2026-05-07T12:38:00Z,5.69,94.21
2026-05-07T12:39:00Z,2.17,97.63
2026-05-07T12:40:00Z,1.96,97.67
2026-05-07T12:41:00Z,2.50,97.06
2026-05-07T12:42:00Z,1.14,98.98
2026-05-07T12:43:00Z,1.00,99.00
2026-05-07T12:44:00Z,1.00,99.00
2026-05-07T12:45:00Z,1.00,99.00
2026-05-07T12:46:00Z,1.00,99.00
2026-05-07T12:47:00Z,1.00,99.00
2026-05-07T12:48:00Z,1.00,99.00
2026-05-07T12:49:00Z,1.00,99.00
2026-05-07T12:50:00Z,1.00,99.00
2026-05-07T12:51:00Z,1.00,99.00
2026-05-07T12:52:00Z,1.00,99.00
2026-05-07T12:53:00Z,1.00,99.00
