# event_ticker=KXATPCHALLENGERMATCH-26MAR31LAJUS
# final_score=7-6(4) 2-6 6-2
# score_resolution=6-7 6-2 2-6
# match_winner=Juan Manuel La Serna
# fav_player=Guido Ivan Justo
# dog_player=Juan Manuel La Serna
# kalshi_date=2026-03-31
timestamp,Guido Ivan Justo,Juan Manuel La Serna
2026-03-31T16:50:00Z,67.00,39.00
2026-03-31T16:51:00Z,65.00,32.71
2026-03-31T16:52:00Z,67.00,24.86
2026-03-31T16:53:00Z,65.00,24.86
2026-03-31T16:54:00Z,62.00,37.00
2026-03-31T16:55:00Z,57.01,42.63
2026-03-31T16:56:00Z,53.39,47.48
2026-03-31T16:57:00Z,53.00,47.48
2026-03-31T16:58:00Z,51.00,47.48
2026-03-31T16:59:00Z,53.76,49.00
2026-03-31T17:00:00Z,51.39,50.00
2026-03-31T17:01:00Z,58.00,47.00
2026-03-31T17:02:00Z,58.00,41.00
2026-03-31T17:03:00Z,53.00,48.00
2026-03-31T17:06:00Z,49.00,52.00
2026-03-31T17:07:00Z,49.15,49.40
2026-03-31T17:08:00Z,47.78,49.40
2026-03-31T17:09:00Z,54.06,49.40
2026-03-31T17:10:00Z,57.42,46.16
2026-03-31T17:11:00Z,55.21,42.93
2026-03-31T17:12:00Z,59.23,51.13
2026-03-31T17:13:00Z,47.11,55.68
2026-03-31T17:14:00Z,40.89,60.19
2026-03-31T17:15:00Z,42.00,60.00
2026-03-31T17:16:00Z,45.11,56.00
2026-03-31T17:17:00Z,46.08,52.16
2026-03-31T17:18:00Z,48.59,47.40
2026-03-31T17:19:00Z,43.66,55.78
2026-03-31T17:20:00Z,35.23,64.33
2026-03-31T17:21:00Z,36.05,64.33
2026-03-31T17:22:00Z,36.62,64.00
2026-03-31T17:23:00Z,36.90,63.03
2026-03-31T17:24:00Z,37.00,63.03
2026-03-31T17:25:00Z,37.58,65.00
2026-03-31T17:26:00Z,37.00,64.00
2026-03-31T17:27:00Z,37.86,63.78
2026-03-31T17:28:00Z,37.99,63.00
2026-03-31T17:29:00Z,37.41,65.18
2026-03-31T17:30:00Z,35.15,67.00
2026-03-31T17:31:00Z,27.65,70.00
2026-03-31T17:32:00Z,34.19,67.17
2026-03-31T17:33:00Z,40.53,63.00
2026-03-31T17:34:00Z,41.00,59.00
2026-03-31T17:35:00Z,42.65,60.20
2026-03-31T17:36:00Z,44.89,55.38
2026-03-31T17:37:00Z,50.94,50.00
2026-03-31T17:38:00Z,52.46,52.00
2026-03-31T17:39:00Z,47.91,50.86
2026-03-31T17:40:00Z,44.60,55.10
2026-03-31T17:41:00Z,43.48,53.38
2026-03-31T17:42:00Z,54.42,47.69
2026-03-31T17:43:00Z,57.48,42.05
2026-03-31T17:44:00Z,61.36,44.17
2026-03-31T17:45:00Z,55.00,45.22
2026-03-31T17:46:00Z,57.85,46.00
2026-03-31T17:47:00Z,62.29,39.53
2026-03-31T17:48:00Z,67.17,33.68
2026-03-31T17:49:00Z,69.00,29.50
2026-03-31T17:50:00Z,65.40,35.50
2026-03-31T17:51:00Z,68.30,34.89
2026-03-31T17:52:00Z,69.00,32.00
2026-03-31T17:53:00Z,68.99,32.00
2026-03-31T17:54:00Z,69.04,33.41
2026-03-31T17:55:00Z,70.00,33.73
2026-03-31T17:56:00Z,69.04,33.73
2026-03-31T17:57:00Z,67.96,34.00
2026-03-31T17:58:00Z,62.66,38.28
2026-03-31T17:59:00Z,60.29,40.27
2026-03-31T18:00:00Z,58.53,41.85
2026-03-31T18:01:00Z,59.00,41.48
2026-03-31T18:02:00Z,60.21,38.81
2026-03-31T18:03:00Z,63.13,37.88
2026-03-31T18:04:00Z,65.47,34.52
2026-03-31T18:05:00Z,66.19,34.78
2026-03-31T18:06:00Z,65.95,35.00
2026-03-31T18:07:00Z,66.00,35.00
2026-03-31T18:08:00Z,66.17,35.00
2026-03-31T18:09:00Z,65.44,36.98
2026-03-31T18:10:00Z,65.00,35.98
2026-03-31T18:11:00Z,71.83,29.83
2026-03-31T18:12:00Z,73.19,29.48
2026-03-31T18:13:00Z,67.99,29.78
2026-03-31T18:14:00Z,70.14,32.00
2026-03-31T18:15:00Z,73.26,29.60
2026-03-31T18:16:00Z,65.06,34.15
2026-03-31T18:17:00Z,68.85,32.86
2026-03-31T18:18:00Z,69.03,31.43
2026-03-31T18:19:00Z,58.26,37.95
2026-03-31T18:20:00Z,57.90,41.71
2026-03-31T18:21:00Z,59.72,44.78
2026-03-31T18:22:00Z,55.09,42.22
2026-03-31T18:23:00Z,45.27,55.57
2026-03-31T18:24:00Z,45.94,57.40
2026-03-31T18:25:00Z,39.08,65.09
2026-03-31T18:26:00Z,28.71,71.88
2026-03-31T18:27:00Z,21.80,82.20
2026-03-31T18:28:00Z,21.61,78.37
2026-03-31T18:29:00Z,23.60,79.92
2026-03-31T18:30:00Z,34.30,65.65
2026-03-31T18:31:00Z,36.38,64.98
2026-03-31T18:32:00Z,40.67,60.47
2026-03-31T18:33:00Z,30.04,70.75
2026-03-31T18:34:00Z,22.31,78.88
2026-03-31T18:35:00Z,21.90,78.02
2026-03-31T18:36:00Z,24.79,79.05
2026-03-31T18:37:00Z,20.30,81.96
2026-03-31T18:38:00Z,19.66,82.95
2026-03-31T18:39:00Z,6.79,95.13
2026-03-31T18:40:00Z,4.80,95.51
2026-03-31T18:41:00Z,7.73,94.10
2026-03-31T18:42:00Z,2.32,97.58
2026-03-31T18:43:00Z,2.32,99.00
2026-03-31T18:44:00Z,1.00,99.00
2026-03-31T18:45:00Z,1.00,99.00
2026-03-31T18:46:00Z,1.00,99.00
2026-03-31T18:47:00Z,1.00,99.00
2026-03-31T18:49:00Z,1.00,99.00
2026-03-31T18:50:00Z,1.00,99.00
