# event_ticker=KXATPCHALLENGERMATCH-26MAY14RIEKEC
# final_score=6-3 6-2
# match_winner=Miomir Kecmanovic
# fav_player=Miomir Kecmanovic
# dog_player=Leandro Riedi
# kalshi_date=2026-05-14
timestamp,Leandro Riedi,Miomir Kecmanovic
2026-05-14T09:56:00Z,18.57,85.97
2026-05-14T09:57:00Z,15.76,86.01
2026-05-14T09:58:00Z,13.22,88.60
2026-05-14T09:59:00Z,16.00,89.39
2026-05-14T10:00:00Z,8.92,92.58
2026-05-14T10:01:00Z,7.72,92.55
2026-05-14T10:02:00Z,7.78,94.93
2026-05-14T10:03:00Z,6.58,94.00
2026-05-14T10:04:00Z,5.00,94.99
2026-05-14T10:05:00Z,2.89,96.96
2026-05-14T10:06:00Z,2.00,96.96
2026-05-14T10:07:00Z,2.00,99.00
2026-05-14T10:08:00Z,2.00,97.89
2026-05-14T10:09:00Z,3.88,97.99
2026-05-14T10:10:00Z,2.00,99.00
2026-05-14T10:11:00Z,2.65,96.53
2026-05-14T10:12:00Z,5.00,95.66
2026-05-14T10:13:00Z,6.00,95.00
2026-05-14T10:14:00Z,6.99,93.95
2026-05-14T10:15:00Z,8.08,92.30
2026-05-14T10:16:00Z,8.22,92.58
2026-05-14T10:17:00Z,8.30,92.35
2026-05-14T10:18:00Z,6.79,95.00
2026-05-14T10:19:00Z,4.70,93.97
2026-05-14T10:20:00Z,3.06,96.98
2026-05-14T10:21:00Z,6.00,95.00
2026-05-14T10:22:00Z,6.00,95.70
2026-05-14T10:23:00Z,3.00,97.00
2026-05-14T10:24:00Z,4.08,96.94
2026-05-14T10:25:00Z,1.00,99.00
2026-05-14T10:27:00Z,1.00,99.00
2026-05-14T10:29:00Z,1.00,99.00
2026-05-14T10:32:00Z,1.00,99.00
