# event_ticker=KXATPCHALLENGERMATCH-26APR06MARNAP
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Stefano Napolitano
# fav_player=Andres Martin
# dog_player=Stefano Napolitano
# kalshi_date=2026-04-06
timestamp,Andres Martin,Stefano Napolitano
2026-04-07T00:43:00Z,17.29,83.18
2026-04-07T00:44:00Z,19.17,80.16
2026-04-07T00:45:00Z,20.06,81.38
2026-04-07T00:46:00Z,16.77,83.80
2026-04-07T00:47:00Z,14.62,85.94
2026-04-07T00:48:00Z,14.77,86.29
2026-04-07T00:49:00Z,12.78,86.51
2026-04-07T00:50:00Z,15.35,87.37
2026-04-07T00:51:00Z,16.06,85.00
2026-04-07T00:52:00Z,16.19,85.00
2026-04-07T00:53:00Z,20.53,82.49
2026-04-07T00:54:00Z,22.30,79.85
2026-04-07T00:55:00Z,18.31,82.85
2026-04-07T00:56:00Z,20.35,81.87
2026-04-07T00:57:00Z,20.11,81.81
2026-04-07T00:58:00Z,15.68,83.95
2026-04-07T00:59:00Z,15.10,85.00
2026-04-07T01:00:00Z,14.99,86.00
2026-04-07T01:01:00Z,15.30,86.00
2026-04-07T01:02:00Z,18.64,83.03
2026-04-07T01:03:00Z,20.66,81.00
2026-04-07T01:04:00Z,22.15,78.33
2026-04-07T01:05:00Z,17.40,83.20
2026-04-07T01:06:00Z,14.10,86.85
2026-04-07T01:07:00Z,11.25,90.19
2026-04-07T01:08:00Z,15.23,87.03
2026-04-07T01:09:00Z,17.24,82.18
2026-04-07T01:10:00Z,13.29,85.10
2026-04-07T01:11:00Z,15.34,84.12
2026-04-07T01:12:00Z,19.16,82.00
2026-04-07T01:13:00Z,19.04,82.00
2026-04-07T01:14:00Z,17.43,82.10
2026-04-07T01:15:00Z,15.43,83.26
2026-04-07T01:16:00Z,16.76,85.61
2026-04-07T01:17:00Z,18.59,84.00
2026-04-07T01:18:00Z,16.97,82.69
2026-04-07T01:19:00Z,14.78,85.36
2026-04-07T01:20:00Z,17.31,82.73
2026-04-07T01:21:00Z,19.39,82.00
2026-04-07T01:22:00Z,21.83,78.78
2026-04-07T01:23:00Z,19.24,82.88
2026-04-07T01:24:00Z,16.88,85.35
2026-04-07T01:25:00Z,14.96,85.53
2026-04-07T01:26:00Z,14.85,84.84
2026-04-07T01:27:00Z,12.29,85.40
2026-04-07T01:28:00Z,17.18,82.93
2026-04-07T01:29:00Z,18.32,80.99
2026-04-07T01:30:00Z,18.08,82.18
2026-04-07T01:31:00Z,16.44,84.10
2026-04-07T01:32:00Z,16.10,84.58
2026-04-07T01:33:00Z,19.53,81.16
2026-04-07T01:34:00Z,17.28,83.38
2026-04-07T01:35:00Z,16.17,83.85
2026-04-07T01:36:00Z,11.61,90.40
2026-04-07T01:37:00Z,3.30,97.32
2026-04-07T01:38:00Z,2.93,97.56
2026-04-07T01:39:00Z,1.90,97.87
2026-04-07T01:40:00Z,1.29,99.00
2026-04-07T01:41:00Z,1.00,98.96
2026-04-07T01:42:00Z,1.00,99.00
2026-04-07T01:43:00Z,1.00,99.00
2026-04-07T01:44:00Z,1.00,99.00
2026-04-07T01:45:00Z,1.00,99.00
2026-04-07T01:46:00Z,1.00,99.00
2026-04-07T01:47:00Z,1.00,99.00
