# event_ticker=KXATPCHALLENGERMATCH-26MAY14BLACLA
# final_score=6-0 3-6 6-1
# match_winner=Dali Blanch
# fav_player=Dali Blanch
# dog_player=Jay Clarke
# kalshi_date=2026-05-14
timestamp,Dali Blanch,Jay Clarke
2026-05-14T10:34:00Z,82.00,18.00
2026-05-14T10:35:00Z,82.00,19.97
2026-05-14T10:37:00Z,82.00,20.00
2026-05-14T10:38:00Z,84.00,17.00
2026-05-14T10:39:00Z,81.92,19.15
2026-05-14T10:41:00Z,79.00,22.76
2026-05-14T10:42:00Z,76.00,24.00
2026-05-14T10:43:00Z,76.00,24.00
2026-05-14T10:44:00Z,78.19,21.00
2026-05-14T10:45:00Z,78.19,24.21
2026-05-14T10:46:00Z,78.19,22.09
2026-05-14T10:47:00Z,77.21,22.09
2026-05-14T10:48:00Z,77.00,22.61
2026-05-14T10:49:00Z,74.38,25.91
2026-05-14T10:50:00Z,73.00,27.65
2026-05-14T10:51:00Z,73.00,27.92
2026-05-14T10:52:00Z,76.00,23.77
2026-05-14T10:53:00Z,78.99,21.00
2026-05-14T10:54:00Z,81.00,22.16
2026-05-14T10:55:00Z,73.01,25.00
2026-05-14T10:56:00Z,73.19,25.00
2026-05-14T10:57:00Z,73.00,27.00
2026-05-14T10:58:00Z,73.00,27.00
2026-05-14T10:59:00Z,72.00,26.37
2026-05-14T11:00:00Z,71.00,27.00
2026-05-14T11:01:00Z,74.64,26.02
2026-05-14T11:02:00Z,76.15,23.94
2026-05-14T11:03:00Z,72.68,27.23
2026-05-14T11:04:00Z,69.26,30.90
2026-05-14T11:05:00Z,69.00,31.99
2026-05-14T11:06:00Z,65.14,37.27
2026-05-14T11:07:00Z,53.16,44.01
2026-05-14T11:08:00Z,51.00,50.94
2026-05-14T11:09:00Z,46.03,54.02
2026-05-14T11:10:00Z,43.08,56.82
2026-05-14T11:11:00Z,43.00,56.46
2026-05-14T11:12:00Z,42.88,57.97
2026-05-14T11:13:00Z,44.00,57.84
2026-05-14T11:14:00Z,44.79,56.53
2026-05-14T11:15:00Z,47.60,52.68
2026-05-14T11:16:00Z,48.42,50.76
2026-05-14T11:17:00Z,50.98,49.18
2026-05-14T11:18:00Z,53.15,46.79
2026-05-14T11:19:00Z,51.75,50.74
2026-05-14T11:20:00Z,47.40,52.21
2026-05-14T11:21:00Z,47.26,55.40
2026-05-14T11:22:00Z,51.17,51.25
2026-05-14T11:23:00Z,61.35,38.11
2026-05-14T11:24:00Z,72.01,35.80
2026-05-14T11:25:00Z,75.48,23.53
2026-05-14T11:26:00Z,76.70,27.97
2026-05-14T11:27:00Z,80.96,19.00
2026-05-14T11:28:00Z,83.00,17.18
2026-05-14T11:29:00Z,82.08,17.99
2026-05-14T11:30:00Z,86.79,13.36
2026-05-14T11:31:00Z,91.01,7.34
2026-05-14T11:32:00Z,89.61,13.02
2026-05-14T11:33:00Z,91.78,9.47
2026-05-14T11:34:00Z,95.52,5.24
2026-05-14T11:35:00Z,94.62,6.52
2026-05-14T11:36:00Z,92.20,7.97
2026-05-14T11:37:00Z,97.39,4.04
2026-05-14T11:38:00Z,98.10,2.00
2026-05-14T11:39:00Z,98.00,1.00
2026-05-14T11:40:00Z,98.00,1.00
2026-05-14T11:41:00Z,98.98,1.00
2026-05-14T11:42:00Z,98.98,1.00
2026-05-14T11:43:00Z,98.07,1.19
2026-05-14T11:44:00Z,97.83,2.40
2026-05-14T11:45:00Z,97.58,2.92
2026-05-14T11:46:00Z,98.14,1.00
2026-05-14T11:47:00Z,96.96,3.99
2026-05-14T11:48:00Z,97.99,1.51
2026-05-14T11:49:00Z,98.98,1.00
2026-05-14T11:50:00Z,99.00,1.00
2026-05-14T11:51:00Z,99.00,1.00
2026-05-14T11:52:00Z,99.00,1.00
