# event_ticker=KXATPCHALLENGERMATCH-26MAR27GOJMEJ
# final_score=6-4 7-6(5)
# score_resolution=6-4 7-6
# match_winner=Borna Gojo
# fav_player=Borna Gojo
# dog_player=Nicolas Mejia
# kalshi_date=2026-03-27
timestamp,Borna Gojo,Nicolas Mejia
2026-03-28T00:25:00Z,79.63,20.53
2026-03-28T00:26:00Z,82.00,18.34
2026-03-28T00:27:00Z,83.21,17.03
2026-03-28T00:28:00Z,83.53,15.84
2026-03-28T00:29:00Z,83.24,19.43
2026-03-28T00:30:00Z,81.00,19.99
2026-03-28T00:31:00Z,81.27,18.00
2026-03-28T00:32:00Z,80.89,22.79
2026-03-28T00:33:00Z,81.49,18.67
2026-03-28T00:34:00Z,84.00,18.67
2026-03-28T00:35:00Z,86.00,18.67
2026-03-28T00:36:00Z,86.17,14.48
2026-03-28T00:37:00Z,86.98,12.87
2026-03-28T00:38:00Z,86.00,14.18
2026-03-28T00:39:00Z,87.97,13.79
2026-03-28T00:40:00Z,86.00,14.56
2026-03-28T00:41:00Z,83.64,16.57
2026-03-28T00:42:00Z,83.08,17.00
2026-03-28T00:43:00Z,81.00,20.11
2026-03-28T00:44:00Z,82.18,17.43
2026-03-28T00:45:00Z,78.67,21.25
2026-03-28T00:46:00Z,82.00,17.91
2026-03-28T00:47:00Z,85.62,15.05
2026-03-28T00:48:00Z,83.33,15.59
2026-03-28T00:49:00Z,84.00,16.83
2026-03-28T00:50:00Z,84.00,16.83
2026-03-28T00:51:00Z,84.00,16.00
2026-03-28T00:52:00Z,84.00,15.41
2026-03-28T00:53:00Z,84.57,16.00
2026-03-28T00:54:00Z,84.00,15.77
2026-03-28T00:55:00Z,84.40,15.77
2026-03-28T00:56:00Z,84.00,16.77
2026-03-28T00:57:00Z,85.00,15.46
2026-03-28T00:58:00Z,86.00,14.51
2026-03-28T00:59:00Z,86.00,15.21
2026-03-28T01:00:00Z,82.00,18.00
2026-03-28T01:01:00Z,80.00,20.82
2026-03-28T01:02:00Z,82.97,16.00
2026-03-28T01:03:00Z,84.49,14.95
2026-03-28T01:04:00Z,84.32,15.15
2026-03-28T01:05:00Z,85.22,15.95
2026-03-28T01:06:00Z,84.37,17.41
2026-03-28T01:07:00Z,83.46,16.78
2026-03-28T01:08:00Z,83.00,18.00
2026-03-28T01:09:00Z,79.85,18.32
2026-03-28T01:10:00Z,79.69,24.41
2026-03-28T01:11:00Z,75.87,24.49
2026-03-28T01:12:00Z,79.39,26.18
2026-03-28T01:13:00Z,76.75,27.03
2026-03-28T01:14:00Z,65.39,34.61
2026-03-28T01:15:00Z,63.37,37.74
2026-03-28T01:16:00Z,62.19,38.30
2026-03-28T01:17:00Z,64.69,37.51
2026-03-28T01:18:00Z,64.00,36.88
2026-03-28T01:19:00Z,64.00,37.36
2026-03-28T01:20:00Z,61.82,38.82
2026-03-28T01:21:00Z,63.01,37.43
2026-03-28T01:22:00Z,64.80,35.53
2026-03-28T01:23:00Z,63.31,37.18
2026-03-28T01:24:00Z,64.11,36.19
2026-03-28T01:25:00Z,61.93,39.28
2026-03-28T01:26:00Z,60.00,41.00
2026-03-28T01:27:00Z,60.04,40.86
2026-03-28T01:28:00Z,60.20,38.97
2026-03-28T01:29:00Z,63.14,38.60
2026-03-28T01:30:00Z,65.56,35.64
2026-03-28T01:31:00Z,62.45,38.00
2026-03-28T01:32:00Z,61.64,39.10
2026-03-28T01:33:00Z,69.76,31.32
2026-03-28T01:34:00Z,66.96,31.61
2026-03-28T01:35:00Z,77.26,29.25
2026-03-28T01:36:00Z,79.64,20.84
2026-03-28T01:37:00Z,81.95,19.71
2026-03-28T01:38:00Z,82.10,19.61
2026-03-28T01:39:00Z,78.42,21.86
2026-03-28T01:40:00Z,83.34,16.83
2026-03-28T01:41:00Z,80.65,20.34
2026-03-28T01:42:00Z,81.00,20.37
2026-03-28T01:43:00Z,78.77,21.07
2026-03-28T01:44:00Z,78.73,21.95
2026-03-28T01:45:00Z,81.77,18.90
2026-03-28T01:46:00Z,82.86,17.38
2026-03-28T01:47:00Z,82.75,18.02
2026-03-28T01:48:00Z,80.44,20.03
2026-03-28T01:49:00Z,86.21,15.17
2026-03-28T01:50:00Z,89.26,9.80
2026-03-28T01:51:00Z,91.42,10.44
2026-03-28T01:52:00Z,93.96,6.81
2026-03-28T01:53:00Z,88.28,11.85
2026-03-28T01:54:00Z,94.35,5.74
2026-03-28T01:55:00Z,86.81,16.19
2026-03-28T01:56:00Z,89.75,10.51
2026-03-28T01:57:00Z,98.70,1.69
2026-03-28T01:58:00Z,99.00,1.00
2026-03-28T01:59:00Z,99.00,1.00
2026-03-28T02:00:00Z,99.00,1.00
2026-03-28T02:01:00Z,99.00,1.00
2026-03-28T02:02:00Z,99.00,1.00
