# event_ticker=KXATPCHALLENGERMATCH-26MAR16BRASAN
# final_score=7-6(4) 6-2
# score_resolution=6-7 2-6
# match_winner=Raul Brancaccio
# fav_player=Alejo Sanchez Quilez
# dog_player=Raul Brancaccio
# kalshi_date=2026-03-16
timestamp,Alejo Sanchez Quilez,Raul Brancaccio
2026-03-16T15:20:00Z,39.97,61.00
2026-03-16T15:21:00Z,39.97,61.00
2026-03-16T15:22:00Z,42.00,60.00
2026-03-16T15:23:00Z,46.55,60.00
2026-03-16T15:25:00Z,43.00,58.48
2026-03-16T15:26:00Z,39.17,59.83
2026-03-16T15:27:00Z,38.00,63.25
2026-03-16T15:28:00Z,36.85,64.46
2026-03-16T15:29:00Z,33.00,66.00
2026-03-16T15:30:00Z,38.13,66.00
2026-03-16T15:31:00Z,29.65,71.69
2026-03-16T15:32:00Z,29.65,76.48
2026-03-16T15:33:00Z,24.00,78.00
2026-03-16T15:34:00Z,24.00,83.00
2026-03-16T15:35:00Z,24.00,80.00
2026-03-16T15:37:00Z,18.00,80.00
2026-03-16T15:38:00Z,22.42,78.00
2026-03-16T15:39:00Z,22.03,78.00
2026-03-16T15:40:00Z,18.67,80.14
2026-03-16T15:41:00Z,26.00,75.56
2026-03-16T15:42:00Z,33.35,69.26
2026-03-16T15:43:00Z,38.00,65.00
2026-03-16T15:44:00Z,38.00,61.89
2026-03-16T15:45:00Z,36.98,64.96
2026-03-16T15:46:00Z,37.00,66.33
2026-03-16T15:47:00Z,38.16,62.94
2026-03-16T15:48:00Z,38.92,65.12
2026-03-16T15:49:00Z,40.68,65.34
2026-03-16T15:50:00Z,36.14,62.23
2026-03-16T15:51:00Z,42.73,61.34
2026-03-16T15:52:00Z,40.87,61.59
2026-03-16T15:53:00Z,37.95,66.32
2026-03-16T15:54:00Z,37.00,67.00
2026-03-16T15:55:00Z,37.25,64.00
2026-03-16T15:56:00Z,43.69,61.00
2026-03-16T15:57:00Z,42.70,62.58
2026-03-16T15:58:00Z,36.57,65.08
2026-03-16T15:59:00Z,34.61,64.36
2026-03-16T16:00:00Z,34.62,67.63
2026-03-16T16:01:00Z,31.88,67.70
2026-03-16T16:02:00Z,41.00,61.97
2026-03-16T16:03:00Z,36.35,63.85
2026-03-16T16:04:00Z,45.91,62.12
2026-03-16T16:05:00Z,51.08,57.38
2026-03-16T16:06:00Z,37.00,63.42
2026-03-16T16:07:00Z,34.55,67.00
2026-03-16T16:08:00Z,38.97,67.00
2026-03-16T16:09:00Z,42.00,57.71
2026-03-16T16:10:00Z,44.06,56.73
2026-03-16T16:11:00Z,51.51,49.87
2026-03-16T16:12:00Z,49.16,53.70
2026-03-16T16:13:00Z,51.83,57.91
2026-03-16T16:14:00Z,44.85,59.07
2026-03-16T16:15:00Z,44.85,66.04
2026-03-16T16:16:00Z,30.66,69.67
2026-03-16T16:17:00Z,20.30,76.14
2026-03-16T16:18:00Z,23.18,79.90
2026-03-16T16:19:00Z,20.88,78.00
2026-03-16T16:20:00Z,22.00,78.00
2026-03-16T16:21:00Z,21.00,79.74
2026-03-16T16:22:00Z,24.00,80.00
2026-03-16T16:23:00Z,21.01,82.98
2026-03-16T16:24:00Z,12.35,87.70
2026-03-16T16:25:00Z,4.83,91.25
2026-03-16T16:26:00Z,8.05,93.00
2026-03-16T16:27:00Z,9.28,91.16
2026-03-16T16:28:00Z,10.44,90.33
2026-03-16T16:29:00Z,10.70,89.03
2026-03-16T16:30:00Z,9.38,87.93
2026-03-16T16:31:00Z,6.07,92.83
2026-03-16T16:32:00Z,8.71,92.55
2026-03-16T16:33:00Z,11.00,90.00
2026-03-16T16:34:00Z,10.00,89.89
2026-03-16T16:35:00Z,7.14,94.77
2026-03-16T16:36:00Z,5.87,96.00
2026-03-16T16:37:00Z,7.62,93.71
2026-03-16T16:38:00Z,5.39,95.17
2026-03-16T16:39:00Z,5.53,95.00
2026-03-16T16:40:00Z,5.96,93.96
2026-03-16T16:41:00Z,8.00,92.31
2026-03-16T16:42:00Z,9.00,92.37
2026-03-16T16:43:00Z,6.69,92.37
2026-03-16T16:44:00Z,4.15,96.00
2026-03-16T16:45:00Z,4.89,96.62
2026-03-16T16:46:00Z,3.00,96.70
2026-03-16T16:47:00Z,1.98,98.73
2026-03-16T16:48:00Z,1.65,99.00
2026-03-16T16:49:00Z,2.21,99.00
2026-03-16T16:50:00Z,1.00,99.00
2026-03-16T16:51:00Z,1.00,99.00
2026-03-16T16:52:00Z,1.00,99.00
