# event_ticker=KXATPCHALLENGERMATCH-26FEB16VANRIE
# final_score=3-6 7-6(2) 6-4
# score_resolution=6-3 6-7 4-6
# match_winner=Luca Van Assche
# fav_player=Leandro Riedi
# dog_player=Luca Van Assche
# kalshi_date=2026-02-16
timestamp,Leandro Riedi,Luca Van Assche
2026-02-16T17:23:00Z,36.00,64.00
2026-02-16T17:25:00Z,36.00,64.00
2026-02-16T17:29:00Z,38.00,64.00
2026-02-16T17:30:00Z,38.00,64.00
2026-02-16T17:31:00Z,38.00,63.42
2026-02-16T17:32:00Z,38.00,64.00
2026-02-16T17:33:00Z,38.00,64.00
2026-02-16T17:34:00Z,38.00,64.00
2026-02-16T17:35:00Z,38.00,64.00
2026-02-16T17:36:00Z,38.00,64.00
2026-02-16T17:37:00Z,38.00,64.00
2026-02-16T17:38:00Z,38.00,64.00
2026-02-16T17:39:00Z,35.34,64.25
2026-02-16T17:40:00Z,36.02,64.42
2026-02-16T17:41:00Z,37.64,63.25
2026-02-16T17:42:00Z,43.00,58.01
2026-02-16T17:43:00Z,44.00,58.00
2026-02-16T17:44:00Z,42.00,60.98
2026-02-16T17:45:00Z,38.08,63.11
2026-02-16T17:46:00Z,40.03,60.33
2026-02-16T17:47:00Z,39.24,60.13
2026-02-16T17:48:00Z,39.25,61.26
2026-02-16T17:49:00Z,42.00,59.33
2026-02-16T17:50:00Z,42.00,60.86
2026-02-16T17:51:00Z,42.00,58.98
2026-02-16T17:52:00Z,43.78,56.37
2026-02-16T17:53:00Z,46.00,52.05
2026-02-16T17:54:00Z,46.71,50.82
2026-02-16T17:55:00Z,43.03,57.40
2026-02-16T17:56:00Z,39.39,61.76
2026-02-16T17:57:00Z,39.98,58.93
2026-02-16T17:58:00Z,38.00,58.37
2026-02-16T17:59:00Z,37.98,62.40
2026-02-16T18:00:00Z,42.99,58.00
2026-02-16T18:01:00Z,41.22,59.62
2026-02-16T18:02:00Z,42.74,59.77
2026-02-16T18:03:00Z,43.22,59.44
2026-02-16T18:04:00Z,42.29,58.67
2026-02-16T18:05:00Z,46.00,56.32
2026-02-16T18:06:00Z,40.00,58.06
2026-02-16T18:07:00Z,42.63,59.43
2026-02-16T18:08:00Z,46.11,54.92
2026-02-16T18:09:00Z,47.00,54.83
2026-02-16T18:10:00Z,45.95,54.01
2026-02-16T18:11:00Z,45.95,56.38
2026-02-16T18:12:00Z,49.47,51.70
2026-02-16T18:13:00Z,52.63,45.26
2026-02-16T18:14:00Z,54.95,45.52
2026-02-16T18:15:00Z,62.48,37.98
2026-02-16T18:16:00Z,72.73,28.50
2026-02-16T18:17:00Z,71.94,27.37
2026-02-16T18:18:00Z,72.56,28.06
2026-02-16T18:19:00Z,72.21,28.56
2026-02-16T18:20:00Z,74.01,25.41
2026-02-16T18:21:00Z,79.20,21.19
2026-02-16T18:22:00Z,81.67,14.38
2026-02-16T18:23:00Z,81.19,16.40
2026-02-16T18:24:00Z,81.94,19.60
2026-02-16T18:25:00Z,86.47,13.26
2026-02-16T18:26:00Z,86.01,12.90
2026-02-16T18:27:00Z,81.06,16.79
2026-02-16T18:28:00Z,84.37,16.82
2026-02-16T18:29:00Z,88.93,10.68
2026-02-16T18:30:00Z,88.40,11.36
2026-02-16T18:31:00Z,88.31,13.55
2026-02-16T18:32:00Z,86.41,15.35
2026-02-16T18:33:00Z,86.00,15.00
2026-02-16T18:34:00Z,86.51,13.02
2026-02-16T18:35:00Z,89.00,9.37
2026-02-16T18:36:00Z,90.72,8.96
2026-02-16T18:37:00Z,90.00,10.72
2026-02-16T18:38:00Z,91.75,8.94
2026-02-16T18:39:00Z,92.78,7.48
2026-02-16T18:40:00Z,93.43,7.68
2026-02-16T18:41:00Z,92.12,8.29
2026-02-16T18:42:00Z,93.89,8.65
2026-02-16T18:43:00Z,93.25,7.18
2026-02-16T18:44:00Z,93.95,6.36
2026-02-16T18:45:00Z,92.82,8.14
2026-02-16T18:46:00Z,91.89,9.49
2026-02-16T18:47:00Z,90.92,10.60
2026-02-16T18:48:00Z,89.62,11.94
2026-02-16T18:49:00Z,90.72,8.97
2026-02-16T18:50:00Z,93.93,6.05
2026-02-16T18:51:00Z,93.79,7.03
2026-02-16T18:52:00Z,93.08,7.94
2026-02-16T18:53:00Z,93.72,7.06
2026-02-16T18:54:00Z,92.57,8.00
2026-02-16T18:55:00Z,92.85,8.00
2026-02-16T18:56:00Z,90.25,10.35
2026-02-16T18:57:00Z,88.07,14.17
2026-02-16T18:58:00Z,92.83,7.36
2026-02-16T18:59:00Z,95.99,4.82
2026-02-16T19:00:00Z,95.79,5.50
2026-02-16T19:01:00Z,94.96,5.97
2026-02-16T19:02:00Z,95.00,5.99
2026-02-16T19:03:00Z,95.51,2.42
2026-02-16T19:04:00Z,96.04,2.99
2026-02-16T19:05:00Z,89.77,11.78
2026-02-16T19:06:00Z,69.85,26.11
2026-02-16T19:07:00Z,69.99,30.35
2026-02-16T19:08:00Z,64.39,35.04
2026-02-16T19:09:00Z,62.99,37.19
2026-02-16T19:10:00Z,62.17,37.78
2026-02-16T19:11:00Z,58.14,43.06
2026-02-16T19:12:00Z,64.78,35.99
2026-02-16T19:13:00Z,68.77,31.96
2026-02-16T19:14:00Z,68.91,32.11
2026-02-16T19:15:00Z,66.06,32.59
2026-02-16T19:16:00Z,64.67,35.93
2026-02-16T19:17:00Z,55.65,45.75
2026-02-16T19:18:00Z,60.47,36.11
2026-02-16T19:19:00Z,56.03,42.52
2026-02-16T19:20:00Z,46.24,52.85
2026-02-16T19:21:00Z,41.38,56.92
2026-02-16T19:22:00Z,42.96,57.46
2026-02-16T19:23:00Z,42.74,57.41
2026-02-16T19:24:00Z,40.59,60.07
2026-02-16T19:25:00Z,30.37,65.42
2026-02-16T19:26:00Z,35.80,67.46
2026-02-16T19:27:00Z,40.26,56.14
2026-02-16T19:28:00Z,47.83,53.20
2026-02-16T19:29:00Z,55.18,46.18
2026-02-16T19:30:00Z,58.94,39.91
2026-02-16T19:31:00Z,50.48,49.28
2026-02-16T19:32:00Z,46.78,55.61
2026-02-16T19:33:00Z,46.26,55.09
2026-02-16T19:34:00Z,45.09,55.70
2026-02-16T19:35:00Z,48.18,52.50
2026-02-16T19:36:00Z,51.09,50.84
2026-02-16T19:37:00Z,51.78,48.61
2026-02-16T19:38:00Z,51.85,49.71
2026-02-16T19:39:00Z,47.50,52.17
2026-02-16T19:40:00Z,45.18,54.38
2026-02-16T19:41:00Z,46.39,53.51
2026-02-16T19:42:00Z,51.86,49.01
2026-02-16T19:43:00Z,49.59,49.52
2026-02-16T19:44:00Z,53.91,46.71
2026-02-16T19:45:00Z,51.40,49.43
2026-02-16T19:46:00Z,48.18,50.68
2026-02-16T19:47:00Z,47.44,53.81
2026-02-16T19:48:00Z,47.38,56.75
2026-02-16T19:49:00Z,43.45,56.13
2026-02-16T19:50:00Z,51.68,47.02
2026-02-16T19:51:00Z,53.55,45.66
2026-02-16T19:52:00Z,51.20,50.16
2026-02-16T19:53:00Z,51.49,48.99
2026-02-16T19:54:00Z,48.80,52.88
2026-02-16T19:55:00Z,46.92,53.82
2026-02-16T19:56:00Z,31.40,66.15
2026-02-16T19:57:00Z,14.94,82.12
2026-02-16T19:58:00Z,8.67,91.77
2026-02-16T19:59:00Z,7.83,92.40
2026-02-16T20:00:00Z,3.47,97.77
2026-02-16T20:01:00Z,1.02,98.94
2026-02-16T20:02:00Z,3.78,95.79
2026-02-16T20:03:00Z,17.68,80.77
2026-02-16T20:04:00Z,6.69,92.23
2026-02-16T20:05:00Z,1.29,98.94
2026-02-16T20:06:00Z,1.00,99.00
2026-02-16T20:07:00Z,1.00,99.00
2026-02-16T20:08:00Z,1.00,99.00
2026-02-16T20:09:00Z,1.00,99.00
2026-02-16T20:10:00Z,1.00,99.00
2026-02-16T20:11:00Z,1.00,99.00
2026-02-16T20:12:00Z,1.00,99.00
