# event_ticker=KXATPCHALLENGERMATCH-26MAY03SAIKOL
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Zdenek Kolar
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-05-03
timestamp,Nikolas Sanchez Izquierdo,Zdenek Kolar
2026-05-03T10:12:00Z,64.87,33.14
2026-05-03T10:13:00Z,67.97,35.59
2026-05-03T10:14:00Z,63.63,37.34
2026-05-03T10:15:00Z,63.63,38.98
2026-05-03T10:16:00Z,62.00,38.66
2026-05-03T10:17:00Z,62.26,38.22
2026-05-03T10:18:00Z,65.02,33.86
2026-05-03T10:19:00Z,64.69,33.49
2026-05-03T10:20:00Z,57.38,44.85
2026-05-03T10:21:00Z,62.43,40.31
2026-05-03T10:22:00Z,68.55,34.71
2026-05-03T10:23:00Z,70.08,30.59
2026-05-03T10:24:00Z,70.37,29.08
2026-05-03T10:25:00Z,75.57,26.94
2026-05-03T10:26:00Z,63.84,39.99
2026-05-03T10:27:00Z,61.63,38.31
2026-05-03T10:28:00Z,63.01,38.15
2026-05-03T10:29:00Z,68.56,31.99
2026-05-03T10:30:00Z,70.74,31.70
2026-05-03T10:31:00Z,67.99,34.95
2026-05-03T10:32:00Z,62.03,38.28
2026-05-03T10:33:00Z,64.00,38.91
2026-05-03T10:34:00Z,61.98,38.76
2026-05-03T10:35:00Z,63.99,37.92
2026-05-03T10:36:00Z,60.19,40.85
2026-05-03T10:37:00Z,50.99,47.75
2026-05-03T10:38:00Z,63.02,37.31
2026-05-03T10:39:00Z,64.13,40.06
2026-05-03T10:40:00Z,63.39,36.39
2026-05-03T10:41:00Z,63.32,40.87
2026-05-03T10:42:00Z,64.21,32.90
2026-05-03T10:43:00Z,74.21,23.40
2026-05-03T10:44:00Z,79.97,21.01
2026-05-03T10:45:00Z,70.24,29.21
2026-05-03T10:46:00Z,64.36,35.73
2026-05-03T10:47:00Z,62.94,38.95
2026-05-03T10:48:00Z,69.38,32.12
2026-05-03T10:49:00Z,71.42,28.70
2026-05-03T10:50:00Z,70.29,30.16
2026-05-03T10:51:00Z,69.36,32.86
2026-05-03T10:52:00Z,69.54,30.39
2026-05-03T10:53:00Z,75.47,23.46
2026-05-03T10:54:00Z,86.97,13.16
2026-05-03T10:55:00Z,95.33,4.59
2026-05-03T10:56:00Z,97.30,2.74
2026-05-03T10:57:00Z,99.00,1.03
2026-05-03T10:58:00Z,96.96,2.26
2026-05-03T10:59:00Z,98.52,3.89
2026-05-03T11:00:00Z,99.00,3.89
2026-05-03T11:01:00Z,99.00,3.89
2026-05-03T11:02:00Z,99.00,3.89
2026-05-03T11:03:00Z,99.00,3.89
