# event_ticker=KXATPMATCH-25JUL15YIBSCH
# final_score=4-6 6-4 6-1
# match_winner=Tristan Schoolkate
# fav_player=Tristan Schoolkate
# dog_player=Yibing Wu
# kalshi_date=2025-07-15
timestamp,Tristan Schoolkate,Yibing Wu
2025-07-15T22:34:00Z,36.00,66.00
2025-07-15T23:01:00Z,36.00,66.00
2025-07-15T23:10:00Z,36.00,66.00
2025-07-15T23:16:00Z,36.00,66.00
2025-07-15T23:23:00Z,36.00,66.00
2025-07-15T23:29:00Z,36.00,66.00
2025-07-15T23:30:00Z,36.00,66.00
2025-07-15T23:31:00Z,36.00,66.00
2025-07-15T23:35:00Z,36.00,66.00
2025-07-15T23:40:00Z,35.00,66.00
2025-07-15T23:44:00Z,35.67,66.00
2025-07-15T23:51:00Z,36.00,66.00
2025-07-16T00:04:00Z,36.00,66.00
2025-07-16T00:14:00Z,36.00,66.00
2025-07-16T00:16:00Z,36.24,66.00
2025-07-16T00:23:00Z,36.24,65.00
2025-07-16T00:27:00Z,36.00,65.00
2025-07-16T00:28:00Z,36.00,65.00
2025-07-16T00:29:00Z,36.00,65.00
2025-07-16T00:30:00Z,37.54,65.00
2025-07-16T00:32:00Z,38.00,62.00
2025-07-16T00:34:00Z,38.00,62.00
2025-07-16T00:37:00Z,38.00,62.00
2025-07-16T00:40:00Z,38.50,62.00
2025-07-16T00:41:00Z,38.00,63.00
2025-07-16T00:42:00Z,38.00,63.00
2025-07-16T00:45:00Z,39.44,62.00
2025-07-16T00:48:00Z,38.00,62.00
2025-07-16T00:50:00Z,38.00,62.00
2025-07-16T00:52:00Z,39.36,62.00
2025-07-16T00:53:00Z,40.34,62.00
2025-07-16T00:55:00Z,40.00,61.00
2025-07-16T00:57:00Z,40.00,61.00
2025-07-16T00:58:00Z,40.00,61.00
2025-07-16T01:01:00Z,40.00,61.00
2025-07-16T01:02:00Z,40.00,61.00
2025-07-16T01:06:00Z,40.00,61.00
2025-07-16T01:07:00Z,40.00,61.00
2025-07-16T01:09:00Z,40.00,61.00
2025-07-16T01:11:00Z,45.36,56.00
2025-07-16T01:12:00Z,45.36,65.00
2025-07-16T01:13:00Z,45.36,56.67
2025-07-16T01:14:00Z,42.00,58.00
2025-07-16T01:15:00Z,37.62,58.00
2025-07-16T01:16:00Z,41.00,58.00
2025-07-16T01:17:00Z,46.91,58.00
2025-07-16T01:18:00Z,52.11,56.00
2025-07-16T01:19:00Z,52.29,56.00
2025-07-16T01:20:00Z,48.82,53.00
2025-07-16T01:21:00Z,48.82,53.45
2025-07-16T01:22:00Z,48.82,57.00
2025-07-16T01:23:00Z,48.82,62.47
2025-07-16T01:24:00Z,33.00,72.93
2025-07-16T01:25:00Z,33.44,67.37
2025-07-16T01:26:00Z,33.44,69.00
2025-07-16T01:27:00Z,27.00,72.98
2025-07-16T01:31:00Z,26.88,76.00
2025-07-16T01:32:00Z,26.88,74.00
2025-07-16T01:35:00Z,23.00,76.94
2025-07-16T01:36:00Z,23.00,76.88
2025-07-16T01:37:00Z,23.00,79.23
2025-07-16T01:38:00Z,23.00,78.00
2025-07-16T01:39:00Z,24.00,76.08
2025-07-16T01:41:00Z,25.04,76.08
2025-07-16T01:42:00Z,20.26,80.00
2025-07-16T01:43:00Z,20.00,80.87
2025-07-16T01:44:00Z,20.00,83.90
2025-07-16T01:45:00Z,20.04,83.90
2025-07-16T01:48:00Z,20.04,80.00
2025-07-16T01:49:00Z,20.04,79.00
2025-07-16T01:50:00Z,20.04,80.00
2025-07-16T01:51:00Z,31.00,75.80
2025-07-16T01:52:00Z,31.00,78.98
2025-07-16T01:53:00Z,31.00,78.00
2025-07-16T01:54:00Z,20.00,80.00
2025-07-16T01:55:00Z,18.00,81.00
2025-07-16T01:56:00Z,22.00,78.00
2025-07-16T01:58:00Z,22.00,78.00
2025-07-16T01:59:00Z,22.00,79.00
2025-07-16T02:01:00Z,21.00,79.00
2025-07-16T02:02:00Z,21.00,79.36
2025-07-16T02:03:00Z,23.00,79.36
2025-07-16T02:04:00Z,26.17,76.00
2025-07-16T02:05:00Z,27.00,74.84
2025-07-16T02:06:00Z,27.00,78.00
2025-07-16T02:07:00Z,23.00,78.00
2025-07-16T02:08:00Z,25.00,75.00
2025-07-16T02:09:00Z,25.00,80.00
2025-07-16T02:10:00Z,21.75,78.72
2025-07-16T02:12:00Z,21.00,80.81
2025-07-16T02:13:00Z,17.00,80.81
2025-07-16T02:14:00Z,14.00,86.34
2025-07-16T02:15:00Z,19.00,86.34
2025-07-16T02:17:00Z,18.90,84.05
2025-07-16T02:18:00Z,25.00,84.05
2025-07-16T02:19:00Z,25.00,84.05
2025-07-16T02:20:00Z,25.00,84.05
2025-07-16T02:21:00Z,25.00,84.05
2025-07-16T02:22:00Z,25.00,79.00
2025-07-16T02:23:00Z,18.00,79.00
2025-07-16T02:24:00Z,22.43,79.00
2025-07-16T02:25:00Z,20.00,81.00
2025-07-16T02:26:00Z,20.00,82.99
2025-07-16T02:27:00Z,21.94,75.00
2025-07-16T02:28:00Z,25.00,76.21
2025-07-16T02:29:00Z,23.00,76.21
2025-07-16T02:30:00Z,23.00,79.01
2025-07-16T02:31:00Z,23.00,79.12
2025-07-16T02:32:00Z,23.63,77.00
2025-07-16T02:33:00Z,27.99,73.21
2025-07-16T02:34:00Z,37.47,60.87
2025-07-16T02:35:00Z,52.43,60.87
2025-07-16T02:36:00Z,49.00,56.00
2025-07-16T02:37:00Z,48.58,55.28
2025-07-16T02:38:00Z,46.37,54.22
2025-07-16T02:39:00Z,40.46,58.22
2025-07-16T02:40:00Z,53.00,48.95
2025-07-16T02:41:00Z,55.72,45.89
2025-07-16T02:42:00Z,56.32,45.97
2025-07-16T02:43:00Z,60.41,42.10
2025-07-16T02:44:00Z,66.00,34.57
2025-07-16T02:45:00Z,71.93,27.26
2025-07-16T02:46:00Z,80.10,19.34
2025-07-16T02:47:00Z,82.20,17.41
2025-07-16T02:48:00Z,84.93,14.24
2025-07-16T02:49:00Z,86.50,14.28
2025-07-16T02:50:00Z,88.56,9.00
2025-07-16T02:51:00Z,85.05,10.04
2025-07-16T02:52:00Z,93.91,10.35
2025-07-16T02:53:00Z,98.08,2.00
2025-07-16T02:54:00Z,98.00,2.00
2025-07-16T02:55:00Z,99.00,1.00
2025-07-16T02:56:00Z,99.00,1.00
2025-07-16T02:57:00Z,99.00,1.00
2025-07-16T02:58:00Z,99.00,1.00
2025-07-16T02:59:00Z,99.00,1.00
2025-07-16T03:00:00Z,99.00,1.00
2025-07-16T03:01:00Z,99.00,1.00
2025-07-16T03:02:00Z,99.00,1.00
2025-07-16T03:03:00Z,99.00,1.00
2025-07-16T03:04:00Z,99.00,1.00
2025-07-16T03:05:00Z,99.00,1.00
2025-07-16T03:06:00Z,98.98,1.00
2025-07-16T03:07:00Z,98.98,1.00
2025-07-16T03:09:00Z,98.00,1.00
