# event_ticker=KXATPCHALLENGERMATCH-26MAR30WENBOU
# final_score=7-5 7-5
# score_resolution=5-7 5-7
# match_winner=Harry Wendelken
# fav_player=Justin Boulais
# dog_player=Harry Wendelken
# kalshi_date=2026-03-30
timestamp,Justin Boulais,Harry Wendelken
2026-03-31T04:50:00Z,51.88,48.08
2026-03-31T04:51:00Z,56.34,51.15
2026-03-31T04:52:00Z,54.72,43.30
2026-03-31T04:53:00Z,57.41,49.77
2026-03-31T04:54:00Z,59.63,45.41
2026-03-31T04:55:00Z,58.23,46.72
2026-03-31T04:56:00Z,56.74,48.47
2026-03-31T04:57:00Z,56.14,46.31
2026-03-31T04:58:00Z,61.23,42.87
2026-03-31T04:59:00Z,60.11,42.12
2026-03-31T05:00:00Z,64.24,40.75
2026-03-31T05:01:00Z,53.46,47.63
2026-03-31T05:02:00Z,51.33,49.50
2026-03-31T05:03:00Z,50.65,55.15
2026-03-31T05:04:00Z,44.28,54.91
2026-03-31T05:05:00Z,52.21,52.22
2026-03-31T05:06:00Z,51.56,51.09
2026-03-31T05:07:00Z,51.05,51.83
2026-03-31T05:08:00Z,49.41,54.90
2026-03-31T05:09:00Z,46.49,63.05
2026-03-31T05:10:00Z,33.60,65.27
2026-03-31T05:11:00Z,34.96,67.86
2026-03-31T05:12:00Z,31.05,67.42
2026-03-31T05:13:00Z,35.10,66.06
2026-03-31T05:14:00Z,30.99,69.45
2026-03-31T05:15:00Z,40.65,62.63
2026-03-31T05:16:00Z,52.41,51.72
2026-03-31T05:17:00Z,55.71,47.01
2026-03-31T05:18:00Z,52.86,46.82
2026-03-31T05:19:00Z,43.96,57.31
2026-03-31T05:20:00Z,38.90,60.51
2026-03-31T05:21:00Z,33.42,67.78
2026-03-31T05:22:00Z,27.74,71.13
2026-03-31T05:23:00Z,37.66,66.54
2026-03-31T05:24:00Z,37.64,67.95
2026-03-31T05:25:00Z,27.92,73.75
2026-03-31T05:26:00Z,26.77,72.76
2026-03-31T05:27:00Z,27.86,72.89
2026-03-31T05:28:00Z,31.45,70.66
2026-03-31T05:29:00Z,25.46,75.82
2026-03-31T05:30:00Z,18.21,84.38
2026-03-31T05:31:00Z,11.39,86.19
2026-03-31T05:32:00Z,12.52,87.89
2026-03-31T05:33:00Z,13.11,86.43
2026-03-31T05:34:00Z,15.33,88.97
2026-03-31T05:35:00Z,11.46,87.55
2026-03-31T05:36:00Z,15.51,86.04
2026-03-31T05:37:00Z,21.41,78.17
2026-03-31T05:38:00Z,19.96,78.26
2026-03-31T05:39:00Z,18.34,81.48
2026-03-31T05:40:00Z,16.89,80.73
2026-03-31T05:41:00Z,22.27,77.02
2026-03-31T05:42:00Z,23.23,79.45
2026-03-31T05:43:00Z,26.54,73.86
2026-03-31T05:44:00Z,23.77,76.24
2026-03-31T05:45:00Z,28.36,72.57
2026-03-31T05:46:00Z,25.41,73.78
2026-03-31T05:47:00Z,25.95,74.47
2026-03-31T05:48:00Z,29.55,72.05
2026-03-31T05:49:00Z,28.46,73.30
2026-03-31T05:50:00Z,33.51,66.77
2026-03-31T05:51:00Z,39.90,60.33
2026-03-31T05:52:00Z,41.07,60.53
2026-03-31T05:53:00Z,39.67,60.84
2026-03-31T05:54:00Z,39.20,60.49
2026-03-31T05:55:00Z,38.81,60.87
2026-03-31T05:56:00Z,34.30,65.74
2026-03-31T05:57:00Z,32.57,69.62
2026-03-31T05:58:00Z,28.82,71.38
2026-03-31T05:59:00Z,29.93,70.66
2026-03-31T06:00:00Z,26.22,73.48
2026-03-31T06:01:00Z,27.52,73.05
2026-03-31T06:02:00Z,26.62,73.25
2026-03-31T06:03:00Z,20.93,77.88
2026-03-31T06:04:00Z,15.70,84.08
2026-03-31T06:05:00Z,14.03,86.45
2026-03-31T06:06:00Z,15.88,83.92
2026-03-31T06:07:00Z,17.29,85.95
2026-03-31T06:08:00Z,15.25,85.43
2026-03-31T06:09:00Z,13.14,88.03
2026-03-31T06:10:00Z,11.10,89.17
2026-03-31T06:11:00Z,9.73,90.69
2026-03-31T06:12:00Z,7.02,91.94
2026-03-31T06:13:00Z,5.90,95.07
2026-03-31T06:14:00Z,10.79,92.77
2026-03-31T06:15:00Z,11.48,90.80
2026-03-31T06:16:00Z,12.68,88.86
2026-03-31T06:17:00Z,10.01,91.51
2026-03-31T06:18:00Z,5.68,96.04
2026-03-31T06:19:00Z,11.31,88.95
2026-03-31T06:20:00Z,10.71,90.58
2026-03-31T06:21:00Z,10.91,88.60
2026-03-31T06:22:00Z,11.70,89.03
2026-03-31T06:23:00Z,14.63,88.64
2026-03-31T06:24:00Z,13.93,85.28
2026-03-31T06:25:00Z,17.12,84.20
2026-03-31T06:26:00Z,14.33,87.36
2026-03-31T06:27:00Z,12.12,88.58
2026-03-31T06:28:00Z,10.52,90.04
2026-03-31T06:29:00Z,9.83,91.01
2026-03-31T06:30:00Z,9.11,91.62
2026-03-31T06:31:00Z,12.03,89.95
2026-03-31T06:32:00Z,6.30,93.36
2026-03-31T06:33:00Z,8.88,91.65
2026-03-31T06:34:00Z,13.64,87.17
2026-03-31T06:35:00Z,14.83,85.01
2026-03-31T06:36:00Z,16.61,88.43
2026-03-31T06:37:00Z,10.41,91.72
2026-03-31T06:38:00Z,9.29,92.66
2026-03-31T06:39:00Z,9.38,90.82
2026-03-31T06:40:00Z,9.08,92.31
2026-03-31T06:41:00Z,1.97,98.24
2026-03-31T06:42:00Z,2.13,97.87
2026-03-31T06:43:00Z,1.00,99.00
2026-03-31T06:44:00Z,1.00,99.00
2026-03-31T06:45:00Z,1.00,99.00
2026-03-31T06:46:00Z,1.00,99.00
2026-03-31T06:47:00Z,1.00,99.00
