# event_ticker=KXATPCHALLENGERMATCH-26MAR03DIASAI
# final_score=6-3 7-6(5)
# score_resolution=6-3 7-6
# match_winner=Facundo Diaz Acosta
# fav_player=Facundo Diaz Acosta
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-03-03
timestamp,Facundo Diaz Acosta,Nikolas Sanchez Izquierdo
2026-03-03T20:52:00Z,77.91,22.95
2026-03-03T20:53:00Z,70.91,27.69
2026-03-03T20:54:00Z,71.30,26.78
2026-03-03T20:55:00Z,69.12,28.56
2026-03-03T20:56:00Z,71.43,28.77
2026-03-03T20:57:00Z,74.25,25.13
2026-03-03T20:58:00Z,71.23,28.19
2026-03-03T20:59:00Z,70.15,28.08
2026-03-03T21:00:00Z,75.20,24.98
2026-03-03T21:01:00Z,70.97,28.29
2026-03-03T21:02:00Z,68.88,32.22
2026-03-03T21:03:00Z,73.76,25.10
2026-03-03T21:04:00Z,78.46,18.11
2026-03-03T21:05:00Z,78.46,23.29
2026-03-03T21:06:00Z,83.92,19.49
2026-03-03T21:07:00Z,86.12,14.83
2026-03-03T21:08:00Z,88.82,11.70
2026-03-03T21:09:00Z,90.00,10.51
2026-03-03T21:10:00Z,89.85,10.54
2026-03-03T21:11:00Z,90.00,10.08
2026-03-03T21:12:00Z,90.00,10.67
2026-03-03T21:13:00Z,90.00,11.00
2026-03-03T21:14:00Z,90.00,10.96
2026-03-03T21:15:00Z,90.00,11.00
2026-03-03T21:16:00Z,91.87,9.66
2026-03-03T21:17:00Z,94.13,5.18
2026-03-03T21:18:00Z,94.30,6.00
2026-03-03T21:19:00Z,95.73,4.15
2026-03-03T21:20:00Z,95.17,5.15
2026-03-03T21:21:00Z,96.98,3.30
2026-03-03T21:22:00Z,98.00,2.00
2026-03-03T21:23:00Z,98.00,2.17
2026-03-03T21:24:00Z,96.23,3.15
2026-03-03T21:25:00Z,96.05,2.38
2026-03-03T21:26:00Z,97.75,2.98
2026-03-03T21:27:00Z,97.75,3.00
2026-03-03T21:28:00Z,97.42,2.99
2026-03-03T21:29:00Z,97.37,3.00
2026-03-03T21:30:00Z,97.79,3.09
2026-03-03T21:31:00Z,98.00,4.00
2026-03-03T21:32:00Z,96.03,4.00
2026-03-03T21:33:00Z,96.00,4.11
2026-03-03T21:34:00Z,96.68,5.00
2026-03-03T21:35:00Z,97.00,3.75
2026-03-03T21:36:00Z,95.27,3.00
2026-03-03T21:37:00Z,95.27,4.00
2026-03-03T21:38:00Z,97.00,2.92
2026-03-03T21:39:00Z,96.03,4.00
2026-03-03T21:40:00Z,96.00,4.27
2026-03-03T21:41:00Z,95.00,3.15
2026-03-03T21:42:00Z,96.00,4.90
2026-03-03T21:43:00Z,96.00,3.05
2026-03-03T21:44:00Z,96.81,4.04
2026-03-03T21:45:00Z,96.00,4.16
2026-03-03T21:46:00Z,95.19,4.44
2026-03-03T21:47:00Z,95.89,6.08
2026-03-03T21:48:00Z,96.20,4.12
2026-03-03T21:49:00Z,95.12,5.53
2026-03-03T21:50:00Z,94.82,6.72
2026-03-03T21:51:00Z,92.00,7.95
2026-03-03T21:52:00Z,94.50,6.00
2026-03-03T21:53:00Z,94.80,6.00
2026-03-03T21:54:00Z,94.80,5.10
2026-03-03T21:55:00Z,94.80,6.59
2026-03-03T21:56:00Z,94.90,6.00
2026-03-03T21:57:00Z,94.00,7.00
2026-03-03T21:58:00Z,94.00,6.60
2026-03-03T21:59:00Z,96.00,3.26
2026-03-03T22:00:00Z,96.44,3.50
2026-03-03T22:01:00Z,96.00,4.00
2026-03-03T22:02:00Z,97.00,4.57
2026-03-03T22:03:00Z,96.41,4.65
2026-03-03T22:04:00Z,97.85,3.83
2026-03-03T22:05:00Z,98.95,1.33
2026-03-03T22:06:00Z,99.00,1.07
2026-03-03T22:07:00Z,99.00,1.17
2026-03-03T22:08:00Z,99.00,1.24
2026-03-03T22:09:00Z,99.00,2.00
2026-03-03T22:10:00Z,99.00,2.00
2026-03-03T22:11:00Z,98.86,2.00
2026-03-03T22:12:00Z,97.57,3.35
2026-03-03T22:13:00Z,97.99,4.74
2026-03-03T22:14:00Z,94.84,5.68
2026-03-03T22:15:00Z,95.00,5.03
2026-03-03T22:16:00Z,96.98,5.14
2026-03-03T22:17:00Z,95.09,4.82
2026-03-03T22:18:00Z,97.41,5.56
2026-03-03T22:19:00Z,97.30,3.26
2026-03-03T22:20:00Z,93.20,6.13
2026-03-03T22:21:00Z,90.11,12.33
2026-03-03T22:22:00Z,91.58,11.34
2026-03-03T22:23:00Z,94.03,8.94
2026-03-03T22:24:00Z,93.26,10.45
2026-03-03T22:25:00Z,80.20,17.63
2026-03-03T22:26:00Z,81.20,20.03
2026-03-03T22:27:00Z,75.29,26.21
2026-03-03T22:28:00Z,72.82,28.37
2026-03-03T22:29:00Z,75.20,25.63
2026-03-03T22:30:00Z,73.57,28.65
2026-03-03T22:31:00Z,71.79,30.78
2026-03-03T22:32:00Z,77.52,24.46
2026-03-03T22:33:00Z,73.37,27.69
2026-03-03T22:34:00Z,78.62,23.85
2026-03-03T22:35:00Z,79.72,22.09
2026-03-03T22:36:00Z,86.01,13.06
2026-03-03T22:37:00Z,94.14,8.05
2026-03-03T22:38:00Z,93.90,9.67
2026-03-03T22:39:00Z,89.01,11.55
2026-03-03T22:40:00Z,83.73,18.38
2026-03-03T22:41:00Z,82.87,18.18
2026-03-03T22:42:00Z,87.49,15.07
2026-03-03T22:43:00Z,84.73,18.70
2026-03-03T22:44:00Z,92.15,11.87
2026-03-03T22:45:00Z,85.68,18.08
2026-03-03T22:46:00Z,90.71,7.73
2026-03-03T22:47:00Z,99.00,1.00
2026-03-03T22:48:00Z,99.00,1.00
2026-03-03T22:49:00Z,99.00,1.00
2026-03-03T22:50:00Z,99.00,1.00
2026-03-03T22:51:00Z,99.00,1.00
2026-03-03T22:52:00Z,99.00,1.00
