# event_ticker=KXATPCHALLENGERMATCH-26MAR10BONBOL
# final_score=3-6 6-3 7-6(4)
# score_resolution=3-6 6-3 7-6
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Alex Bolt
# kalshi_date=2026-03-10
timestamp,Benjamin Bonzi,Alex Bolt
2026-03-10T20:51:00Z,65.02,35.00
2026-03-10T20:52:00Z,65.94,36.00
2026-03-10T20:53:00Z,64.11,36.08
2026-03-10T20:54:00Z,61.43,39.00
2026-03-10T20:55:00Z,64.00,37.89
2026-03-10T20:56:00Z,65.00,35.00
2026-03-10T20:57:00Z,66.00,34.00
2026-03-10T20:58:00Z,65.99,35.33
2026-03-10T20:59:00Z,63.00,35.33
2026-03-10T21:00:00Z,57.00,38.11
2026-03-10T21:01:00Z,63.24,38.00
2026-03-10T21:02:00Z,65.90,35.80
2026-03-10T21:03:00Z,64.02,36.00
2026-03-10T21:04:00Z,61.00,39.38
2026-03-10T21:05:00Z,59.00,41.91
2026-03-10T21:06:00Z,58.00,43.95
2026-03-10T21:07:00Z,61.12,41.98
2026-03-10T21:08:00Z,64.24,35.18
2026-03-10T21:09:00Z,66.00,33.03
2026-03-10T21:10:00Z,73.20,31.52
2026-03-10T21:12:00Z,66.28,42.41
2026-03-10T21:13:00Z,60.00,42.00
2026-03-10T21:14:00Z,60.00,40.22
2026-03-10T21:15:00Z,64.80,38.46
2026-03-10T21:16:00Z,66.00,36.72
2026-03-10T21:17:00Z,66.00,38.03
2026-03-10T21:18:00Z,66.00,40.65
2026-03-10T21:19:00Z,58.44,41.08
2026-03-10T21:20:00Z,63.00,41.08
2026-03-10T21:21:00Z,63.00,39.00
2026-03-10T21:22:00Z,68.52,37.93
2026-03-10T21:23:00Z,67.27,32.14
2026-03-10T21:24:00Z,65.46,36.83
2026-03-10T21:25:00Z,56.99,43.09
2026-03-10T21:26:00Z,57.83,44.00
2026-03-10T21:27:00Z,61.71,37.46
2026-03-10T21:28:00Z,61.05,39.13
2026-03-10T21:29:00Z,54.93,46.97
2026-03-10T21:30:00Z,54.70,46.07
2026-03-10T21:31:00Z,46.70,56.15
2026-03-10T21:32:00Z,56.45,49.95
2026-03-10T21:33:00Z,52.42,49.59
2026-03-10T21:34:00Z,57.19,47.30
2026-03-10T21:35:00Z,54.50,47.77
2026-03-10T21:36:00Z,33.59,57.16
2026-03-10T21:37:00Z,51.06,52.59
2026-03-10T21:38:00Z,57.93,43.78
2026-03-10T21:39:00Z,52.33,49.84
2026-03-10T21:40:00Z,53.15,50.28
2026-03-10T21:41:00Z,50.45,50.81
2026-03-10T21:42:00Z,51.00,50.29
2026-03-10T21:43:00Z,49.01,50.47
2026-03-10T21:44:00Z,57.07,41.55
2026-03-10T21:45:00Z,71.23,39.14
2026-03-10T21:46:00Z,71.62,30.44
2026-03-10T21:47:00Z,63.80,34.98
2026-03-10T21:48:00Z,81.67,19.31
2026-03-10T21:49:00Z,96.07,4.05
2026-03-10T21:50:00Z,90.81,5.37
2026-03-10T21:51:00Z,91.51,12.34
2026-03-10T21:52:00Z,82.11,19.38
2026-03-10T21:53:00Z,94.17,2.95
2026-03-10T21:54:00Z,99.00,1.00
2026-03-10T21:55:00Z,99.00,1.00
2026-03-10T21:57:00Z,99.00,1.00
2026-03-10T21:58:00Z,99.00,1.00
2026-03-10T21:59:00Z,99.00,1.00
2026-03-10T22:01:00Z,99.00,1.00
