# event_ticker=KXATPMATCH-25OCT20DARNAK
# final_score=6-2 7-5
# match_winner=Brandon Nakashima
# fav_player=Brandon Nakashima
# dog_player=Luciano Darderi
# kalshi_date=2025-10-20
timestamp,Brandon Nakashima,Luciano Darderi
2025-10-20T10:04:00Z,73.00,29.00
2025-10-20T10:10:00Z,71.00,29.00
2025-10-20T10:22:00Z,73.00,29.00
2025-10-20T10:23:00Z,73.00,29.00
2025-10-20T10:25:00Z,73.00,29.00
2025-10-20T10:26:00Z,73.00,29.00
2025-10-20T10:29:00Z,73.00,29.00
2025-10-20T10:30:00Z,73.00,29.00
2025-10-20T10:33:00Z,73.00,29.00
2025-10-20T10:36:00Z,73.00,29.00
2025-10-20T10:39:00Z,72.95,29.00
2025-10-20T10:42:00Z,72.95,27.00
2025-10-20T10:44:00Z,71.00,29.00
2025-10-20T10:48:00Z,72.52,29.00
2025-10-20T10:49:00Z,73.00,29.00
2025-10-20T10:50:00Z,73.00,29.00
2025-10-20T10:54:00Z,72.00,29.00
2025-10-20T10:57:00Z,72.00,29.00
2025-10-20T10:58:00Z,72.00,29.00
2025-10-20T11:00:00Z,72.00,29.00
2025-10-20T11:05:00Z,72.00,29.00
2025-10-20T11:10:00Z,72.56,29.00
2025-10-20T11:11:00Z,73.00,29.00
2025-10-20T11:13:00Z,72.00,29.00
2025-10-20T11:14:00Z,72.00,29.00
2025-10-20T11:15:00Z,72.72,29.00
2025-10-20T11:17:00Z,73.00,29.00
2025-10-20T11:20:00Z,73.00,29.00
2025-10-20T11:21:00Z,73.00,29.00
2025-10-20T11:22:00Z,73.00,29.00
2025-10-20T11:24:00Z,73.00,29.00
2025-10-20T11:26:00Z,72.36,29.00
2025-10-20T11:28:00Z,72.00,29.00
2025-10-20T11:29:00Z,72.00,29.00
2025-10-20T11:30:00Z,72.00,29.00
2025-10-20T11:31:00Z,72.00,29.00
2025-10-20T11:32:00Z,73.00,29.00
2025-10-20T11:34:00Z,73.00,29.00
2025-10-20T11:35:00Z,73.00,29.00
2025-10-20T11:37:00Z,73.00,29.00
2025-10-20T11:38:00Z,73.00,29.00
2025-10-20T11:39:00Z,73.00,29.00
2025-10-20T11:40:00Z,73.00,29.00
2025-10-20T11:41:00Z,74.41,29.00
2025-10-20T11:42:00Z,75.08,27.01
2025-10-20T11:43:00Z,74.96,27.05
2025-10-20T11:44:00Z,75.00,27.08
2025-10-20T11:45:00Z,75.00,25.45
2025-10-20T11:46:00Z,75.00,24.63
2025-10-20T11:47:00Z,73.76,27.81
2025-10-20T11:48:00Z,76.30,23.95
2025-10-20T11:49:00Z,83.59,16.59
2025-10-20T11:50:00Z,86.30,15.85
2025-10-20T11:51:00Z,86.00,13.85
2025-10-20T11:52:00Z,89.41,12.00
2025-10-20T11:53:00Z,90.03,12.98
2025-10-20T11:54:00Z,90.00,12.00
2025-10-20T11:55:00Z,90.00,11.95
2025-10-20T11:56:00Z,90.59,10.00
2025-10-20T11:57:00Z,81.18,20.92
2025-10-20T11:58:00Z,97.54,10.00
2025-10-20T11:59:00Z,92.00,9.66
2025-10-20T12:00:00Z,93.51,7.64
2025-10-20T12:01:00Z,96.00,7.81
2025-10-20T12:02:00Z,94.30,6.35
2025-10-20T12:03:00Z,94.30,7.84
2025-10-20T12:04:00Z,90.00,10.55
2025-10-20T12:05:00Z,91.00,11.53
2025-10-20T12:06:00Z,92.00,9.78
2025-10-20T12:07:00Z,92.00,7.00
2025-10-20T12:08:00Z,92.00,8.36
2025-10-20T12:09:00Z,92.56,9.00
2025-10-20T12:10:00Z,92.00,9.00
2025-10-20T12:11:00Z,92.00,6.00
2025-10-20T12:12:00Z,94.00,9.10
2025-10-20T12:13:00Z,94.00,8.14
2025-10-20T12:14:00Z,92.57,7.57
2025-10-20T12:15:00Z,93.00,7.00
2025-10-20T12:16:00Z,92.00,7.00
2025-10-20T12:17:00Z,92.00,7.80
2025-10-20T12:18:00Z,92.51,11.10
2025-10-20T12:19:00Z,94.18,7.98
2025-10-20T12:20:00Z,93.00,8.84
2025-10-20T12:21:00Z,93.00,7.00
2025-10-20T12:22:00Z,94.09,8.75
2025-10-20T12:23:00Z,95.00,6.41
2025-10-20T12:24:00Z,95.31,7.00
2025-10-20T12:25:00Z,92.77,6.37
2025-10-20T12:26:00Z,95.00,6.41
2025-10-20T12:27:00Z,97.18,4.71
2025-10-20T12:28:00Z,94.00,4.71
2025-10-20T12:29:00Z,96.00,4.71
2025-10-20T12:30:00Z,96.00,4.90
2025-10-20T12:31:00Z,96.00,4.00
2025-10-20T12:32:00Z,96.38,7.50
2025-10-20T12:33:00Z,96.38,5.37
2025-10-20T12:34:00Z,94.00,5.37
2025-10-20T12:35:00Z,94.00,5.86
2025-10-20T12:36:00Z,96.00,6.00
2025-10-20T12:37:00Z,96.00,5.42
2025-10-20T12:38:00Z,96.00,6.00
2025-10-20T12:39:00Z,94.00,6.70
2025-10-20T12:40:00Z,96.00,5.94
2025-10-20T12:41:00Z,97.30,5.00
2025-10-20T12:42:00Z,98.00,5.74
2025-10-20T12:43:00Z,96.73,5.76
2025-10-20T12:44:00Z,93.45,6.75
2025-10-20T12:46:00Z,95.00,6.32
2025-10-20T12:47:00Z,95.00,7.00
2025-10-20T12:48:00Z,96.00,5.00
2025-10-20T12:49:00Z,94.00,7.05
2025-10-20T12:50:00Z,93.45,8.40
2025-10-20T12:51:00Z,95.00,8.00
2025-10-20T12:52:00Z,95.00,6.63
2025-10-20T12:53:00Z,95.00,6.06
2025-10-20T12:54:00Z,95.00,6.76
2025-10-20T12:55:00Z,96.00,7.00
2025-10-20T12:56:00Z,96.00,7.18
2025-10-20T12:57:00Z,92.88,9.43
2025-10-20T12:58:00Z,91.00,9.43
2025-10-20T12:59:00Z,90.40,11.41
2025-10-20T13:00:00Z,92.22,9.58
2025-10-20T13:01:00Z,93.01,9.48
2025-10-20T13:02:00Z,93.00,7.34
2025-10-20T13:03:00Z,91.00,8.80
2025-10-20T13:04:00Z,90.06,8.90
2025-10-20T13:05:00Z,94.00,11.13
2025-10-20T13:06:00Z,94.00,12.01
2025-10-20T13:07:00Z,90.24,10.76
2025-10-20T13:08:00Z,90.46,10.06
2025-10-20T13:09:00Z,90.13,9.01
2025-10-20T13:10:00Z,90.82,9.02
2025-10-20T13:11:00Z,90.00,9.00
2025-10-20T13:12:00Z,91.42,8.69
2025-10-20T13:13:00Z,91.21,11.00
2025-10-20T13:14:00Z,97.43,2.92
2025-10-20T13:15:00Z,99.00,2.92
2025-10-20T13:16:00Z,99.00,1.00
