# event_ticker=KXATPMATCH-26JUN12SHESHI
# final_score=4-6 6-3 6-4
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Sho Shimabukuro
# kalshi_date=2026-06-12
timestamp,Ben Shelton,Sho Shimabukuro
2026-06-13T08:16:00Z,54.00,49.00
2026-06-13T08:17:00Z,54.00,49.00
2026-06-13T08:18:00Z,54.00,49.00
2026-06-13T08:20:00Z,53.93,49.14
2026-06-13T08:21:00Z,53.79,49.00
2026-06-13T08:24:00Z,52.00,49.00
2026-06-13T08:25:00Z,52.00,49.00
2026-06-13T08:26:00Z,52.00,49.00
2026-06-13T08:27:00Z,53.00,49.28
2026-06-13T08:28:00Z,52.00,49.28
2026-06-13T08:29:00Z,52.54,49.28
2026-06-13T08:30:00Z,53.00,48.00
2026-06-13T08:31:00Z,53.00,48.00
2026-06-13T08:32:00Z,53.00,49.83
2026-06-13T08:33:00Z,49.17,49.04
2026-06-13T08:37:00Z,52.00,49.04
2026-06-13T08:38:00Z,52.00,49.00
2026-06-13T08:40:00Z,52.00,49.00
2026-06-13T08:41:00Z,52.00,49.00
2026-06-13T08:43:00Z,52.00,49.00
2026-06-13T08:45:00Z,52.00,49.00
2026-06-13T08:47:00Z,52.52,49.00
2026-06-13T08:48:00Z,53.00,49.00
2026-06-13T08:49:00Z,53.00,48.72
2026-06-13T08:50:00Z,53.00,49.00
2026-06-13T08:51:00Z,51.96,49.00
2026-06-13T08:52:00Z,52.00,49.00
2026-06-13T08:53:00Z,52.99,49.00
2026-06-13T08:54:00Z,53.15,49.00
2026-06-13T08:56:00Z,53.15,46.15
2026-06-13T08:57:00Z,53.15,48.00
2026-06-13T08:58:00Z,53.15,49.00
2026-06-13T08:59:00Z,53.49,49.00
2026-06-13T09:01:00Z,53.49,48.00
2026-06-13T09:03:00Z,53.00,48.00
2026-06-13T09:04:00Z,53.00,48.00
2026-06-13T09:05:00Z,52.29,48.00
2026-06-13T09:06:00Z,53.91,47.00
2026-06-13T09:07:00Z,54.00,47.00
2026-06-13T09:08:00Z,54.00,47.00
2026-06-13T09:09:00Z,54.00,46.00
2026-06-13T09:10:00Z,54.00,46.00
2026-06-13T09:11:00Z,54.00,46.00
2026-06-13T09:12:00Z,54.00,46.00
2026-06-13T09:13:00Z,50.00,46.00
2026-06-13T09:14:00Z,50.00,47.00
2026-06-13T09:16:00Z,53.93,47.00
2026-06-13T09:17:00Z,54.00,47.00
2026-06-13T09:18:00Z,54.00,48.00
2026-06-13T09:19:00Z,54.00,48.00
2026-06-13T09:20:00Z,54.00,47.00
2026-06-13T09:21:00Z,54.00,47.00
2026-06-13T09:22:00Z,54.00,47.00
2026-06-13T09:25:00Z,54.00,47.00
2026-06-13T09:26:00Z,53.44,48.00
2026-06-13T09:27:00Z,55.00,48.00
2026-06-13T09:28:00Z,55.00,48.00
2026-06-13T09:29:00Z,55.00,48.00
2026-06-13T09:30:00Z,55.00,46.37
2026-06-13T09:31:00Z,55.00,48.52
2026-06-13T09:32:00Z,51.00,46.00
2026-06-13T09:33:00Z,53.37,49.00
2026-06-13T09:34:00Z,54.00,49.00
2026-06-13T09:35:00Z,54.48,49.00
2026-06-13T09:36:00Z,54.96,48.00
2026-06-13T09:37:00Z,55.00,47.00
2026-06-13T09:38:00Z,52.06,47.00
2026-06-13T09:39:00Z,54.68,47.00
2026-06-13T09:40:00Z,55.00,47.00
2026-06-13T09:41:00Z,55.00,47.00
2026-06-13T09:42:00Z,55.00,47.00
2026-06-13T09:43:00Z,55.00,46.58
2026-06-13T09:44:00Z,53.96,47.80
2026-06-13T09:45:00Z,50.99,48.13
2026-06-13T09:46:00Z,49.23,48.00
2026-06-13T09:47:00Z,47.94,52.17
2026-06-13T09:48:00Z,54.00,52.29
2026-06-13T09:49:00Z,52.00,50.00
2026-06-13T09:50:00Z,52.00,52.00
2026-06-13T09:51:00Z,52.00,50.00
2026-06-13T09:52:00Z,52.00,49.00
2026-06-13T09:53:00Z,51.23,52.84
2026-06-13T09:54:00Z,51.00,53.92
2026-06-13T09:55:00Z,51.00,50.10
2026-06-13T09:56:00Z,51.86,50.00
2026-06-13T09:57:00Z,51.69,50.00
2026-06-13T09:58:00Z,51.41,52.89
2026-06-13T09:59:00Z,51.07,52.89
2026-06-13T10:00:00Z,51.85,52.00
2026-06-13T10:01:00Z,52.00,52.00
2026-06-13T10:02:00Z,52.00,52.00
2026-06-13T10:03:00Z,52.00,52.00
2026-06-13T10:04:00Z,52.00,53.90
2026-06-13T10:05:00Z,51.88,50.50
2026-06-13T10:06:00Z,52.00,49.11
2026-06-13T10:07:00Z,53.00,47.00
2026-06-13T10:08:00Z,46.00,50.38
2026-06-13T10:09:00Z,53.00,51.04
2026-06-13T10:10:00Z,53.00,51.18
2026-06-13T10:11:00Z,53.55,45.46
2026-06-13T10:12:00Z,54.01,46.41
2026-06-13T10:13:00Z,53.27,47.99
2026-06-13T10:14:00Z,52.58,49.17
2026-06-13T10:15:00Z,51.86,50.80
2026-06-13T10:16:00Z,49.59,50.85
2026-06-13T10:17:00Z,48.45,52.08
2026-06-13T10:18:00Z,48.88,50.17
2026-06-13T10:19:00Z,51.71,49.10
2026-06-13T10:20:00Z,54.59,48.76
2026-06-13T10:21:00Z,51.80,51.68
2026-06-13T10:22:00Z,51.84,52.27
2026-06-13T10:23:00Z,50.43,51.00
2026-06-13T10:24:00Z,51.05,51.94
2026-06-13T10:25:00Z,51.68,51.20
2026-06-13T10:26:00Z,51.22,52.78
2026-06-13T10:27:00Z,52.00,50.00
2026-06-13T10:28:00Z,51.31,49.55
2026-06-13T10:29:00Z,52.88,49.68
2026-06-13T10:30:00Z,55.10,42.43
2026-06-13T10:31:00Z,53.74,47.12
2026-06-13T10:32:00Z,67.61,35.47
2026-06-13T10:33:00Z,74.06,28.13
2026-06-13T10:34:00Z,75.60,26.62
2026-06-13T10:35:00Z,75.98,25.64
2026-06-13T10:36:00Z,75.00,25.99
2026-06-13T10:37:00Z,74.97,25.87
2026-06-13T10:38:00Z,74.25,26.64
2026-06-13T10:39:00Z,73.78,25.87
2026-06-13T10:40:00Z,75.13,24.09
2026-06-13T10:41:00Z,74.57,25.66
2026-06-13T10:42:00Z,74.20,26.06
2026-06-13T10:43:00Z,73.00,27.61
2026-06-13T10:44:00Z,73.93,27.29
2026-06-13T10:45:00Z,78.39,19.91
2026-06-13T10:46:00Z,72.47,28.77
2026-06-13T10:47:00Z,71.90,30.12
2026-06-13T10:48:00Z,72.00,28.14
2026-06-13T10:49:00Z,72.06,28.03
2026-06-13T10:50:00Z,73.45,27.54
2026-06-13T10:51:00Z,73.11,26.74
2026-06-13T10:52:00Z,70.75,29.91
2026-06-13T10:53:00Z,70.33,28.52
2026-06-13T10:54:00Z,69.06,32.61
2026-06-13T10:55:00Z,71.48,28.49
2026-06-13T10:56:00Z,72.15,28.64
2026-06-13T10:57:00Z,77.13,28.05
2026-06-13T10:58:00Z,82.31,18.30
2026-06-13T10:59:00Z,87.11,14.56
2026-06-13T11:00:00Z,78.00,19.28
2026-06-13T11:01:00Z,75.01,26.10
2026-06-13T11:02:00Z,69.93,31.00
2026-06-13T11:03:00Z,69.93,30.71
2026-06-13T11:04:00Z,73.12,26.96
2026-06-13T11:05:00Z,73.59,26.96
2026-06-13T11:06:00Z,73.80,28.72
2026-06-13T11:07:00Z,69.31,32.54
2026-06-13T11:08:00Z,68.63,32.60
2026-06-13T11:09:00Z,68.94,32.44
2026-06-13T11:10:00Z,68.52,32.16
2026-06-13T11:11:00Z,71.40,29.25
2026-06-13T11:12:00Z,71.64,30.02
2026-06-13T11:13:00Z,76.71,19.99
2026-06-13T11:14:00Z,96.07,6.56
2026-06-13T11:15:00Z,97.27,4.07
2026-06-13T11:16:00Z,97.85,2.89
2026-06-13T11:17:00Z,98.60,1.39
2026-06-13T11:18:00Z,99.00,1.07
2026-06-13T11:19:00Z,99.00,1.00
2026-06-13T11:20:00Z,99.00,1.00
2026-06-13T11:21:00Z,99.00,1.00
2026-06-13T11:22:00Z,99.00,1.00
