# event_ticker=KXATPCHALLENGERMATCH-26APR16GADVIT
# final_score=6-4 6-2
# match_winner=Buvaysar Gadamauri
# fav_player=Buvaysar Gadamauri
# dog_player=Leo Vithoontien
# kalshi_date=2026-04-16
timestamp,Buvaysar Gadamauri,Leo Vithoontien
2026-04-16T04:45:00Z,88.00,14.00
2026-04-16T04:46:00Z,88.00,14.00
2026-04-16T04:50:00Z,88.00,14.00
2026-04-16T04:51:00Z,88.00,14.00
2026-04-16T04:52:00Z,88.00,14.00
2026-04-16T04:56:00Z,88.00,14.00
2026-04-16T04:58:00Z,88.00,14.00
2026-04-16T04:59:00Z,88.00,14.00
2026-04-16T05:00:00Z,88.00,14.00
2026-04-16T05:01:00Z,88.00,14.90
2026-04-16T05:03:00Z,88.00,14.90
2026-04-16T05:05:00Z,88.00,14.00
2026-04-16T05:06:00Z,88.00,14.00
2026-04-16T05:07:00Z,88.00,14.00
2026-04-16T05:08:00Z,88.00,14.00
2026-04-16T05:10:00Z,88.00,14.00
2026-04-16T05:11:00Z,88.00,14.00
2026-04-16T05:12:00Z,88.00,14.00
2026-04-16T05:13:00Z,88.00,14.00
2026-04-16T05:15:00Z,87.17,14.75
2026-04-16T05:16:00Z,87.17,14.00
2026-04-16T05:18:00Z,87.00,14.00
2026-04-16T05:19:00Z,87.00,15.00
2026-04-16T05:20:00Z,87.00,15.00
2026-04-16T05:22:00Z,87.00,15.00
2026-04-16T05:24:00Z,87.00,15.00
2026-04-16T05:25:00Z,87.00,15.00
2026-04-16T05:27:00Z,87.00,15.00
2026-04-16T05:28:00Z,87.00,15.78
2026-04-16T05:29:00Z,86.00,15.00
2026-04-16T05:31:00Z,86.00,15.26
2026-04-16T05:32:00Z,86.00,16.00
2026-04-16T05:33:00Z,87.00,16.00
2026-04-16T05:34:00Z,87.00,13.51
2026-04-16T05:35:00Z,87.00,14.22
2026-04-16T05:36:00Z,87.00,14.00
2026-04-16T05:39:00Z,87.00,14.00
2026-04-16T05:40:00Z,87.00,14.00
2026-04-16T05:41:00Z,86.00,14.00
2026-04-16T05:42:00Z,86.00,14.00
2026-04-16T05:43:00Z,86.00,15.00
2026-04-16T05:44:00Z,86.00,14.00
2026-04-16T05:45:00Z,86.00,14.83
2026-04-16T05:46:00Z,86.00,14.60
2026-04-16T05:47:00Z,87.00,14.60
2026-04-16T05:48:00Z,87.00,14.00
2026-04-16T05:50:00Z,86.00,16.46
2026-04-16T05:51:00Z,86.00,15.45
2026-04-16T05:52:00Z,87.00,14.43
2026-04-16T05:53:00Z,86.00,15.00
2026-04-16T05:54:00Z,86.00,16.57
2026-04-16T05:55:00Z,86.00,15.00
2026-04-16T05:56:00Z,86.00,15.00
2026-04-16T05:57:00Z,86.00,15.00
2026-04-16T05:58:00Z,86.00,15.00
2026-04-16T06:00:00Z,86.00,15.00
2026-04-16T06:02:00Z,87.00,15.00
2026-04-16T06:04:00Z,87.00,15.42
2026-04-16T06:05:00Z,87.00,15.94
2026-04-16T06:06:00Z,87.00,16.00
2026-04-16T06:07:00Z,85.00,16.00
2026-04-16T06:08:00Z,86.00,15.65
2026-04-16T06:09:00Z,86.00,15.27
2026-04-16T06:10:00Z,86.00,15.00
2026-04-16T06:11:00Z,86.00,15.00
2026-04-16T06:13:00Z,86.00,15.00
2026-04-16T06:15:00Z,86.00,16.00
2026-04-16T06:16:00Z,86.00,16.00
2026-04-16T06:17:00Z,86.00,13.00
2026-04-16T06:18:00Z,86.00,16.52
2026-04-16T06:20:00Z,86.00,15.47
2026-04-16T06:21:00Z,86.00,11.72
2026-04-16T06:22:00Z,86.00,15.00
2026-04-16T06:23:00Z,86.00,15.00
2026-04-16T06:24:00Z,86.00,15.00
2026-04-16T06:25:00Z,86.00,14.96
2026-04-16T06:26:00Z,85.02,16.86
2026-04-16T06:27:00Z,86.00,16.00
2026-04-16T06:28:00Z,86.00,15.63
2026-04-16T06:29:00Z,86.00,16.09
2026-04-16T06:30:00Z,86.00,15.94
2026-04-16T06:31:00Z,85.89,17.46
2026-04-16T06:32:00Z,84.46,18.93
2026-04-16T06:33:00Z,84.11,18.45
2026-04-16T06:34:00Z,80.20,20.53
2026-04-16T06:35:00Z,84.87,16.84
2026-04-16T06:36:00Z,87.31,19.77
2026-04-16T06:37:00Z,86.45,22.11
2026-04-16T06:38:00Z,83.61,18.66
2026-04-16T06:39:00Z,84.48,17.10
2026-04-16T06:40:00Z,85.23,15.36
2026-04-16T06:41:00Z,86.33,16.05
2026-04-16T06:42:00Z,86.34,14.10
2026-04-16T06:43:00Z,84.03,18.60
2026-04-16T06:44:00Z,85.45,16.78
2026-04-16T06:45:00Z,88.43,16.32
2026-04-16T06:46:00Z,84.48,17.73
2026-04-16T06:47:00Z,84.82,17.68
2026-04-16T06:48:00Z,85.57,17.09
2026-04-16T06:49:00Z,85.40,16.51
2026-04-16T06:50:00Z,88.92,11.50
2026-04-16T06:51:00Z,85.17,13.24
2026-04-16T06:52:00Z,86.37,14.82
2026-04-16T06:53:00Z,87.47,14.28
2026-04-16T06:54:00Z,88.60,14.27
2026-04-16T06:55:00Z,88.22,14.45
2026-04-16T06:56:00Z,91.88,9.05
2026-04-16T06:57:00Z,90.19,11.95
2026-04-16T06:58:00Z,90.63,10.40
2026-04-16T06:59:00Z,90.99,11.26
2026-04-16T07:00:00Z,90.98,13.03
2026-04-16T09:01:00Z,94.21,3.31
2026-04-16T09:02:00Z,99.00,3.31
