# event_ticker=KXATPMATCH-26FEB08CORBER
# final_score=7-5 7-5
# score_resolution=5-7 5-7
# match_winner=Matteo Berrettini
# fav_player=Federico Coria
# dog_player=Matteo Berrettini
# kalshi_date=2026-02-08
timestamp,Federico Coria,Matteo Berrettini
2026-02-10T23:22:00Z,2.00,97.03
2026-02-10T23:23:00Z,3.48,97.02
2026-02-10T23:24:00Z,4.62,96.13
2026-02-10T23:25:00Z,6.56,96.62
2026-02-10T23:26:00Z,12.75,90.49
2026-02-10T23:27:00Z,14.62,84.18
2026-02-10T23:28:00Z,16.85,84.49
2026-02-10T23:29:00Z,16.33,88.66
2026-02-10T23:30:00Z,10.50,93.96
2026-02-10T23:31:00Z,11.11,87.35
2026-02-10T23:32:00Z,14.88,89.03
2026-02-10T23:33:00Z,15.41,91.16
2026-02-10T23:34:00Z,12.06,89.51
2026-02-10T23:35:00Z,8.33,95.19
2026-02-10T23:36:00Z,7.32,94.25
2026-02-10T23:37:00Z,6.64,96.29
2026-02-10T23:38:00Z,9.22,91.56
2026-02-10T23:39:00Z,11.14,89.79
2026-02-10T23:40:00Z,10.18,91.49
2026-02-10T23:41:00Z,9.05,92.67
2026-02-10T23:42:00Z,6.92,92.61
2026-02-10T23:43:00Z,6.87,93.61
2026-02-10T23:44:00Z,4.17,96.40
2026-02-10T23:45:00Z,7.32,93.44
2026-02-10T23:46:00Z,10.07,92.58
2026-02-10T23:47:00Z,11.35,91.58
2026-02-10T23:48:00Z,8.80,92.64
2026-02-10T23:49:00Z,6.46,93.91
2026-02-10T23:50:00Z,7.09,93.97
2026-02-10T23:51:00Z,5.84,95.27
2026-02-10T23:52:00Z,6.54,94.30
2026-02-10T23:53:00Z,5.13,96.55
2026-02-10T23:54:00Z,1.10,98.88
2026-02-10T23:55:00Z,1.00,99.00
2026-02-10T23:56:00Z,1.00,99.00
2026-02-10T23:57:00Z,1.00,99.00
2026-02-10T23:58:00Z,1.00,99.00
2026-02-10T23:59:00Z,1.00,99.00
2026-02-11T00:00:00Z,1.00,99.00
2026-02-11T00:01:00Z,1.00,99.00
2026-02-11T00:02:00Z,1.00,99.00
