# event_ticker=KXATPMATCH-26MAR21CERTIR
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Francisco Cerundolo
# fav_player=Thiago Agustin Tirante
# dog_player=Francisco Cerundolo
# kalshi_date=2026-03-21
timestamp,Thiago Agustin Tirante,Francisco Cerundolo
2026-03-21T20:01:00Z,24.00,76.00
2026-03-21T20:03:00Z,24.00,76.00
2026-03-21T20:04:00Z,24.00,76.00
2026-03-21T20:06:00Z,24.54,76.00
2026-03-21T20:09:00Z,24.00,76.00
2026-03-21T20:17:00Z,24.00,77.00
2026-03-21T20:19:00Z,25.00,77.00
2026-03-21T20:26:00Z,25.00,76.00
2026-03-21T20:32:00Z,25.00,76.00
2026-03-21T20:38:00Z,25.00,76.00
2026-03-21T20:43:00Z,25.00,76.00
2026-03-21T20:50:00Z,25.00,76.00
2026-03-21T21:03:00Z,25.00,74.00
2026-03-21T21:07:00Z,23.00,74.00
2026-03-21T21:09:00Z,23.00,76.00
2026-03-21T21:10:00Z,23.00,76.00
2026-03-21T21:14:00Z,26.00,76.00
2026-03-21T21:15:00Z,26.00,76.00
2026-03-21T21:18:00Z,25.00,76.00
2026-03-21T21:20:00Z,25.00,76.00
2026-03-21T21:21:00Z,26.00,76.00
2026-03-21T21:30:00Z,26.00,76.00
2026-03-21T21:37:00Z,26.00,76.00
2026-03-21T21:39:00Z,26.00,76.00
2026-03-21T21:43:00Z,26.00,76.00
2026-03-21T21:48:00Z,25.00,76.00
2026-03-21T21:51:00Z,25.00,76.00
2026-03-21T21:57:00Z,25.00,76.00
2026-03-21T21:58:00Z,25.00,76.00
2026-03-21T22:05:00Z,25.00,76.00
2026-03-21T22:07:00Z,25.00,76.00
2026-03-21T22:14:00Z,25.00,76.00
2026-03-21T22:15:00Z,25.00,76.00
2026-03-21T22:17:00Z,25.00,76.00
2026-03-21T22:25:00Z,25.00,76.00
2026-03-21T22:26:00Z,25.00,76.00
2026-03-21T22:30:00Z,25.00,75.00
2026-03-21T22:31:00Z,25.00,74.00
2026-03-21T22:32:00Z,25.00,74.00
2026-03-21T22:35:00Z,25.00,74.00
2026-03-21T22:36:00Z,27.00,74.00
2026-03-21T22:37:00Z,27.00,74.00
2026-03-21T22:38:00Z,27.30,74.00
2026-03-21T22:39:00Z,27.00,74.00
2026-03-21T22:40:00Z,27.00,74.00
2026-03-21T22:41:00Z,27.82,74.00
2026-03-21T22:42:00Z,27.82,74.00
2026-03-21T22:43:00Z,27.82,74.00
2026-03-21T22:45:00Z,28.00,73.88
2026-03-21T22:46:00Z,28.00,73.00
2026-03-21T22:47:00Z,28.00,73.00
2026-03-21T22:48:00Z,28.00,73.88
2026-03-21T22:49:00Z,27.06,74.00
2026-03-21T22:50:00Z,26.62,76.00
2026-03-21T22:51:00Z,26.28,74.86
2026-03-21T22:52:00Z,29.00,72.01
2026-03-21T22:53:00Z,24.56,76.88
2026-03-21T22:54:00Z,20.78,81.28
2026-03-21T22:55:00Z,16.81,86.00
2026-03-21T22:56:00Z,18.61,84.81
2026-03-21T22:57:00Z,23.65,71.07
2026-03-21T22:58:00Z,30.04,71.21
2026-03-21T22:59:00Z,33.22,67.82
2026-03-21T23:00:00Z,35.69,66.00
2026-03-21T23:01:00Z,36.00,66.00
2026-03-21T23:02:00Z,36.03,66.70
2026-03-21T23:03:00Z,33.16,65.25
2026-03-21T23:04:00Z,35.39,66.81
2026-03-21T23:05:00Z,36.37,67.27
2026-03-21T23:06:00Z,42.84,58.85
2026-03-21T23:07:00Z,48.76,50.44
2026-03-21T23:08:00Z,42.79,58.24
2026-03-21T23:09:00Z,37.73,63.09
2026-03-21T23:10:00Z,39.63,65.42
2026-03-21T23:11:00Z,34.17,67.00
2026-03-21T23:12:00Z,35.00,66.24
2026-03-21T23:13:00Z,32.81,68.00
2026-03-21T23:14:00Z,33.50,66.28
2026-03-21T23:15:00Z,30.97,70.07
2026-03-21T23:16:00Z,31.76,68.55
2026-03-21T23:17:00Z,32.60,70.00
2026-03-21T23:18:00Z,26.42,75.70
2026-03-21T23:19:00Z,16.78,80.47
2026-03-21T23:20:00Z,16.86,83.00
2026-03-21T23:21:00Z,18.41,84.88
2026-03-21T23:22:00Z,12.13,87.00
2026-03-21T23:23:00Z,13.77,86.77
2026-03-21T23:24:00Z,14.32,86.96
2026-03-21T23:25:00Z,14.64,87.94
2026-03-21T23:26:00Z,12.45,87.18
2026-03-21T23:27:00Z,12.88,87.77
2026-03-21T23:28:00Z,12.65,90.00
2026-03-21T23:29:00Z,14.59,87.33
2026-03-21T23:30:00Z,15.00,86.00
2026-03-21T23:31:00Z,15.10,86.01
2026-03-21T23:32:00Z,14.94,87.24
2026-03-21T23:33:00Z,13.06,88.98
2026-03-21T23:34:00Z,12.77,88.15
2026-03-21T23:35:00Z,14.20,88.06
2026-03-21T23:36:00Z,11.08,88.70
2026-03-21T23:37:00Z,11.08,89.00
2026-03-21T23:38:00Z,11.02,89.00
2026-03-21T23:39:00Z,12.00,88.42
2026-03-21T23:40:00Z,11.00,89.09
2026-03-21T23:41:00Z,11.00,90.00
2026-03-21T23:42:00Z,9.86,91.27
2026-03-21T23:43:00Z,6.74,94.00
2026-03-21T23:44:00Z,6.54,93.81
2026-03-21T23:45:00Z,5.22,95.97
2026-03-21T23:46:00Z,7.85,94.02
2026-03-21T23:47:00Z,6.99,92.57
2026-03-21T23:48:00Z,5.19,95.25
2026-03-21T23:49:00Z,5.52,95.01
2026-03-21T23:50:00Z,4.70,96.17
2026-03-21T23:51:00Z,3.45,96.30
2026-03-21T23:52:00Z,3.04,96.56
2026-03-21T23:53:00Z,2.98,98.00
2026-03-21T23:54:00Z,1.94,97.96
2026-03-21T23:55:00Z,1.80,99.00
2026-03-21T23:56:00Z,2.00,99.00
2026-03-21T23:57:00Z,1.98,99.00
2026-03-21T23:58:00Z,1.00,99.00
2026-03-21T23:59:00Z,1.31,99.00
2026-03-22T00:00:00Z,2.00,99.00
2026-03-22T00:01:00Z,2.00,99.00
2026-03-22T00:02:00Z,2.18,99.00
2026-03-22T00:03:00Z,2.18,99.00
2026-03-22T00:04:00Z,2.15,99.00
2026-03-22T00:05:00Z,1.13,95.75
2026-03-22T00:06:00Z,1.13,99.00
2026-03-22T00:08:00Z,1.62,99.00
2026-03-22T00:13:00Z,1.00,99.00
2026-03-22T00:14:00Z,1.00,99.00
2026-03-22T00:15:00Z,1.00,99.00
2026-03-22T00:16:00Z,1.00,99.00
