# event_ticker=KXATPCHALLENGERMATCH-26APR30BAUTAB
# final_score=4-6 6-2 6-4
# match_winner=Alejandro Tabilo
# fav_player=Alejandro Tabilo
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-04-30
timestamp,Roberto Bautista Agut,Alejandro Tabilo
2026-04-30T14:33:00Z,22.00,80.00
2026-04-30T14:34:00Z,22.00,80.51
2026-04-30T14:39:00Z,22.00,81.00
2026-04-30T14:41:00Z,21.92,81.00
2026-04-30T14:42:00Z,21.00,81.00
2026-04-30T14:47:00Z,21.98,81.00
2026-04-30T14:53:00Z,22.00,81.00
2026-04-30T14:54:00Z,22.00,81.00
2026-04-30T15:00:00Z,22.00,81.00
2026-04-30T15:01:00Z,19.00,81.00
2026-04-30T15:03:00Z,19.00,81.00
2026-04-30T15:04:00Z,22.00,81.00
2026-04-30T15:06:00Z,22.00,81.00
2026-04-30T15:10:00Z,21.00,81.00
2026-04-30T15:12:00Z,21.00,81.00
2026-04-30T15:14:00Z,21.00,81.00
2026-04-30T15:16:00Z,21.00,79.00
2026-04-30T15:17:00Z,21.00,79.00
2026-04-30T15:18:00Z,21.15,79.00
2026-04-30T15:19:00Z,22.00,79.00
2026-04-30T15:20:00Z,22.00,79.00
2026-04-30T15:21:00Z,22.00,81.00
2026-04-30T15:22:00Z,22.00,80.99
2026-04-30T15:23:00Z,22.00,80.45
2026-04-30T15:24:00Z,22.00,80.92
2026-04-30T15:26:00Z,22.00,80.00
2026-04-30T15:28:00Z,22.00,80.17
2026-04-30T15:29:00Z,22.00,80.00
2026-04-30T15:30:00Z,22.00,80.83
2026-04-30T15:31:00Z,22.00,80.83
2026-04-30T15:32:00Z,22.00,81.00
2026-04-30T15:34:00Z,22.00,81.00
2026-04-30T15:35:00Z,22.00,81.00
2026-04-30T15:36:00Z,22.00,81.00
2026-04-30T15:37:00Z,20.84,80.00
2026-04-30T15:38:00Z,18.08,83.00
2026-04-30T15:39:00Z,16.96,83.24
2026-04-30T15:40:00Z,16.00,85.00
2026-04-30T15:41:00Z,15.00,85.98
2026-04-30T15:42:00Z,15.00,86.42
2026-04-30T15:43:00Z,13.55,86.07
2026-04-30T15:44:00Z,17.14,82.02
2026-04-30T15:45:00Z,18.15,82.02
2026-04-30T15:46:00Z,19.00,81.00
2026-04-30T15:47:00Z,18.53,81.99
2026-04-30T15:49:00Z,18.53,83.00
2026-04-30T15:50:00Z,18.00,81.00
2026-04-30T15:51:00Z,18.27,84.97
2026-04-30T15:52:00Z,19.00,81.67
2026-04-30T15:53:00Z,20.00,80.27
2026-04-30T15:54:00Z,21.12,78.99
2026-04-30T15:55:00Z,27.33,76.79
2026-04-30T15:56:00Z,32.78,68.89
2026-04-30T15:57:00Z,31.64,71.00
2026-04-30T15:58:00Z,36.91,65.46
2026-04-30T15:59:00Z,37.11,64.00
2026-04-30T16:00:00Z,40.18,61.76
2026-04-30T16:01:00Z,41.68,58.52
2026-04-30T16:02:00Z,43.60,57.48
2026-04-30T16:03:00Z,43.91,56.03
2026-04-30T16:04:00Z,42.17,57.95
2026-04-30T16:05:00Z,42.39,58.29
2026-04-30T16:06:00Z,41.99,59.00
2026-04-30T16:07:00Z,45.93,55.73
2026-04-30T16:08:00Z,48.47,53.00
2026-04-30T16:09:00Z,49.09,52.13
2026-04-30T16:10:00Z,49.02,51.11
2026-04-30T16:11:00Z,47.45,53.01
2026-04-30T16:12:00Z,46.40,54.56
2026-04-30T16:13:00Z,46.18,54.96
2026-04-30T16:14:00Z,46.19,55.55
2026-04-30T16:15:00Z,43.72,58.62
2026-04-30T16:16:00Z,41.22,60.31
2026-04-30T16:17:00Z,39.97,62.15
2026-04-30T16:18:00Z,43.02,55.22
2026-04-30T16:19:00Z,49.47,50.93
2026-04-30T16:20:00Z,49.42,50.86
2026-04-30T16:21:00Z,49.92,51.00
2026-04-30T16:22:00Z,51.40,50.56
2026-04-30T16:23:00Z,50.95,51.06
2026-04-30T16:24:00Z,47.45,53.92
2026-04-30T16:25:00Z,48.12,53.43
2026-04-30T16:26:00Z,48.39,50.87
2026-04-30T16:27:00Z,46.97,53.91
2026-04-30T16:28:00Z,49.78,50.01
2026-04-30T16:29:00Z,52.28,48.02
2026-04-30T16:30:00Z,51.58,49.38
2026-04-30T16:31:00Z,49.61,50.81
2026-04-30T16:32:00Z,49.00,51.86
2026-04-30T16:33:00Z,51.63,49.70
2026-04-30T16:34:00Z,53.21,47.71
2026-04-30T16:35:00Z,52.85,49.01
2026-04-30T16:36:00Z,51.88,48.97
2026-04-30T16:37:00Z,51.20,49.45
2026-04-30T16:38:00Z,49.22,51.79
2026-04-30T16:39:00Z,48.92,52.00
2026-04-30T16:40:00Z,44.28,57.13
2026-04-30T16:41:00Z,34.18,66.04
2026-04-30T16:42:00Z,30.14,69.04
2026-04-30T16:43:00Z,28.24,71.33
2026-04-30T16:44:00Z,26.47,73.97
2026-04-30T16:45:00Z,26.33,73.88
2026-04-30T16:46:00Z,24.86,74.25
2026-04-30T16:47:00Z,22.77,76.97
2026-04-30T16:48:00Z,21.55,78.67
2026-04-30T16:49:00Z,21.94,78.19
2026-04-30T16:50:00Z,21.89,77.26
2026-04-30T16:51:00Z,21.64,77.63
2026-04-30T16:52:00Z,19.24,80.51
2026-04-30T16:53:00Z,21.60,79.06
2026-04-30T16:54:00Z,21.17,80.28
2026-04-30T16:55:00Z,16.56,83.18
2026-04-30T16:56:00Z,11.18,88.76
2026-04-30T16:57:00Z,16.92,84.81
2026-04-30T16:58:00Z,12.83,88.88
2026-04-30T16:59:00Z,6.02,93.39
2026-04-30T17:00:00Z,4.86,95.91
2026-04-30T17:01:00Z,7.34,91.57
2026-04-30T17:02:00Z,18.09,84.25
2026-04-30T17:03:00Z,21.63,78.91
2026-04-30T17:04:00Z,21.24,78.58
2026-04-30T17:05:00Z,27.34,72.91
2026-04-30T17:06:00Z,28.28,72.06
2026-04-30T17:07:00Z,26.35,73.46
2026-04-30T17:08:00Z,23.82,76.38
2026-04-30T17:09:00Z,23.50,76.95
2026-04-30T17:10:00Z,23.52,76.57
2026-04-30T17:11:00Z,28.82,72.32
2026-04-30T17:12:00Z,31.32,70.00
2026-04-30T17:13:00Z,29.15,71.26
2026-04-30T17:14:00Z,26.34,74.16
2026-04-30T17:15:00Z,24.94,74.50
2026-04-30T17:16:00Z,26.59,74.58
2026-04-30T17:17:00Z,27.15,74.22
2026-04-30T17:18:00Z,17.91,80.35
2026-04-30T17:19:00Z,22.20,77.00
2026-04-30T17:20:00Z,12.76,88.27
2026-04-30T17:21:00Z,4.92,95.83
2026-04-30T17:22:00Z,6.15,93.85
2026-04-30T17:23:00Z,13.96,88.17
2026-04-30T17:24:00Z,12.26,86.77
2026-04-30T17:25:00Z,14.29,86.20
2026-04-30T17:26:00Z,3.68,93.72
2026-04-30T17:27:00Z,5.61,96.41
2026-04-30T17:28:00Z,9.36,89.70
2026-04-30T17:29:00Z,6.91,90.64
2026-04-30T17:30:00Z,23.57,81.11
2026-04-30T17:31:00Z,27.62,72.69
2026-04-30T17:32:00Z,29.87,72.18
2026-04-30T17:33:00Z,26.43,70.20
2026-04-30T17:34:00Z,28.10,75.26
2026-04-30T17:35:00Z,11.28,94.05
2026-04-30T17:36:00Z,1.00,99.00
2026-04-30T17:37:00Z,1.00,99.00
2026-04-30T17:38:00Z,1.00,99.00
2026-04-30T17:39:00Z,1.00,99.00
2026-04-30T17:40:00Z,1.00,99.00
2026-04-30T17:41:00Z,1.00,99.00
2026-04-30T17:42:00Z,1.00,99.00
