# event_ticker=KXATPCHALLENGERMATCH-26APR03MORBLA
# final_score=7-6(2) 6-2
# score_resolution=6-7 2-6
# match_winner=Dali Blanch
# fav_player=Alejandro Moro Canas
# dog_player=Dali Blanch
# kalshi_date=2026-04-03
timestamp,Alejandro Moro Canas,Dali Blanch
2026-04-03T11:22:00Z,38.70,62.03
2026-04-03T11:23:00Z,35.48,66.24
2026-04-03T11:24:00Z,31.08,69.49
2026-04-03T11:25:00Z,32.96,69.71
2026-04-03T11:26:00Z,31.64,70.89
2026-04-03T11:27:00Z,31.44,70.00
2026-04-03T11:28:00Z,32.88,66.67
2026-04-03T11:29:00Z,29.38,69.31
2026-04-03T11:30:00Z,28.43,72.73
2026-04-03T11:31:00Z,17.20,82.10
2026-04-03T11:32:00Z,11.58,88.85
2026-04-03T11:33:00Z,11.23,88.28
2026-04-03T11:34:00Z,14.49,87.09
2026-04-03T11:35:00Z,15.14,85.65
2026-04-03T11:36:00Z,10.13,88.96
2026-04-03T11:37:00Z,10.17,91.40
2026-04-03T11:38:00Z,11.68,88.41
2026-04-03T11:39:00Z,12.02,90.67
2026-04-03T11:40:00Z,10.00,91.99
2026-04-03T11:41:00Z,9.02,91.84
2026-04-03T11:42:00Z,10.00,92.00
2026-04-03T11:43:00Z,10.00,90.37
2026-04-03T11:44:00Z,12.82,88.66
2026-04-03T11:45:00Z,19.14,83.44
2026-04-03T11:46:00Z,25.27,73.47
2026-04-03T11:47:00Z,22.27,78.63
2026-04-03T11:48:00Z,12.92,89.14
2026-04-03T11:49:00Z,7.95,92.32
2026-04-03T11:50:00Z,8.00,92.97
2026-04-03T11:51:00Z,8.00,92.12
2026-04-03T11:52:00Z,9.59,91.00
2026-04-03T11:53:00Z,12.87,88.78
2026-04-03T11:54:00Z,12.88,88.06
2026-04-03T11:55:00Z,6.79,92.38
2026-04-03T11:56:00Z,9.59,91.24
2026-04-03T11:57:00Z,5.03,95.36
2026-04-03T11:58:00Z,4.91,95.50
2026-04-03T11:59:00Z,5.30,95.92
2026-04-03T12:00:00Z,1.53,97.74
2026-04-03T12:01:00Z,1.53,99.00
2026-04-03T12:02:00Z,1.53,99.00
