# event_ticker=KXATPMATCH-25NOV14ZVEAUG
# final_score=6-4 7-6(4)
# score_resolution=4-6 6-7
# match_winner=Felix Auger-Aliassime
# fav_player=Alexander Zverev
# dog_player=Felix Auger-Aliassime
# kalshi_date=2025-11-14
timestamp,Alexander Zverev,Felix Auger-Aliassime
2025-11-14T21:45:00Z,26.84,74.07
2025-11-14T21:46:00Z,21.20,79.34
2025-11-14T21:47:00Z,15.90,84.63
2025-11-14T21:48:00Z,23.49,76.64
2025-11-14T21:49:00Z,25.16,76.78
2025-11-14T21:50:00Z,32.32,69.29
2025-11-14T21:51:00Z,33.43,70.57
2025-11-14T21:52:00Z,16.56,82.91
2025-11-14T21:53:00Z,4.85,96.75
2025-11-14T21:54:00Z,1.00,99.00
2025-11-14T21:55:00Z,1.00,99.00
2025-11-14T21:56:00Z,1.00,99.00
