# event_ticker=KXATPCHALLENGERMATCH-26JUN03DODDEN
# final_score=6-3 6-7(4) 6-0
# score_resolution=6-3 6-7 6-0
# match_winner=Guy Den Ouden
# fav_player=Guy Den Ouden
# dog_player=Matej Dodig
# kalshi_date=2026-06-03
timestamp,Matej Dodig,Guy Den Ouden
2026-06-03T10:00:00Z,32.00,70.00
2026-06-03T10:01:00Z,25.56,75.89
2026-06-03T10:02:00Z,26.00,74.00
2026-06-03T10:03:00Z,32.97,69.00
2026-06-03T10:04:00Z,29.26,70.32
2026-06-03T10:05:00Z,30.01,70.01
2026-06-03T10:07:00Z,32.00,68.00
2026-06-03T10:08:00Z,33.00,68.00
2026-06-03T10:09:00Z,33.00,64.59
2026-06-03T10:10:00Z,35.07,64.59
2026-06-03T10:11:00Z,35.00,65.02
2026-06-03T10:12:00Z,30.63,68.75
2026-06-03T10:13:00Z,38.80,61.55
2026-06-03T10:14:00Z,36.87,63.19
2026-06-03T10:15:00Z,36.87,68.51
2026-06-03T10:16:00Z,26.00,76.11
2026-06-03T10:17:00Z,24.63,75.58
2026-06-03T10:18:00Z,20.00,78.21
2026-06-03T10:19:00Z,17.13,82.95
2026-06-03T10:20:00Z,17.00,83.00
2026-06-03T10:21:00Z,16.99,84.00
2026-06-03T10:22:00Z,17.00,81.84
2026-06-03T10:23:00Z,18.93,80.98
2026-06-03T10:24:00Z,20.96,80.42
2026-06-03T10:25:00Z,21.00,79.50
2026-06-03T10:26:00Z,22.00,77.06
2026-06-03T10:27:00Z,21.00,79.68
2026-06-03T10:28:00Z,18.00,79.68
2026-06-03T10:29:00Z,13.92,85.00
2026-06-03T10:30:00Z,12.03,89.88
2026-06-03T10:31:00Z,8.03,92.00
2026-06-03T10:32:00Z,8.00,93.00
2026-06-03T10:33:00Z,6.00,93.07
2026-06-03T10:34:00Z,6.00,94.17
2026-06-03T10:35:00Z,6.12,94.17
2026-06-03T10:36:00Z,6.00,94.02
2026-06-03T10:37:00Z,6.00,95.00
2026-06-03T10:38:00Z,7.00,94.00
2026-06-03T10:39:00Z,8.00,94.00
2026-06-03T10:40:00Z,8.00,93.00
2026-06-03T10:41:00Z,9.70,93.37
2026-06-03T10:42:00Z,10.57,90.00
2026-06-03T10:43:00Z,16.16,84.16
2026-06-03T10:44:00Z,19.09,81.55
2026-06-03T10:45:00Z,21.06,80.57
2026-06-03T10:46:00Z,27.12,73.00
2026-06-03T10:47:00Z,27.92,73.00
2026-06-03T10:48:00Z,27.66,72.31
2026-06-03T10:49:00Z,30.81,73.34
2026-06-03T10:50:00Z,29.91,73.18
2026-06-03T10:51:00Z,25.01,75.78
2026-06-03T10:52:00Z,25.65,75.37
2026-06-03T10:53:00Z,22.66,77.21
2026-06-03T10:54:00Z,29.03,71.51
2026-06-03T10:55:00Z,29.73,71.20
2026-06-03T10:56:00Z,26.59,74.98
2026-06-03T10:57:00Z,24.69,76.90
2026-06-03T10:58:00Z,25.13,78.96
2026-06-03T10:59:00Z,27.67,74.35
2026-06-03T11:00:00Z,27.89,73.47
2026-06-03T11:01:00Z,20.93,77.16
2026-06-03T11:02:00Z,21.96,75.20
2026-06-03T11:03:00Z,24.09,78.39
2026-06-03T11:04:00Z,29.86,71.84
2026-06-03T11:05:00Z,25.00,74.20
2026-06-03T11:06:00Z,25.00,76.65
2026-06-03T11:07:00Z,23.59,77.82
2026-06-03T11:08:00Z,19.30,84.66
2026-06-03T11:09:00Z,12.25,85.75
2026-06-03T11:10:00Z,17.78,83.25
2026-06-03T11:11:00Z,27.04,77.38
2026-06-03T11:12:00Z,23.67,77.90
2026-06-03T11:13:00Z,21.66,81.59
2026-06-03T11:14:00Z,27.97,74.56
2026-06-03T11:15:00Z,42.23,58.86
2026-06-03T11:16:00Z,47.94,51.45
2026-06-03T11:17:00Z,48.28,51.32
2026-06-03T11:18:00Z,47.11,52.46
2026-06-03T11:19:00Z,47.57,53.00
2026-06-03T11:20:00Z,46.48,54.46
2026-06-03T11:21:00Z,45.07,55.80
2026-06-03T11:22:00Z,45.10,55.74
2026-06-03T11:23:00Z,45.44,54.85
2026-06-03T11:24:00Z,45.15,55.50
2026-06-03T11:25:00Z,41.92,60.58
2026-06-03T11:26:00Z,40.69,60.39
2026-06-03T11:27:00Z,43.44,59.07
2026-06-03T11:28:00Z,40.34,60.33
2026-06-03T11:29:00Z,34.23,66.60
2026-06-03T11:30:00Z,36.52,66.53
2026-06-03T11:31:00Z,36.78,65.28
2026-06-03T11:32:00Z,25.46,72.42
2026-06-03T11:33:00Z,17.12,81.92
2026-06-03T11:34:00Z,14.61,87.15
2026-06-03T11:35:00Z,11.98,88.69
2026-06-03T11:36:00Z,12.00,88.92
2026-06-03T11:37:00Z,9.20,90.04
2026-06-03T11:38:00Z,11.95,88.08
2026-06-03T11:39:00Z,5.89,92.61
2026-06-03T11:40:00Z,2.84,96.85
2026-06-03T11:41:00Z,2.01,98.46
2026-06-03T11:42:00Z,1.24,98.91
2026-06-03T11:43:00Z,1.00,99.00
2026-06-03T11:44:00Z,1.00,98.89
2026-06-03T11:45:00Z,1.00,98.50
2026-06-03T11:46:00Z,1.56,98.79
2026-06-03T11:47:00Z,1.00,99.00
2026-06-03T11:48:00Z,2.00,99.00
2026-06-03T11:49:00Z,1.00,99.00
2026-06-03T11:50:00Z,1.00,99.00
