# event_ticker=KXATPCHALLENGERMATCH-26APR14VITZEN
# final_score=6-4 6-7(5) 6-1
# score_resolution=4-6 7-6 1-6
# match_winner=Leo Vithoontien
# fav_player=Yaojie Zeng
# dog_player=Leo Vithoontien
# kalshi_date=2026-04-14
timestamp,Yaojie Zeng,Leo Vithoontien
2026-04-15T01:08:00Z,44.00,58.00
2026-04-15T01:30:00Z,44.00,59.95
2026-04-15T01:32:00Z,43.00,59.95
2026-04-15T01:34:00Z,40.00,59.95
2026-04-15T01:43:00Z,43.00,59.95
2026-04-15T01:52:00Z,43.00,60.00
2026-04-15T01:53:00Z,43.00,59.00
2026-04-15T01:54:00Z,43.00,59.95
2026-04-15T01:55:00Z,43.00,59.00
2026-04-15T02:00:00Z,43.00,60.65
2026-04-15T02:01:00Z,43.00,58.00
2026-04-15T02:02:00Z,43.00,60.00
2026-04-15T02:04:00Z,42.00,60.00
2026-04-15T02:05:00Z,40.00,60.00
2026-04-15T02:08:00Z,42.00,60.00
2026-04-15T02:09:00Z,32.07,65.33
2026-04-15T02:10:00Z,39.88,69.00
2026-04-15T02:11:00Z,41.86,69.00
2026-04-15T02:12:00Z,45.08,57.77
2026-04-15T02:13:00Z,38.33,63.89
2026-04-15T02:14:00Z,40.90,64.81
2026-04-15T02:15:00Z,41.17,64.32
2026-04-15T02:16:00Z,43.00,60.00
2026-04-15T02:17:00Z,44.92,58.57
2026-04-15T02:18:00Z,41.00,58.00
2026-04-15T02:19:00Z,41.00,63.04
2026-04-15T02:20:00Z,41.00,57.00
2026-04-15T02:21:00Z,44.00,57.18
2026-04-15T02:22:00Z,44.00,58.00
2026-04-15T02:23:00Z,44.00,62.00
2026-04-15T02:24:00Z,45.99,59.00
2026-04-15T02:25:00Z,43.00,63.64
2026-04-15T02:26:00Z,42.00,63.64
2026-04-15T02:27:00Z,46.70,58.44
2026-04-15T02:29:00Z,46.70,59.46
2026-04-15T02:30:00Z,43.00,62.67
2026-04-15T02:31:00Z,34.21,70.03
2026-04-15T02:32:00Z,26.00,73.09
2026-04-15T02:33:00Z,30.93,71.88
2026-04-15T02:34:00Z,23.33,82.00
2026-04-15T02:35:00Z,21.00,82.00
2026-04-15T02:36:00Z,21.20,82.00
2026-04-15T02:37:00Z,19.46,83.33
2026-04-15T02:38:00Z,18.00,84.67
2026-04-15T02:39:00Z,19.70,82.62
2026-04-15T02:40:00Z,22.37,79.02
2026-04-15T02:41:00Z,21.00,79.46
2026-04-15T02:42:00Z,21.00,82.15
2026-04-15T02:43:00Z,17.00,86.00
2026-04-15T02:44:00Z,17.00,86.00
2026-04-15T02:45:00Z,18.60,83.00
2026-04-15T02:46:00Z,19.95,84.20
2026-04-15T02:47:00Z,19.18,82.38
2026-04-15T02:48:00Z,18.63,82.13
2026-04-15T02:49:00Z,19.52,83.00
2026-04-15T02:50:00Z,17.00,83.00
2026-04-15T02:51:00Z,16.93,84.00
2026-04-15T02:52:00Z,17.99,82.80
2026-04-15T02:53:00Z,12.43,88.69
2026-04-15T02:54:00Z,8.29,91.50
2026-04-15T02:55:00Z,11.79,86.12
2026-04-15T02:56:00Z,12.85,87.38
2026-04-15T02:57:00Z,6.39,93.19
2026-04-15T02:58:00Z,6.19,95.00
2026-04-15T02:59:00Z,7.00,95.63
2026-04-15T03:00:00Z,4.22,96.10
2026-04-15T03:01:00Z,4.22,96.68
2026-04-15T03:02:00Z,5.73,95.00
2026-04-15T03:03:00Z,5.00,94.99
2026-04-15T03:04:00Z,6.00,94.36
2026-04-15T03:05:00Z,6.35,95.06
2026-04-15T03:06:00Z,4.00,96.00
2026-04-15T03:07:00Z,3.94,96.55
2026-04-15T03:08:00Z,4.75,94.12
2026-04-15T03:09:00Z,7.40,95.41
2026-04-15T03:10:00Z,5.95,95.76
2026-04-15T03:11:00Z,7.06,96.00
2026-04-15T03:12:00Z,5.31,94.97
2026-04-15T03:13:00Z,8.55,92.98
2026-04-15T03:14:00Z,11.83,87.25
2026-04-15T03:15:00Z,10.61,90.95
2026-04-15T03:16:00Z,12.19,91.54
2026-04-15T03:17:00Z,10.40,92.23
2026-04-15T03:18:00Z,6.22,95.49
2026-04-15T03:19:00Z,7.55,92.98
2026-04-15T03:20:00Z,8.50,93.17
2026-04-15T03:21:00Z,9.47,96.00
2026-04-15T03:22:00Z,9.57,93.18
2026-04-15T03:23:00Z,13.98,88.37
2026-04-15T03:24:00Z,8.68,95.50
2026-04-15T03:25:00Z,8.84,92.58
2026-04-15T03:26:00Z,7.98,95.36
2026-04-15T03:27:00Z,11.58,89.25
2026-04-15T03:28:00Z,11.46,90.49
2026-04-15T03:29:00Z,21.35,84.25
2026-04-15T03:30:00Z,24.24,75.01
2026-04-15T03:31:00Z,23.14,76.35
2026-04-15T03:32:00Z,30.54,72.00
2026-04-15T03:33:00Z,26.84,74.23
2026-04-15T03:34:00Z,26.07,76.29
2026-04-15T03:35:00Z,18.06,83.23
2026-04-15T03:36:00Z,25.18,75.94
2026-04-15T03:37:00Z,28.08,71.79
2026-04-15T03:38:00Z,27.91,73.74
2026-04-15T03:39:00Z,24.75,76.05
2026-04-15T03:40:00Z,21.24,77.30
2026-04-15T03:41:00Z,24.86,75.80
2026-04-15T03:42:00Z,19.49,82.35
2026-04-15T03:43:00Z,28.41,77.94
2026-04-15T03:44:00Z,28.61,72.27
2026-04-15T03:45:00Z,25.78,74.00
2026-04-15T03:46:00Z,24.02,76.43
2026-04-15T03:47:00Z,22.00,82.79
2026-04-15T03:48:00Z,23.97,72.93
2026-04-15T03:49:00Z,33.05,71.05
2026-04-15T03:50:00Z,24.58,75.96
2026-04-15T03:51:00Z,24.80,80.79
2026-04-15T03:52:00Z,27.18,76.45
2026-04-15T03:53:00Z,33.74,67.92
2026-04-15T03:54:00Z,34.85,69.88
2026-04-15T03:55:00Z,38.57,65.68
2026-04-15T03:56:00Z,37.45,63.25
2026-04-15T03:57:00Z,39.76,56.59
2026-04-15T03:58:00Z,41.61,57.24
2026-04-15T03:59:00Z,41.11,55.37
2026-04-15T04:00:00Z,41.91,59.97
2026-04-15T04:01:00Z,38.11,60.00
2026-04-15T04:02:00Z,38.00,60.00
2026-04-15T04:03:00Z,36.17,63.87
2026-04-15T04:04:00Z,36.87,63.80
2026-04-15T04:05:00Z,40.21,63.80
2026-04-15T04:06:00Z,37.30,60.64
2026-04-15T04:07:00Z,36.30,65.84
2026-04-15T04:08:00Z,24.25,68.90
2026-04-15T04:09:00Z,15.28,82.55
2026-04-15T04:10:00Z,15.83,87.52
2026-04-15T04:11:00Z,14.07,87.97
2026-04-15T04:12:00Z,4.15,93.38
2026-04-15T04:13:00Z,9.94,91.87
2026-04-15T04:14:00Z,8.00,93.68
2026-04-15T04:15:00Z,8.20,95.00
2026-04-15T04:16:00Z,3.00,97.61
2026-04-15T04:17:00Z,1.40,98.94
2026-04-15T04:18:00Z,1.00,99.00
2026-04-15T04:19:00Z,1.00,99.00
2026-04-15T04:20:00Z,1.00,99.00
2026-04-15T04:21:00Z,1.00,99.00
2026-04-15T04:22:00Z,1.00,99.00
2026-04-15T04:23:00Z,2.57,98.70
2026-04-15T04:24:00Z,1.00,98.94
2026-04-15T04:25:00Z,1.00,99.00
2026-04-15T04:26:00Z,1.00,99.00
2026-04-15T04:28:00Z,1.00,99.00
2026-04-15T04:29:00Z,1.00,99.00
2026-04-15T04:31:00Z,1.00,99.00
2026-04-15T04:32:00Z,1.00,99.00
2026-04-15T04:34:00Z,1.00,99.00
2026-04-15T04:35:00Z,1.00,99.00
2026-04-15T04:36:00Z,1.00,99.00
