# event_ticker=KXATPCHALLENGERMATCH-26MAR13DOSCOP
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Stefan Dostanic
# fav_player=Kimmer Coppejans
# dog_player=Stefan Dostanic
# kalshi_date=2026-03-13
timestamp,Kimmer Coppejans,Stefan Dostanic
2026-03-13T10:05:00Z,6.60,94.96
2026-03-13T10:06:00Z,7.62,93.17
2026-03-13T10:07:00Z,9.96,91.04
2026-03-13T10:08:00Z,9.75,91.00
2026-03-13T10:09:00Z,13.37,89.37
2026-03-13T10:10:00Z,20.84,80.61
2026-03-13T10:11:00Z,21.94,81.04
2026-03-13T10:12:00Z,15.50,89.00
2026-03-13T10:13:00Z,15.65,90.54
2026-03-13T10:14:00Z,22.69,77.96
2026-03-13T10:15:00Z,25.30,76.60
2026-03-13T10:16:00Z,18.94,80.99
2026-03-13T10:17:00Z,22.16,80.29
2026-03-13T10:18:00Z,21.72,78.86
2026-03-13T10:19:00Z,27.17,76.44
2026-03-13T10:20:00Z,21.63,81.00
2026-03-13T10:21:00Z,23.80,75.58
2026-03-13T10:22:00Z,22.27,76.90
2026-03-13T10:23:00Z,18.26,80.30
2026-03-13T10:24:00Z,18.45,81.42
2026-03-13T10:25:00Z,23.91,76.78
2026-03-13T10:26:00Z,20.00,84.54
2026-03-13T10:27:00Z,13.60,81.96
2026-03-13T10:28:00Z,25.69,80.89
2026-03-13T10:29:00Z,21.45,81.66
2026-03-13T10:30:00Z,13.34,87.48
2026-03-13T10:31:00Z,7.02,94.89
2026-03-13T10:32:00Z,6.74,94.69
2026-03-13T10:33:00Z,5.48,96.48
2026-03-13T10:34:00Z,2.35,98.90
2026-03-13T10:35:00Z,1.49,98.93
2026-03-13T10:36:00Z,6.11,92.91
2026-03-13T10:37:00Z,1.23,96.90
2026-03-13T10:38:00Z,1.00,99.00
2026-03-13T10:39:00Z,1.00,99.00
2026-03-13T10:41:00Z,1.00,99.00
2026-03-13T10:42:00Z,1.00,99.00
