# event_ticker=KXATPMATCH-26JAN08SONSHA
# final_score=6-3 6-4
# match_winner=Juncheng Shang
# fav_player=Juncheng Shang
# dog_player=Lorenzo Sonego
# kalshi_date=2026-01-08
timestamp,Juncheng Shang,Lorenzo Sonego
2026-01-08T03:48:00Z,57.00,44.00
2026-01-08T03:52:00Z,57.00,44.00
2026-01-08T03:54:00Z,57.00,44.00
2026-01-08T03:56:00Z,57.00,44.00
2026-01-08T03:57:00Z,57.00,44.00
2026-01-08T03:58:00Z,57.00,44.00
2026-01-08T04:01:00Z,57.00,44.00
2026-01-08T04:02:00Z,57.00,44.00
2026-01-08T04:04:00Z,57.00,44.00
2026-01-08T04:05:00Z,57.00,44.00
2026-01-08T04:07:00Z,57.00,44.00
2026-01-08T04:09:00Z,57.00,44.00
2026-01-08T04:10:00Z,57.00,44.00
2026-01-08T04:13:00Z,57.00,44.00
2026-01-08T04:15:00Z,57.00,44.00
2026-01-08T04:18:00Z,57.00,44.00
2026-01-08T04:21:00Z,57.00,44.00
2026-01-08T04:23:00Z,57.00,44.00
2026-01-08T04:25:00Z,57.00,44.00
2026-01-08T04:27:00Z,57.00,44.00
2026-01-08T04:29:00Z,57.00,44.00
2026-01-08T04:30:00Z,57.00,44.00
2026-01-08T04:31:00Z,57.00,44.00
2026-01-08T04:32:00Z,57.00,44.00
2026-01-08T04:33:00Z,57.00,44.00
2026-01-08T04:40:00Z,57.00,44.00
2026-01-08T04:43:00Z,57.00,44.00
2026-01-08T04:45:00Z,57.00,44.00
2026-01-08T04:46:00Z,57.00,44.00
2026-01-08T04:47:00Z,57.00,44.00
2026-01-08T04:52:00Z,57.00,44.00
2026-01-08T04:53:00Z,57.00,44.00
2026-01-08T04:56:00Z,57.00,44.00
2026-01-08T04:59:00Z,57.00,44.00
2026-01-08T05:01:00Z,57.00,44.00
2026-01-08T05:02:00Z,57.00,44.00
2026-01-08T05:03:00Z,57.00,44.00
2026-01-08T05:05:00Z,57.00,44.00
2026-01-08T05:07:00Z,57.00,44.00
2026-01-08T05:09:00Z,57.00,44.00
2026-01-08T05:11:00Z,57.00,44.00
2026-01-08T05:12:00Z,57.00,44.00
2026-01-08T05:14:00Z,57.00,44.00
2026-01-08T05:15:00Z,57.00,44.00
2026-01-08T05:17:00Z,57.00,44.00
2026-01-08T05:18:00Z,57.00,44.00
2026-01-08T05:19:00Z,57.00,44.00
2026-01-08T05:22:00Z,57.00,44.00
2026-01-08T05:23:00Z,57.00,44.00
2026-01-08T05:24:00Z,57.00,44.06
2026-01-08T05:25:00Z,57.00,44.06
2026-01-08T05:26:00Z,57.00,44.19
2026-01-08T05:27:00Z,57.00,44.00
2026-01-08T05:28:00Z,57.00,44.00
2026-01-08T05:29:00Z,57.00,44.00
2026-01-08T05:30:00Z,56.96,44.00
2026-01-08T05:31:00Z,57.00,44.00
2026-01-08T05:32:00Z,57.04,44.00
2026-01-08T05:33:00Z,57.04,44.00
2026-01-08T05:34:00Z,58.00,44.00
2026-01-08T05:36:00Z,58.00,44.00
2026-01-08T05:38:00Z,58.00,45.00
2026-01-08T05:39:00Z,58.00,42.91
2026-01-08T05:40:00Z,58.00,44.05
2026-01-08T05:41:00Z,60.97,41.13
2026-01-08T05:42:00Z,62.03,38.72
2026-01-08T05:43:00Z,62.33,40.67
2026-01-08T05:44:00Z,60.15,40.90
2026-01-08T05:45:00Z,60.00,42.01
2026-01-08T05:46:00Z,57.97,43.04
2026-01-08T05:47:00Z,59.34,42.20
2026-01-08T05:48:00Z,60.00,41.63
2026-01-08T05:49:00Z,59.24,41.72
2026-01-08T05:50:00Z,61.00,41.73
2026-01-08T05:51:00Z,61.00,42.58
2026-01-08T05:52:00Z,60.92,41.91
2026-01-08T05:53:00Z,62.28,40.60
2026-01-08T05:54:00Z,61.41,41.00
2026-01-08T05:55:00Z,60.00,41.12
2026-01-08T05:56:00Z,60.97,40.04
2026-01-08T05:57:00Z,57.00,43.83
2026-01-08T05:58:00Z,56.13,45.29
2026-01-08T05:59:00Z,51.53,50.79
2026-01-08T06:00:00Z,55.48,43.98
2026-01-08T06:01:00Z,53.00,45.86
2026-01-08T06:02:00Z,59.81,41.95
2026-01-08T06:03:00Z,59.38,42.99
2026-01-08T06:04:00Z,58.60,44.07
2026-01-08T06:05:00Z,55.00,45.31
2026-01-08T06:06:00Z,54.87,49.92
2026-01-08T06:07:00Z,55.65,47.09
2026-01-08T06:08:00Z,58.00,43.72
2026-01-08T06:09:00Z,58.00,42.90
2026-01-08T06:10:00Z,58.00,43.96
2026-01-08T06:11:00Z,62.01,38.78
2026-01-08T06:12:00Z,69.48,28.35
2026-01-08T06:13:00Z,73.17,28.69
2026-01-08T06:14:00Z,75.91,25.98
2026-01-08T06:15:00Z,80.03,21.57
2026-01-08T06:16:00Z,81.00,19.55
2026-01-08T06:17:00Z,81.65,19.98
2026-01-08T06:18:00Z,81.00,20.22
2026-01-08T06:19:00Z,81.64,18.23
2026-01-08T06:20:00Z,83.42,19.50
2026-01-08T06:21:00Z,86.26,14.72
2026-01-08T06:22:00Z,91.37,7.79
2026-01-08T06:23:00Z,88.36,9.47
2026-01-08T06:24:00Z,88.35,12.71
2026-01-08T06:25:00Z,90.94,9.85
2026-01-08T06:26:00Z,90.00,11.71
2026-01-08T06:27:00Z,92.01,8.62
2026-01-08T06:28:00Z,94.00,7.02
2026-01-08T06:29:00Z,94.43,7.86
2026-01-08T06:30:00Z,89.55,9.15
2026-01-08T06:31:00Z,91.61,8.97
2026-01-08T06:32:00Z,92.22,9.07
2026-01-08T06:33:00Z,92.00,8.14
2026-01-08T06:34:00Z,90.00,8.23
2026-01-08T06:35:00Z,92.70,9.03
2026-01-08T06:36:00Z,90.73,9.88
2026-01-08T06:37:00Z,92.00,6.11
2026-01-08T06:38:00Z,92.00,8.17
2026-01-08T06:39:00Z,93.00,8.73
2026-01-08T06:40:00Z,92.28,9.80
2026-01-08T06:41:00Z,86.98,11.74
2026-01-08T06:42:00Z,84.60,15.99
2026-01-08T06:43:00Z,80.45,17.96
2026-01-08T06:44:00Z,89.05,11.99
2026-01-08T06:45:00Z,91.01,9.38
2026-01-08T06:46:00Z,89.59,12.61
2026-01-08T06:47:00Z,87.85,10.96
2026-01-08T06:48:00Z,92.91,11.74
2026-01-08T06:49:00Z,92.50,9.26
2026-01-08T06:50:00Z,94.00,6.22
2026-01-08T06:51:00Z,94.00,7.43
2026-01-08T06:52:00Z,91.42,7.94
2026-01-08T06:53:00Z,94.00,7.44
2026-01-08T06:54:00Z,94.00,7.66
2026-01-08T06:55:00Z,90.96,10.50
2026-01-08T06:56:00Z,95.41,4.16
2026-01-08T06:57:00Z,96.95,3.84
2026-01-08T06:58:00Z,96.58,5.01
2026-01-08T06:59:00Z,96.00,4.72
2026-01-08T07:00:00Z,95.86,5.07
2026-01-08T07:01:00Z,96.34,3.79
2026-01-08T07:02:00Z,98.80,1.83
2026-01-08T07:03:00Z,99.00,1.00
2026-01-08T07:04:00Z,99.00,1.00
2026-01-08T07:05:00Z,99.00,1.00
