# event_ticker=KXATPMATCH-26APR13NAGCER
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Francisco Cerundolo
# fav_player=Sumit Nagal
# dog_player=Francisco Cerundolo
# kalshi_date=2026-04-13
timestamp,Sumit Nagal,Francisco Cerundolo
2026-04-13T11:24:00Z,5.95,94.02
2026-04-13T11:25:00Z,4.91,96.00
2026-04-13T11:26:00Z,4.14,97.00
2026-04-13T11:27:00Z,3.93,97.00
2026-04-13T11:28:00Z,4.02,97.00
2026-04-13T11:29:00Z,5.09,95.05
2026-04-13T11:30:00Z,6.00,96.50
2026-04-13T11:31:00Z,4.52,97.00
2026-04-13T11:32:00Z,4.00,98.00
2026-04-13T11:33:00Z,3.81,98.00
2026-04-13T11:34:00Z,3.97,98.00
2026-04-13T11:35:00Z,4.48,97.00
2026-04-13T11:36:00Z,2.49,98.00
2026-04-13T11:37:00Z,2.08,98.00
2026-04-13T11:38:00Z,2.07,98.00
2026-04-13T11:39:00Z,2.96,97.00
2026-04-13T11:40:00Z,2.00,97.00
2026-04-13T11:41:00Z,1.03,97.00
2026-04-13T11:42:00Z,3.10,97.00
2026-04-13T11:43:00Z,1.60,97.00
2026-04-13T11:44:00Z,2.00,99.00
2026-04-13T11:45:00Z,2.00,99.00
2026-04-13T11:46:00Z,2.14,99.00
2026-04-13T11:47:00Z,3.00,99.00
2026-04-13T11:48:00Z,1.00,99.00
2026-04-13T11:49:00Z,2.00,99.00
2026-04-13T11:50:00Z,1.55,99.00
2026-04-13T11:51:00Z,2.00,99.00
2026-04-13T11:52:00Z,2.00,98.00
2026-04-13T11:53:00Z,2.00,98.07
2026-04-13T11:54:00Z,2.00,99.00
2026-04-13T11:55:00Z,1.00,99.00
2026-04-13T11:56:00Z,1.00,99.00
2026-04-13T11:57:00Z,1.00,99.00
2026-04-13T11:58:00Z,1.41,99.00
2026-04-13T11:59:00Z,1.06,99.00
2026-04-13T12:00:00Z,1.00,99.00
2026-04-13T12:01:00Z,1.00,99.00
2026-04-13T12:02:00Z,1.51,99.00
2026-04-13T12:04:00Z,1.09,99.00
2026-04-13T12:05:00Z,1.96,99.00
2026-04-13T12:09:00Z,2.00,99.00
2026-04-13T12:10:00Z,1.00,99.00
2026-04-13T12:11:00Z,2.00,99.00
2026-04-13T12:12:00Z,2.00,99.00
2026-04-13T12:13:00Z,2.00,99.00
2026-04-13T12:14:00Z,2.00,99.00
2026-04-13T12:15:00Z,2.00,99.00
2026-04-13T12:16:00Z,2.79,99.00
2026-04-13T12:17:00Z,2.53,98.76
2026-04-13T12:18:00Z,1.12,99.00
2026-04-13T12:19:00Z,2.00,99.00
2026-04-13T12:20:00Z,2.22,98.00
2026-04-13T12:21:00Z,3.28,98.09
2026-04-13T12:22:00Z,1.24,98.09
2026-04-13T12:23:00Z,2.93,98.48
2026-04-13T12:24:00Z,1.88,99.00
2026-04-13T12:25:00Z,1.00,99.00
2026-04-13T12:26:00Z,1.00,99.00
2026-04-13T12:27:00Z,1.00,99.00
2026-04-13T12:29:00Z,1.00,99.00
2026-04-13T12:36:00Z,1.00,99.00
