# event_ticker=KXATPCHALLENGERMATCH-26JUN02HSUJON
# final_score=6-4 1-6 6-4
# match_winner=Yu Hsiou Hsu
# fav_player=Yu Hsiou Hsu
# dog_player=Sander Jong
# kalshi_date=2026-06-02
timestamp,Yu Hsiou Hsu,Sander Jong
2026-06-02T14:46:00Z,51.01,52.65
2026-06-02T14:47:00Z,54.36,48.00
2026-06-02T14:48:00Z,55.71,44.28
2026-06-02T14:49:00Z,60.57,39.00
2026-06-02T14:50:00Z,66.90,35.93
2026-06-02T14:51:00Z,68.46,31.39
2026-06-02T14:52:00Z,67.00,33.00
2026-06-02T14:53:00Z,68.50,31.25
2026-06-02T14:54:00Z,71.85,29.87
2026-06-02T14:55:00Z,67.19,31.43
2026-06-02T14:56:00Z,67.79,32.00
2026-06-02T14:57:00Z,67.48,33.00
2026-06-02T14:58:00Z,70.00,30.00
2026-06-02T14:59:00Z,69.01,31.00
2026-06-02T15:00:00Z,69.01,32.00
2026-06-02T15:01:00Z,68.99,32.00
2026-06-02T15:02:00Z,68.12,32.00
2026-06-02T15:03:00Z,69.00,30.00
2026-06-02T15:04:00Z,72.00,28.00
2026-06-02T15:05:00Z,71.00,28.00
2026-06-02T15:06:00Z,71.00,28.00
2026-06-02T15:07:00Z,71.81,29.26
2026-06-02T15:08:00Z,71.00,30.00
2026-06-02T15:09:00Z,72.60,30.00
2026-06-02T15:10:00Z,73.00,26.00
2026-06-02T15:11:00Z,73.89,26.00
2026-06-02T15:12:00Z,76.00,26.00
2026-06-02T15:13:00Z,76.00,26.00
2026-06-02T15:14:00Z,76.00,25.00
2026-06-02T15:15:00Z,75.00,24.96
2026-06-02T15:17:00Z,75.80,27.15
2026-06-02T15:18:00Z,72.00,28.00
2026-06-02T15:19:00Z,72.58,28.14
2026-06-02T15:20:00Z,64.17,33.38
2026-06-02T15:21:00Z,64.39,37.92
2026-06-02T15:22:00Z,68.75,32.94
2026-06-02T15:23:00Z,70.52,32.05
2026-06-02T15:24:00Z,73.05,28.65
2026-06-02T15:25:00Z,71.00,29.00
2026-06-02T15:26:00Z,70.50,29.00
2026-06-02T15:27:00Z,71.80,29.00
2026-06-02T15:29:00Z,70.74,29.00
2026-06-02T15:30:00Z,70.25,30.44
2026-06-02T15:31:00Z,63.00,37.56
2026-06-02T15:32:00Z,65.95,37.46
2026-06-02T15:33:00Z,55.84,43.96
2026-06-02T15:34:00Z,62.68,37.83
2026-06-02T15:35:00Z,64.08,35.42
2026-06-02T15:36:00Z,59.46,40.53
2026-06-02T15:37:00Z,59.04,43.18
2026-06-02T15:38:00Z,51.90,48.13
2026-06-02T15:39:00Z,50.42,49.64
2026-06-02T15:40:00Z,48.00,51.21
2026-06-02T15:41:00Z,45.00,55.98
2026-06-02T15:42:00Z,42.00,58.03
2026-06-02T15:43:00Z,40.96,59.62
2026-06-02T15:44:00Z,40.75,59.50
2026-06-02T15:45:00Z,39.69,60.00
2026-06-02T15:46:00Z,41.00,60.00
2026-06-02T15:47:00Z,43.47,62.53
2026-06-02T15:48:00Z,35.98,67.00
2026-06-02T15:49:00Z,42.17,57.51
2026-06-02T15:50:00Z,47.89,52.86
2026-06-02T15:51:00Z,47.25,52.27
2026-06-02T15:52:00Z,46.90,55.88
2026-06-02T15:53:00Z,42.26,58.04
2026-06-02T15:54:00Z,46.94,54.09
2026-06-02T15:55:00Z,48.47,52.00
2026-06-02T15:56:00Z,47.44,53.05
2026-06-02T15:57:00Z,49.00,50.79
2026-06-02T15:58:00Z,54.31,47.59
2026-06-02T15:59:00Z,55.69,47.91
2026-06-02T16:00:00Z,61.12,41.03
2026-06-02T16:01:00Z,52.62,44.42
2026-06-02T16:02:00Z,49.69,49.17
2026-06-02T16:03:00Z,52.54,48.84
2026-06-02T16:04:00Z,51.36,48.49
2026-06-02T16:05:00Z,51.51,49.40
2026-06-02T16:06:00Z,48.63,50.11
2026-06-02T16:07:00Z,43.67,55.63
2026-06-02T16:08:00Z,42.37,55.52
2026-06-02T16:09:00Z,45.57,54.27
2026-06-02T16:10:00Z,44.88,53.84
2026-06-02T16:11:00Z,52.25,49.05
2026-06-02T16:12:00Z,52.29,49.56
2026-06-02T16:13:00Z,47.97,53.32
2026-06-02T16:14:00Z,46.19,50.62
2026-06-02T16:15:00Z,50.02,51.31
2026-06-02T16:16:00Z,34.92,65.31
2026-06-02T16:17:00Z,34.08,65.43
2026-06-02T16:18:00Z,49.96,53.84
2026-06-02T16:19:00Z,53.72,45.58
2026-06-02T16:20:00Z,52.60,49.00
2026-06-02T16:21:00Z,48.00,53.05
2026-06-02T16:22:00Z,45.90,53.93
2026-06-02T16:23:00Z,45.02,55.18
2026-06-02T16:24:00Z,50.16,49.08
2026-06-02T16:25:00Z,54.32,45.95
2026-06-02T16:26:00Z,55.79,44.62
2026-06-02T16:27:00Z,57.53,38.74
2026-06-02T16:28:00Z,75.67,24.76
2026-06-02T16:29:00Z,86.47,12.85
2026-06-02T16:30:00Z,83.72,22.30
2026-06-02T16:31:00Z,99.00,22.30
2026-06-02T16:32:00Z,99.00,22.30
2026-06-02T16:33:00Z,99.00,22.30
