# event_ticker=KXATPCHALLENGERMATCH-26APR17HOLBRO
# final_score=6-3 4-6 6-4
# score_resolution=3-6 6-4 4-6
# match_winner=Liam Broady
# fav_player=August Holmgren
# dog_player=Liam Broady
# kalshi_date=2026-04-17
timestamp,August Holmgren,Liam Broady
2026-04-18T01:15:00Z,15.00,83.46
2026-04-18T01:16:00Z,15.00,84.38
2026-04-18T01:17:00Z,16.24,85.00
2026-04-18T01:19:00Z,15.04,83.00
2026-04-18T01:20:00Z,15.32,85.00
2026-04-18T01:21:00Z,15.53,85.00
2026-04-18T01:22:00Z,15.32,85.00
2026-04-18T01:23:00Z,15.00,85.00
2026-04-18T01:24:00Z,16.00,84.80
2026-04-18T01:25:00Z,15.79,84.60
2026-04-18T01:26:00Z,15.69,84.89
2026-04-18T01:27:00Z,16.00,84.36
2026-04-18T01:28:00Z,15.65,84.00
2026-04-18T01:29:00Z,15.40,85.00
2026-04-18T01:30:00Z,15.09,85.00
2026-04-18T01:31:00Z,16.00,84.64
2026-04-18T01:32:00Z,15.17,85.00
2026-04-18T01:33:00Z,15.58,85.00
2026-04-18T01:34:00Z,15.48,84.23
2026-04-18T01:35:00Z,17.70,84.07
2026-04-18T01:36:00Z,15.44,83.01
2026-04-18T01:37:00Z,16.00,83.69
2026-04-18T01:38:00Z,16.25,84.75
2026-04-18T01:39:00Z,16.23,84.75
2026-04-18T01:40:00Z,16.00,83.13
2026-04-18T01:41:00Z,16.48,83.06
2026-04-18T01:42:00Z,17.00,83.06
2026-04-18T01:43:00Z,15.00,83.00
2026-04-18T01:44:00Z,15.00,83.00
2026-04-18T01:45:00Z,15.00,85.00
2026-04-18T01:46:00Z,16.55,84.41
2026-04-18T01:47:00Z,16.33,84.83
2026-04-18T01:48:00Z,17.00,84.13
2026-04-18T01:49:00Z,17.00,85.00
2026-04-18T01:50:00Z,16.11,85.00
2026-04-18T01:51:00Z,16.11,84.35
2026-04-18T01:52:00Z,15.00,85.00
2026-04-18T01:53:00Z,15.00,83.75
2026-04-18T01:54:00Z,17.12,84.92
2026-04-18T01:55:00Z,17.47,83.00
2026-04-18T01:56:00Z,17.97,85.00
2026-04-18T01:57:00Z,16.46,84.48
2026-04-18T01:58:00Z,15.69,83.00
2026-04-18T01:59:00Z,16.00,85.00
2026-04-18T02:00:00Z,16.00,85.00
2026-04-18T02:01:00Z,15.84,85.00
2026-04-18T02:02:00Z,15.84,84.45
2026-04-18T02:03:00Z,15.67,84.45
2026-04-18T02:04:00Z,15.01,85.00
2026-04-18T02:05:00Z,16.00,85.00
2026-04-18T02:06:00Z,15.56,85.00
2026-04-18T02:07:00Z,15.06,85.00
2026-04-18T02:08:00Z,16.00,84.84
2026-04-18T02:09:00Z,15.00,85.00
2026-04-18T02:10:00Z,16.00,85.00
2026-04-18T02:11:00Z,15.36,85.00
2026-04-18T02:12:00Z,15.00,84.06
2026-04-18T02:13:00Z,15.50,84.24
2026-04-18T02:14:00Z,15.50,84.00
2026-04-18T02:15:00Z,15.01,84.47
2026-04-18T02:16:00Z,15.48,84.09
2026-04-18T02:17:00Z,15.84,85.00
2026-04-18T02:19:00Z,15.00,85.00
2026-04-18T02:20:00Z,15.00,84.00
2026-04-18T02:21:00Z,16.00,85.00
2026-04-18T02:23:00Z,15.09,85.00
2026-04-18T02:24:00Z,15.54,85.00
2026-04-18T02:25:00Z,15.93,85.00
2026-04-18T02:26:00Z,15.85,85.00
2026-04-18T02:27:00Z,15.32,84.34
2026-04-18T02:28:00Z,15.94,84.24
2026-04-18T02:29:00Z,15.85,84.66
2026-04-18T02:30:00Z,15.64,84.17
2026-04-18T02:31:00Z,15.91,84.64
2026-04-18T02:32:00Z,15.99,85.00
2026-04-18T02:33:00Z,16.00,84.00
2026-04-18T02:34:00Z,15.51,85.00
2026-04-18T02:35:00Z,15.00,85.00
2026-04-18T02:37:00Z,15.00,85.00
2026-04-18T02:38:00Z,15.24,85.00
2026-04-18T02:39:00Z,15.00,84.98
2026-04-18T02:40:00Z,16.00,85.00
2026-04-18T02:41:00Z,15.97,84.60
2026-04-18T02:42:00Z,16.00,84.26
2026-04-18T02:43:00Z,15.98,85.00
2026-04-18T02:44:00Z,16.00,84.00
2026-04-18T02:45:00Z,15.97,85.00
2026-04-18T02:46:00Z,15.00,84.00
2026-04-18T02:47:00Z,15.05,84.11
2026-04-18T02:48:00Z,15.74,85.00
2026-04-18T02:49:00Z,16.00,84.00
2026-04-18T02:50:00Z,15.00,84.00
2026-04-18T02:51:00Z,15.87,84.97
2026-04-18T02:52:00Z,15.37,84.95
2026-04-18T02:53:00Z,15.25,85.00
2026-04-18T02:54:00Z,15.04,85.00
2026-04-18T02:55:00Z,15.78,84.00
2026-04-18T02:56:00Z,15.89,85.00
2026-04-18T02:57:00Z,15.89,85.00
2026-04-18T02:58:00Z,16.00,84.95
2026-04-18T02:59:00Z,15.22,84.95
2026-04-18T03:00:00Z,16.00,84.00
2026-04-18T03:01:00Z,16.00,84.00
2026-04-18T03:02:00Z,16.00,84.00
2026-04-18T03:03:00Z,15.00,84.37
2026-04-18T03:04:00Z,15.07,85.00
2026-04-18T03:05:00Z,16.00,85.00
2026-04-18T03:06:00Z,15.00,85.00
2026-04-18T03:07:00Z,15.17,85.00
2026-04-18T03:08:00Z,15.17,84.00
2026-04-18T03:09:00Z,15.68,84.08
2026-04-18T03:10:00Z,16.00,85.00
2026-04-18T03:11:00Z,16.00,84.00
2026-04-18T03:12:00Z,16.00,84.00
2026-04-18T03:13:00Z,16.00,85.00
2026-04-18T03:14:00Z,16.00,84.50
2026-04-18T03:15:00Z,15.63,84.23
2026-04-18T03:16:00Z,15.87,84.28
2026-04-18T03:17:00Z,15.62,84.28
2026-04-18T03:18:00Z,15.62,85.00
2026-04-18T03:19:00Z,16.00,85.00
2026-04-18T03:20:00Z,15.00,84.81
2026-04-18T03:21:00Z,16.00,85.00
2026-04-18T03:22:00Z,15.00,85.00
2026-04-18T03:23:00Z,15.00,84.00
2026-04-18T03:24:00Z,15.02,85.00
2026-04-18T03:25:00Z,15.00,84.44
2026-04-18T03:26:00Z,15.06,84.00
2026-04-18T03:27:00Z,15.18,84.00
2026-04-18T03:28:00Z,15.96,84.73
2026-04-18T03:29:00Z,15.23,84.65
2026-04-18T03:30:00Z,15.14,84.00
2026-04-18T03:31:00Z,15.14,85.00
2026-04-18T03:32:00Z,15.14,85.00
2026-04-18T03:33:00Z,15.90,84.00
2026-04-18T03:34:00Z,15.90,84.89
2026-04-18T03:35:00Z,15.90,85.00
2026-04-18T03:36:00Z,16.00,85.00
2026-04-18T03:37:00Z,15.99,85.00
2026-04-18T03:38:00Z,15.93,85.00
2026-04-18T03:39:00Z,15.93,85.00
2026-04-18T03:40:00Z,15.93,85.00
2026-04-18T03:41:00Z,14.19,84.00
2026-04-18T03:42:00Z,14.00,84.05
2026-04-18T03:44:00Z,15.00,85.00
2026-04-18T03:45:00Z,14.10,85.00
2026-04-18T03:46:00Z,15.00,85.00
2026-04-18T03:47:00Z,15.00,86.00
2026-04-18T03:48:00Z,15.00,85.50
2026-04-18T03:49:00Z,15.00,85.00
2026-04-18T03:50:00Z,14.96,85.00
2026-04-18T03:51:00Z,14.00,85.00
2026-04-18T03:52:00Z,15.00,86.00
2026-04-18T03:53:00Z,14.12,86.00
2026-04-18T03:54:00Z,14.97,86.00
2026-04-18T03:55:00Z,15.00,86.00
2026-04-18T03:56:00Z,14.92,85.37
2026-04-18T03:57:00Z,14.92,85.02
2026-04-18T03:58:00Z,14.92,85.77
2026-04-18T03:59:00Z,14.93,85.77
2026-04-18T04:01:00Z,14.00,85.00
2026-04-18T04:02:00Z,15.00,86.00
2026-04-18T04:03:00Z,14.91,86.00
2026-04-18T04:04:00Z,15.00,86.00
2026-04-18T04:05:00Z,14.00,86.00
2026-04-18T04:07:00Z,14.00,85.00
2026-04-18T04:08:00Z,14.00,86.00
2026-04-18T04:09:00Z,13.67,86.00
2026-04-18T04:10:00Z,14.00,86.76
2026-04-18T04:11:00Z,14.00,86.61
2026-04-18T04:12:00Z,14.00,87.00
2026-04-18T04:13:00Z,14.60,86.00
2026-04-18T04:14:00Z,13.26,86.59
2026-04-18T04:15:00Z,12.15,88.12
2026-04-18T04:16:00Z,11.30,88.24
2026-04-18T04:17:00Z,15.02,86.64
2026-04-18T04:18:00Z,16.41,83.35
2026-04-18T04:19:00Z,16.95,83.24
2026-04-18T04:20:00Z,18.29,82.47
2026-04-18T04:21:00Z,17.63,82.41
2026-04-18T04:22:00Z,19.03,84.31
2026-04-18T04:23:00Z,16.88,85.00
2026-04-18T04:24:00Z,19.01,82.20
2026-04-18T04:25:00Z,20.00,79.71
2026-04-18T04:26:00Z,19.98,81.00
2026-04-18T04:27:00Z,22.86,78.01
2026-04-18T04:28:00Z,21.80,80.41
2026-04-18T04:29:00Z,18.56,83.03
2026-04-18T04:30:00Z,17.24,82.99
2026-04-18T04:31:00Z,20.99,79.04
2026-04-18T04:32:00Z,22.17,78.80
2026-04-18T04:33:00Z,26.13,75.25
2026-04-18T04:34:00Z,24.38,77.00
2026-04-18T04:35:00Z,26.42,74.98
2026-04-18T04:36:00Z,20.85,79.79
2026-04-18T04:37:00Z,20.66,80.28
2026-04-18T04:38:00Z,22.99,77.21
2026-04-18T04:39:00Z,23.93,76.60
2026-04-18T04:40:00Z,24.79,77.00
2026-04-18T04:41:00Z,29.04,73.94
2026-04-18T04:42:00Z,28.30,73.22
2026-04-18T04:43:00Z,28.99,70.39
2026-04-18T04:44:00Z,29.40,76.11
2026-04-18T04:45:00Z,42.31,59.20
2026-04-18T04:46:00Z,45.32,54.99
2026-04-18T04:47:00Z,44.27,56.78
2026-04-18T04:48:00Z,34.50,68.71
2026-04-18T04:49:00Z,28.80,74.81
2026-04-18T04:50:00Z,27.00,76.37
2026-04-18T04:51:00Z,35.81,67.55
2026-04-18T04:52:00Z,43.64,58.11
2026-04-18T04:53:00Z,44.81,56.08
2026-04-18T04:54:00Z,47.23,55.68
2026-04-18T04:55:00Z,50.64,51.75
2026-04-18T04:56:00Z,44.20,56.52
2026-04-18T04:57:00Z,37.82,63.02
2026-04-18T04:58:00Z,27.77,71.78
2026-04-18T04:59:00Z,36.87,68.03
2026-04-18T05:00:00Z,45.79,55.96
2026-04-18T05:01:00Z,44.22,60.33
2026-04-18T05:02:00Z,39.17,61.96
2026-04-18T05:03:00Z,37.22,64.21
2026-04-18T05:04:00Z,40.33,60.28
2026-04-18T05:05:00Z,43.80,57.67
2026-04-18T05:06:00Z,44.15,54.87
2026-04-18T05:07:00Z,43.16,57.83
2026-04-18T05:08:00Z,43.93,58.05
2026-04-18T05:09:00Z,43.38,59.10
2026-04-18T05:10:00Z,37.47,62.95
2026-04-18T05:11:00Z,35.66,64.50
2026-04-18T05:12:00Z,31.64,69.16
2026-04-18T05:13:00Z,34.24,66.77
2026-04-18T05:14:00Z,40.90,60.05
2026-04-18T05:15:00Z,36.60,66.36
2026-04-18T05:16:00Z,29.34,71.05
2026-04-18T05:17:00Z,39.96,61.95
2026-04-18T05:18:00Z,43.11,58.37
2026-04-18T05:19:00Z,45.76,59.18
2026-04-18T05:20:00Z,44.78,59.39
2026-04-18T05:21:00Z,52.30,50.49
2026-04-18T05:22:00Z,41.31,58.44
2026-04-18T05:23:00Z,33.83,67.33
2026-04-18T05:24:00Z,23.33,78.78
2026-04-18T05:25:00Z,8.22,92.42
2026-04-18T05:26:00Z,5.63,94.89
2026-04-18T05:27:00Z,5.01,96.02
2026-04-18T05:28:00Z,1.82,98.60
2026-04-18T05:29:00Z,1.03,99.00
2026-04-18T05:30:00Z,3.25,97.72
2026-04-18T05:31:00Z,1.00,99.00
2026-04-18T05:32:00Z,1.00,99.00
