# event_ticker=KXATPMATCH-26MAR17MULBER
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Matteo Berrettini
# fav_player=Alexandre Muller
# dog_player=Matteo Berrettini
# kalshi_date=2026-03-17
timestamp,Alexandre Muller,Matteo Berrettini
2026-03-19T18:16:00Z,21.00,80.00
2026-03-19T18:17:00Z,21.00,80.00
2026-03-19T18:18:00Z,21.00,80.00
2026-03-19T18:19:00Z,20.00,80.00
2026-03-19T18:20:00Z,19.65,80.06
2026-03-19T18:21:00Z,21.99,79.99
2026-03-19T18:22:00Z,23.00,78.88
2026-03-19T18:23:00Z,21.00,78.00
2026-03-19T18:24:00Z,22.19,77.57
2026-03-19T18:25:00Z,24.02,75.68
2026-03-19T18:26:00Z,24.56,75.68
2026-03-19T18:27:00Z,20.00,78.01
2026-03-19T18:28:00Z,20.00,77.11
2026-03-19T18:29:00Z,18.87,81.29
2026-03-19T18:30:00Z,18.00,81.40
2026-03-19T18:31:00Z,19.00,80.97
2026-03-19T18:32:00Z,20.72,78.53
2026-03-19T18:33:00Z,19.00,80.53
2026-03-19T18:34:00Z,13.75,89.91
2026-03-19T18:35:00Z,11.98,89.00
2026-03-19T18:36:00Z,11.00,89.64
2026-03-19T18:37:00Z,11.00,89.00
2026-03-19T18:38:00Z,11.00,89.00
2026-03-19T18:39:00Z,7.38,92.00
2026-03-19T18:40:00Z,9.00,92.00
2026-03-19T18:41:00Z,9.76,92.00
2026-03-19T18:42:00Z,10.00,92.00
2026-03-19T18:43:00Z,10.00,92.00
2026-03-19T18:44:00Z,11.11,89.88
2026-03-19T18:45:00Z,12.88,89.88
2026-03-19T18:46:00Z,12.23,90.00
2026-03-19T18:47:00Z,8.95,91.05
2026-03-19T18:48:00Z,10.25,91.00
2026-03-19T18:49:00Z,9.62,90.20
2026-03-19T18:50:00Z,10.74,91.00
2026-03-19T18:51:00Z,11.00,90.51
2026-03-19T18:52:00Z,9.00,91.00
2026-03-19T18:53:00Z,8.00,91.84
2026-03-19T18:54:00Z,8.03,92.00
2026-03-19T18:55:00Z,9.89,90.00
2026-03-19T18:56:00Z,9.11,90.00
2026-03-19T18:57:00Z,7.87,93.00
2026-03-19T18:58:00Z,9.31,90.10
2026-03-19T18:59:00Z,10.00,90.10
2026-03-19T19:00:00Z,9.32,90.10
2026-03-19T19:01:00Z,11.43,89.25
2026-03-19T19:02:00Z,11.94,90.34
2026-03-19T19:03:00Z,8.44,90.34
2026-03-19T19:04:00Z,8.88,92.79
2026-03-19T19:05:00Z,8.34,92.32
2026-03-19T19:06:00Z,6.55,92.32
2026-03-19T19:07:00Z,3.18,95.19
2026-03-19T19:08:00Z,2.91,97.67
2026-03-19T19:09:00Z,3.35,97.00
2026-03-19T19:10:00Z,3.25,97.00
2026-03-19T19:11:00Z,3.09,98.00
2026-03-19T19:12:00Z,2.63,98.00
2026-03-19T19:13:00Z,3.98,98.00
2026-03-19T19:14:00Z,3.00,97.00
2026-03-19T19:15:00Z,3.45,97.00
2026-03-19T19:16:00Z,4.00,97.00
2026-03-19T19:17:00Z,2.06,98.00
2026-03-19T19:18:00Z,1.00,98.97
2026-03-19T19:19:00Z,1.43,98.04
2026-03-19T19:20:00Z,1.51,98.78
2026-03-19T19:21:00Z,2.00,98.00
2026-03-19T19:22:00Z,2.71,98.00
2026-03-19T19:23:00Z,2.65,98.00
2026-03-19T19:24:00Z,2.11,97.69
2026-03-19T19:25:00Z,1.76,98.98
2026-03-19T19:26:00Z,1.00,98.00
2026-03-19T19:27:00Z,2.33,98.00
2026-03-19T19:28:00Z,1.07,99.00
2026-03-19T19:29:00Z,1.06,99.00
2026-03-19T19:30:00Z,1.24,99.00
2026-03-19T19:31:00Z,1.00,99.00
2026-03-19T19:32:00Z,1.00,99.00
2026-03-19T19:33:00Z,1.00,99.00
2026-03-19T19:34:00Z,1.00,99.00
2026-03-19T19:35:00Z,1.00,99.00
2026-03-19T19:37:00Z,1.99,99.00
2026-03-19T19:38:00Z,3.68,99.00
2026-03-19T19:39:00Z,1.00,99.00
2026-03-19T19:40:00Z,1.00,99.00
2026-03-19T19:41:00Z,1.00,99.00
