# event_ticker=KXATPMATCH-26JUN12MPEBUB
# final_score=7-6(5) 7-6(3)
# score_resolution=7-6 7-6
# match_winner=Alexander Bublik
# fav_player=Alexander Bublik
# dog_player=Giovanni Mpetshi Perricard
# kalshi_date=2026-06-12
timestamp,Giovanni Mpetshi Perricard,Alexander Bublik
2026-06-12T14:16:00Z,31.96,69.57
2026-06-12T14:17:00Z,34.65,66.12
2026-06-12T14:18:00Z,34.20,65.38
2026-06-12T14:19:00Z,37.53,64.90
2026-06-12T14:20:00Z,37.65,64.14
2026-06-12T14:21:00Z,35.03,65.95
2026-06-12T14:22:00Z,34.98,65.89
2026-06-12T14:23:00Z,34.15,66.99
2026-06-12T14:24:00Z,38.06,63.59
2026-06-12T14:25:00Z,37.73,63.02
2026-06-12T14:26:00Z,39.79,59.03
2026-06-12T14:27:00Z,36.81,61.70
2026-06-12T14:28:00Z,35.33,66.97
2026-06-12T14:29:00Z,23.49,78.06
2026-06-12T14:30:00Z,20.42,77.98
2026-06-12T14:31:00Z,19.95,80.50
2026-06-12T14:32:00Z,21.01,79.24
2026-06-12T14:33:00Z,19.89,80.93
2026-06-12T14:34:00Z,23.50,79.21
2026-06-12T14:35:00Z,24.33,76.70
2026-06-12T14:36:00Z,24.14,76.31
2026-06-12T14:37:00Z,23.00,77.00
2026-06-12T14:38:00Z,23.32,77.00
