# event_ticker=KXATPCHALLENGERMATCH-26MAR24SAKJOR
# final_score=6-1 1-6 7-5
# score_resolution=1-6 6-1 5-7
# match_winner=Stefanos Sakellaridis
# fav_player=David Jorda Sanchis
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-03-24
timestamp,David Jorda Sanchis,Stefanos Sakellaridis
2026-03-24T17:00:00Z,44.00,58.00
2026-03-24T17:05:00Z,44.00,58.00
2026-03-24T17:06:00Z,44.00,58.00
2026-03-24T17:07:00Z,44.00,58.64
2026-03-24T17:10:00Z,44.00,58.00
2026-03-24T17:11:00Z,44.00,58.00
2026-03-24T17:12:00Z,44.00,58.11
2026-03-24T17:13:00Z,44.00,58.11
2026-03-24T17:15:00Z,44.00,56.00
2026-03-24T17:16:00Z,44.00,53.32
2026-03-24T17:17:00Z,46.00,56.54
2026-03-24T17:18:00Z,43.00,61.03
2026-03-24T17:19:00Z,39.34,65.00
2026-03-24T17:20:00Z,45.00,58.00
2026-03-24T17:21:00Z,46.00,55.41
2026-03-24T17:22:00Z,47.80,53.00
2026-03-24T17:23:00Z,53.37,48.34
2026-03-24T17:24:00Z,55.00,50.08
2026-03-24T17:25:00Z,51.00,53.00
2026-03-24T17:26:00Z,41.92,59.00
2026-03-24T17:27:00Z,41.92,61.85
2026-03-24T17:28:00Z,45.38,64.32
2026-03-24T17:29:00Z,37.45,63.71
2026-03-24T17:30:00Z,39.00,65.83
2026-03-24T17:31:00Z,38.90,64.51
2026-03-24T17:32:00Z,38.00,64.51
2026-03-24T17:33:00Z,42.28,53.37
2026-03-24T17:34:00Z,42.00,59.00
2026-03-24T17:35:00Z,42.00,59.30
2026-03-24T17:36:00Z,42.00,59.34
2026-03-24T17:37:00Z,40.18,66.96
2026-03-24T17:38:00Z,37.82,62.76
2026-03-24T17:39:00Z,33.00,67.04
2026-03-24T17:40:00Z,27.00,73.27
2026-03-24T17:41:00Z,27.61,73.99
2026-03-24T17:42:00Z,27.61,72.15
2026-03-24T17:43:00Z,24.21,72.15
2026-03-24T17:44:00Z,25.00,76.09
2026-03-24T17:45:00Z,25.00,77.07
2026-03-24T17:46:00Z,21.53,78.28
2026-03-24T17:47:00Z,21.04,78.99
2026-03-24T17:48:00Z,16.98,84.00
2026-03-24T17:49:00Z,17.00,85.00
2026-03-24T17:50:00Z,15.12,84.04
2026-03-24T17:51:00Z,17.38,85.00
2026-03-24T17:52:00Z,17.38,86.00
2026-03-24T17:53:00Z,17.00,83.11
2026-03-24T17:54:00Z,16.00,85.00
2026-03-24T17:55:00Z,17.75,83.80
2026-03-24T17:56:00Z,15.00,85.31
2026-03-24T17:57:00Z,13.41,86.00
2026-03-24T17:58:00Z,15.00,86.98
2026-03-24T17:59:00Z,14.00,87.00
2026-03-24T18:00:00Z,14.00,87.00
2026-03-24T18:01:00Z,14.89,89.59
2026-03-24T18:02:00Z,20.87,80.38
2026-03-24T18:03:00Z,19.26,80.87
2026-03-24T18:04:00Z,22.52,80.89
2026-03-24T18:05:00Z,26.02,75.46
2026-03-24T18:06:00Z,29.40,73.01
2026-03-24T18:07:00Z,32.65,67.99
2026-03-24T18:08:00Z,33.45,69.32
2026-03-24T18:09:00Z,30.44,71.93
2026-03-24T18:10:00Z,26.23,71.06
2026-03-24T18:11:00Z,30.00,71.00
2026-03-24T18:12:00Z,29.68,70.50
2026-03-24T18:13:00Z,34.94,66.08
2026-03-24T18:14:00Z,35.77,65.21
2026-03-24T18:15:00Z,41.13,56.00
2026-03-24T18:16:00Z,37.99,60.76
2026-03-24T18:17:00Z,40.00,60.76
2026-03-24T18:18:00Z,37.00,62.24
2026-03-24T18:19:00Z,41.02,57.12
2026-03-24T18:21:00Z,44.49,56.23
2026-03-24T18:22:00Z,45.25,57.00
2026-03-24T18:23:00Z,51.79,54.20
2026-03-24T18:24:00Z,50.62,50.95
2026-03-24T18:25:00Z,51.55,49.00
2026-03-24T18:26:00Z,53.36,49.18
2026-03-24T18:27:00Z,55.61,47.93
2026-03-24T18:28:00Z,54.60,47.00
2026-03-24T18:29:00Z,54.66,46.14
2026-03-24T18:30:00Z,53.12,46.61
2026-03-24T18:31:00Z,53.12,45.49
2026-03-24T18:32:00Z,55.42,45.60
2026-03-24T18:33:00Z,56.85,44.78
2026-03-24T18:34:00Z,58.79,42.49
2026-03-24T18:35:00Z,57.35,43.25
2026-03-24T18:36:00Z,56.97,44.33
2026-03-24T18:37:00Z,57.00,44.00
2026-03-24T18:38:00Z,55.83,47.96
2026-03-24T18:39:00Z,54.90,43.27
2026-03-24T18:40:00Z,60.63,41.90
2026-03-24T18:41:00Z,63.40,38.46
2026-03-24T18:42:00Z,61.38,42.21
2026-03-24T18:43:00Z,56.50,43.75
2026-03-24T18:44:00Z,55.53,46.03
2026-03-24T18:45:00Z,50.75,48.91
2026-03-24T18:46:00Z,57.31,46.55
2026-03-24T18:47:00Z,61.23,43.15
2026-03-24T18:48:00Z,63.24,39.64
2026-03-24T18:49:00Z,62.99,37.98
2026-03-24T18:50:00Z,65.50,43.46
2026-03-24T18:51:00Z,64.38,36.34
2026-03-24T18:52:00Z,56.00,43.85
2026-03-24T18:53:00Z,53.12,46.76
2026-03-24T18:54:00Z,58.53,46.06
2026-03-24T18:55:00Z,62.52,38.44
2026-03-24T18:56:00Z,62.12,38.24
2026-03-24T18:57:00Z,62.00,39.01
2026-03-24T18:58:00Z,60.45,42.81
2026-03-24T18:59:00Z,60.23,39.24
2026-03-24T19:00:00Z,58.25,41.68
2026-03-24T19:01:00Z,62.20,44.13
2026-03-24T19:02:00Z,62.71,42.36
2026-03-24T19:03:00Z,54.97,47.84
2026-03-24T19:04:00Z,51.26,47.52
2026-03-24T19:05:00Z,59.89,42.21
2026-03-24T19:06:00Z,62.01,37.78
2026-03-24T19:07:00Z,63.12,39.19
2026-03-24T19:08:00Z,61.32,39.58
2026-03-24T19:09:00Z,62.44,37.92
2026-03-24T19:10:00Z,59.96,41.80
2026-03-24T19:11:00Z,58.74,46.35
2026-03-24T19:12:00Z,54.14,48.00
2026-03-24T19:13:00Z,52.02,47.02
2026-03-24T19:14:00Z,54.33,50.72
2026-03-24T19:15:00Z,44.11,59.49
2026-03-24T19:16:00Z,50.60,43.33
2026-03-24T19:17:00Z,50.76,50.96
2026-03-24T19:18:00Z,43.31,55.80
2026-03-24T19:19:00Z,37.60,63.65
2026-03-24T19:20:00Z,38.60,64.00
2026-03-24T19:21:00Z,40.60,57.89
2026-03-24T19:22:00Z,56.71,44.87
2026-03-24T19:23:00Z,62.29,39.32
2026-03-24T19:24:00Z,62.71,37.92
2026-03-24T19:25:00Z,62.89,40.96
2026-03-24T19:26:00Z,53.73,46.62
2026-03-24T19:27:00Z,50.31,53.44
2026-03-24T19:28:00Z,44.94,51.79
2026-03-24T19:29:00Z,32.68,66.36
2026-03-24T19:30:00Z,16.99,89.77
2026-03-24T19:31:00Z,18.87,84.28
2026-03-24T19:32:00Z,10.94,89.69
2026-03-24T19:33:00Z,8.79,90.35
2026-03-24T19:34:00Z,4.79,94.20
2026-03-24T19:35:00Z,2.89,97.27
2026-03-24T19:36:00Z,1.00,99.00
2026-03-24T19:37:00Z,1.00,99.00
