# event_ticker=KXATPCHALLENGERMATCH-26APR14PURZIN
# final_score=4-6 7-6(6) 6-1
# score_resolution=6-4 6-7 1-6
# match_winner=Tyler Zink
# fav_player=Saba Purtseladze
# dog_player=Tyler Zink
# kalshi_date=2026-04-14
timestamp,Saba Purtseladze,Tyler Zink
2026-04-14T20:49:00Z,24.52,84.44
2026-04-14T20:50:00Z,17.81,84.03
2026-04-14T20:51:00Z,18.12,83.48
2026-04-14T20:52:00Z,20.63,80.74
2026-04-14T20:53:00Z,19.18,79.39
2026-04-14T20:54:00Z,23.51,75.70
2026-04-14T20:55:00Z,26.01,74.00
2026-04-14T20:56:00Z,29.69,71.08
2026-04-14T20:57:00Z,30.30,69.46
2026-04-14T20:58:00Z,33.33,70.00
2026-04-14T20:59:00Z,31.85,69.94
2026-04-14T21:00:00Z,31.99,69.58
2026-04-14T21:01:00Z,31.08,70.00
2026-04-14T21:02:00Z,30.78,69.04
2026-04-14T21:03:00Z,31.70,68.36
2026-04-14T21:04:00Z,31.24,71.67
2026-04-14T21:05:00Z,31.08,73.71
2026-04-14T21:06:00Z,31.79,72.06
2026-04-14T21:07:00Z,33.51,67.32
2026-04-14T21:08:00Z,31.40,71.97
2026-04-14T21:09:00Z,26.30,76.48
2026-04-14T21:10:00Z,25.96,76.35
2026-04-14T21:11:00Z,29.65,68.26
2026-04-14T21:12:00Z,33.15,67.30
2026-04-14T21:13:00Z,30.18,70.62
2026-04-14T21:14:00Z,30.72,70.04
2026-04-14T21:15:00Z,30.00,70.99
2026-04-14T21:16:00Z,32.09,69.64
2026-04-14T21:17:00Z,33.82,68.29
2026-04-14T21:18:00Z,30.94,72.58
2026-04-14T21:19:00Z,33.77,68.65
2026-04-14T21:20:00Z,37.44,64.76
2026-04-14T21:21:00Z,35.61,65.13
2026-04-14T21:22:00Z,34.77,67.00
2026-04-14T21:23:00Z,31.94,70.41
2026-04-14T21:24:00Z,33.08,67.70
2026-04-14T21:25:00Z,29.77,69.03
2026-04-14T21:26:00Z,39.36,61.87
2026-04-14T21:27:00Z,38.86,61.40
2026-04-14T21:28:00Z,38.57,62.00
2026-04-14T21:29:00Z,38.79,61.56
2026-04-14T21:30:00Z,38.86,61.62
2026-04-14T21:31:00Z,39.44,61.96
2026-04-14T21:32:00Z,38.49,62.00
2026-04-14T21:33:00Z,39.86,62.00
2026-04-14T21:34:00Z,39.09,62.17
2026-04-14T21:35:00Z,33.36,66.45
2026-04-14T21:36:00Z,35.13,66.44
2026-04-14T21:37:00Z,34.91,66.96
2026-04-14T21:38:00Z,34.16,67.52
2026-04-14T21:39:00Z,39.43,63.87
2026-04-14T21:40:00Z,40.88,61.95
2026-04-14T21:41:00Z,36.58,65.68
2026-04-14T21:42:00Z,32.15,68.24
2026-04-14T21:43:00Z,30.00,70.77
2026-04-14T21:44:00Z,33.95,67.10
2026-04-14T21:45:00Z,29.90,71.12
2026-04-14T21:46:00Z,24.35,75.52
2026-04-14T21:47:00Z,26.68,74.67
2026-04-14T21:48:00Z,26.39,75.40
2026-04-14T21:49:00Z,22.27,77.09
2026-04-14T21:50:00Z,21.82,78.73
2026-04-14T21:51:00Z,20.57,79.81
2026-04-14T21:52:00Z,19.36,81.58
2026-04-14T21:53:00Z,17.87,83.57
2026-04-14T21:54:00Z,15.77,83.90
2026-04-14T21:55:00Z,15.87,84.51
2026-04-14T21:56:00Z,17.38,83.49
2026-04-14T21:57:00Z,21.30,81.38
2026-04-14T21:58:00Z,22.81,77.33
2026-04-14T21:59:00Z,23.00,77.99
2026-04-14T22:00:00Z,22.95,77.19
2026-04-14T22:01:00Z,21.67,78.90
2026-04-14T22:02:00Z,23.12,78.02
2026-04-14T22:03:00Z,22.42,78.64
2026-04-14T22:04:00Z,24.17,76.98
2026-04-14T22:05:00Z,27.25,74.78
2026-04-14T22:06:00Z,35.65,66.78
2026-04-14T22:07:00Z,37.72,62.51
2026-04-14T22:08:00Z,42.70,57.82
2026-04-14T22:09:00Z,40.27,61.54
2026-04-14T22:10:00Z,39.74,62.35
2026-04-14T22:11:00Z,45.79,54.44
2026-04-14T22:12:00Z,47.23,54.58
2026-04-14T22:13:00Z,48.34,52.33
2026-04-14T22:14:00Z,45.61,55.98
2026-04-14T22:15:00Z,44.24,56.19
2026-04-14T22:16:00Z,41.14,59.17
2026-04-14T22:17:00Z,40.86,59.52
2026-04-14T22:18:00Z,43.57,58.60
2026-04-14T22:19:00Z,47.31,54.41
2026-04-14T22:20:00Z,43.62,59.61
2026-04-14T22:21:00Z,44.62,55.67
2026-04-14T22:22:00Z,48.72,51.64
2026-04-14T22:23:00Z,48.38,53.78
2026-04-14T22:24:00Z,54.28,44.96
2026-04-14T22:25:00Z,55.32,43.07
2026-04-14T22:26:00Z,70.18,29.63
2026-04-14T22:27:00Z,54.10,47.32
2026-04-14T22:28:00Z,44.99,55.69
2026-04-14T22:29:00Z,46.18,54.92
2026-04-14T22:30:00Z,50.38,50.49
2026-04-14T22:31:00Z,46.80,54.84
2026-04-14T22:32:00Z,43.95,54.67
2026-04-14T22:33:00Z,45.89,54.10
2026-04-14T22:34:00Z,35.38,65.20
2026-04-14T22:35:00Z,39.95,64.22
2026-04-14T22:36:00Z,43.50,55.79
2026-04-14T22:37:00Z,51.01,48.88
2026-04-14T22:38:00Z,47.76,52.99
2026-04-14T22:39:00Z,58.71,41.10
2026-04-14T22:40:00Z,62.95,40.57
2026-04-14T22:41:00Z,76.20,26.14
2026-04-14T22:42:00Z,75.68,24.60
2026-04-14T22:43:00Z,60.44,38.82
2026-04-14T22:44:00Z,45.83,55.75
2026-04-14T22:45:00Z,36.17,64.99
2026-04-14T22:46:00Z,47.45,50.14
2026-04-14T22:47:00Z,43.55,53.34
2026-04-14T22:48:00Z,27.76,69.42
2026-04-14T22:49:00Z,27.57,73.14
2026-04-14T22:50:00Z,29.82,71.83
2026-04-14T22:51:00Z,29.93,71.32
2026-04-14T22:52:00Z,29.97,70.89
2026-04-14T22:53:00Z,30.90,71.27
2026-04-14T22:54:00Z,31.06,69.46
2026-04-14T22:55:00Z,30.52,70.90
2026-04-14T22:56:00Z,31.51,69.82
2026-04-14T22:57:00Z,31.65,69.75
2026-04-14T22:58:00Z,29.52,71.71
2026-04-14T22:59:00Z,25.66,75.14
2026-04-14T23:00:00Z,13.39,86.35
2026-04-14T23:01:00Z,10.78,89.09
2026-04-14T23:02:00Z,8.04,91.62
2026-04-14T23:03:00Z,6.93,93.26
2026-04-14T23:04:00Z,5.67,94.18
2026-04-14T23:05:00Z,4.76,95.57
2026-04-14T23:06:00Z,6.50,94.32
2026-04-14T23:07:00Z,6.35,93.59
2026-04-14T23:08:00Z,6.42,93.70
2026-04-14T23:09:00Z,6.91,92.47
2026-04-14T23:10:00Z,5.97,97.09
2026-04-14T23:11:00Z,5.45,97.01
2026-04-14T23:12:00Z,7.43,93.69
2026-04-14T23:13:00Z,6.34,95.24
2026-04-14T23:14:00Z,2.63,96.32
2026-04-14T23:15:00Z,2.74,97.68
2026-04-14T23:16:00Z,2.41,98.22
2026-04-14T23:17:00Z,1.76,98.78
2026-04-14T23:18:00Z,1.87,98.73
2026-04-14T23:19:00Z,1.83,98.88
2026-04-14T23:20:00Z,2.79,98.52
2026-04-14T23:21:00Z,1.96,98.15
2026-04-14T23:22:00Z,2.12,98.73
2026-04-14T23:23:00Z,1.51,98.97
2026-04-14T23:24:00Z,1.24,98.93
2026-04-14T23:25:00Z,1.12,98.97
2026-04-14T23:26:00Z,1.00,99.00
2026-04-14T23:27:00Z,1.00,99.00
