# event_ticker=KXATPMATCH-25JUL16RUUSTR
# final_score=7-5 7-6(6)
# score_resolution=7-5 7-6
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Dominic Stricker
# kalshi_date=2025-07-16
timestamp,Casper Ruud,Dominic Stricker
2025-07-16T14:55:00Z,91.00,11.00
2025-07-16T14:57:00Z,93.00,7.00
2025-07-16T14:58:00Z,93.30,7.00
2025-07-16T14:59:00Z,87.29,10.00
2025-07-16T15:00:00Z,87.29,10.00
2025-07-16T15:01:00Z,87.29,16.00
2025-07-16T15:02:00Z,80.08,16.71
2025-07-16T15:03:00Z,80.08,26.41
2025-07-16T15:04:00Z,90.00,13.00
2025-07-16T15:05:00Z,84.57,20.15
2025-07-16T15:06:00Z,78.15,24.49
2025-07-16T15:07:00Z,82.14,25.23
2025-07-16T15:08:00Z,89.32,10.66
2025-07-16T15:09:00Z,97.78,1.61
