# event_ticker=KXATPMATCH-26FEB16ZAYPOP
# final_score=6-0 6-2
# match_winner=Alexei Popyrin
# fav_player=Alexei Popyrin
# dog_player=Mubarak Shannan Zayid
# kalshi_date=2026-02-16
timestamp,Alexei Popyrin,Mubarak Shannan Zayid
2026-02-16T07:44:00Z,97.00,4.00
2026-02-16T07:47:00Z,97.00,6.00
2026-02-16T07:53:00Z,95.00,7.00
2026-02-16T07:55:00Z,95.00,7.00
2026-02-16T07:59:00Z,95.00,7.00
2026-02-16T08:10:00Z,95.00,7.00
2026-02-16T08:14:00Z,92.00,7.26
2026-02-16T08:15:00Z,91.00,10.99
2026-02-16T08:16:00Z,91.00,11.00
2026-02-16T08:17:00Z,91.00,11.00
2026-02-16T08:18:00Z,91.00,10.97
2026-02-16T08:19:00Z,91.00,10.99
2026-02-16T08:20:00Z,90.00,12.00
2026-02-16T08:21:00Z,90.00,9.50
2026-02-16T08:22:00Z,90.00,12.00
2026-02-16T08:23:00Z,90.00,12.00
2026-02-16T08:24:00Z,90.00,12.00
2026-02-16T08:26:00Z,90.00,12.00
2026-02-16T08:27:00Z,90.00,12.00
2026-02-16T08:28:00Z,89.83,12.47
2026-02-16T08:29:00Z,89.83,14.00
2026-02-16T08:30:00Z,89.00,13.00
2026-02-16T08:32:00Z,89.00,11.00
2026-02-16T08:33:00Z,88.00,14.00
2026-02-16T08:34:00Z,88.00,14.47
2026-02-16T08:35:00Z,93.00,14.47
2026-02-16T08:37:00Z,88.00,13.50
2026-02-16T08:41:00Z,88.00,16.06
2026-02-16T08:42:00Z,86.79,15.84
2026-02-16T08:43:00Z,92.00,13.00
2026-02-16T08:44:00Z,88.02,13.98
2026-02-16T08:45:00Z,88.02,15.00
2026-02-16T08:51:00Z,92.00,15.00
2026-02-16T08:55:00Z,88.00,14.00
2026-02-16T09:02:00Z,90.85,14.00
2026-02-16T09:06:00Z,88.00,14.00
2026-02-16T09:07:00Z,88.00,14.00
2026-02-16T09:08:00Z,88.00,12.76
2026-02-16T09:09:00Z,92.21,13.58
2026-02-16T09:10:00Z,93.00,14.03
2026-02-16T09:11:00Z,93.00,7.00
2026-02-16T09:12:00Z,88.00,13.94
2026-02-16T09:13:00Z,88.00,13.94
2026-02-16T09:18:00Z,92.68,13.94
2026-02-16T09:21:00Z,89.00,13.00
2026-02-16T09:22:00Z,93.04,5.22
2026-02-16T09:23:00Z,93.03,5.00
2026-02-16T09:24:00Z,94.93,5.00
2026-02-16T09:25:00Z,95.00,5.00
2026-02-16T09:26:00Z,95.28,8.91
2026-02-16T09:27:00Z,95.00,8.91
2026-02-16T09:28:00Z,95.86,7.00
2026-02-16T09:29:00Z,95.86,8.00
2026-02-16T09:35:00Z,95.00,7.07
2026-02-16T09:42:00Z,95.00,7.06
2026-02-16T09:44:00Z,95.00,7.00
2026-02-16T09:45:00Z,95.00,8.48
2026-02-16T09:46:00Z,95.00,7.13
2026-02-16T09:49:00Z,95.00,7.00
2026-02-16T09:57:00Z,95.91,7.00
2026-02-16T10:06:00Z,95.91,9.48
2026-02-16T10:09:00Z,95.91,10.00
2026-02-16T10:13:00Z,96.00,9.00
2026-02-16T10:16:00Z,96.00,4.00
2026-02-16T10:18:00Z,96.00,9.00
2026-02-16T10:22:00Z,96.00,5.00
2026-02-16T10:23:00Z,96.00,8.98
2026-02-16T10:24:00Z,96.00,9.00
2026-02-16T10:26:00Z,96.00,9.00
2026-02-16T10:28:00Z,96.00,9.69
2026-02-16T10:29:00Z,96.00,5.00
2026-02-16T10:30:00Z,96.00,4.67
2026-02-16T10:34:00Z,96.00,9.90
2026-02-16T10:35:00Z,96.00,9.93
2026-02-16T10:36:00Z,96.00,5.47
2026-02-16T10:37:00Z,96.00,4.00
2026-02-16T10:39:00Z,97.01,4.13
2026-02-16T10:40:00Z,97.01,3.40
2026-02-16T10:41:00Z,95.81,6.87
2026-02-16T10:42:00Z,97.11,4.93
2026-02-16T10:43:00Z,98.23,2.87
2026-02-16T10:44:00Z,99.00,2.35
2026-02-16T10:45:00Z,98.00,4.90
2026-02-16T10:46:00Z,99.00,4.44
2026-02-16T10:47:00Z,98.01,2.00
2026-02-16T10:48:00Z,98.00,2.77
2026-02-16T10:49:00Z,98.74,3.99
2026-02-16T10:50:00Z,99.00,2.36
2026-02-16T10:51:00Z,99.00,2.11
2026-02-16T10:52:00Z,99.00,2.08
2026-02-16T10:53:00Z,99.00,3.00
2026-02-16T10:54:00Z,99.00,2.10
2026-02-16T10:55:00Z,99.00,1.94
2026-02-16T10:56:00Z,99.00,2.55
2026-02-16T10:57:00Z,99.00,2.20
2026-02-16T10:58:00Z,99.00,1.10
2026-02-16T10:59:00Z,99.00,1.92
2026-02-16T11:00:00Z,98.00,1.95
2026-02-16T11:01:00Z,99.00,1.95
2026-02-16T11:02:00Z,99.00,1.04
2026-02-16T11:03:00Z,99.00,1.99
2026-02-16T11:04:00Z,99.00,1.95
2026-02-16T11:05:00Z,99.00,1.77
2026-02-16T11:06:00Z,99.00,1.72
2026-02-16T11:07:00Z,98.68,2.89
2026-02-16T11:08:00Z,99.00,3.11
2026-02-16T11:09:00Z,99.00,1.98
2026-02-16T11:10:00Z,99.00,1.00
2026-02-16T11:11:00Z,99.00,1.03
2026-02-16T11:12:00Z,99.00,2.00
2026-02-16T11:13:00Z,99.00,1.00
2026-02-16T11:14:00Z,99.00,1.00
2026-02-16T11:15:00Z,99.00,1.00
2026-02-16T11:18:00Z,99.00,1.00
2026-02-16T11:19:00Z,99.00,1.00
2026-02-16T11:20:00Z,99.00,1.00
2026-02-16T11:22:00Z,99.00,1.00
2026-02-16T11:26:00Z,99.00,1.00
2026-02-16T11:27:00Z,99.00,1.00
2026-02-16T11:28:00Z,99.00,1.00
2026-02-16T11:33:00Z,99.00,1.00
2026-02-16T11:34:00Z,99.00,1.00
2026-02-16T11:36:00Z,99.00,1.00
2026-02-16T11:37:00Z,99.00,1.00
2026-02-16T11:38:00Z,99.00,1.00
2026-02-16T11:39:00Z,99.00,1.00
2026-02-16T11:41:00Z,99.00,1.00
2026-02-16T11:42:00Z,99.00,1.00
