# event_ticker=KXATPCHALLENGERMATCH-26APR14BOSOLI
# final_score=4-6 6-4 6-3
# score_resolution=6-4 4-6 3-6
# match_winner=Pedro Boscardin Dias
# fav_player=Genaro Alberto Olivieri
# dog_player=Pedro Boscardin Dias
# kalshi_date=2026-04-14
timestamp,Genaro Alberto Olivieri,Pedro Boscardin Dias
2026-04-14T19:44:00Z,66.00,33.00
2026-04-14T19:45:00Z,65.81,32.00
2026-04-14T19:46:00Z,74.13,25.93
2026-04-14T19:47:00Z,80.05,21.15
2026-04-14T19:48:00Z,81.00,19.00
2026-04-14T19:49:00Z,81.55,19.00
2026-04-14T19:50:00Z,81.19,17.58
2026-04-14T19:51:00Z,82.00,19.00
2026-04-14T19:52:00Z,79.00,22.62
2026-04-14T19:53:00Z,80.00,22.67
2026-04-14T19:54:00Z,79.61,21.71
2026-04-14T19:55:00Z,79.00,21.50
2026-04-14T19:56:00Z,78.15,22.74
2026-04-14T19:57:00Z,81.96,19.59
2026-04-14T19:58:00Z,82.69,17.78
2026-04-14T19:59:00Z,82.69,17.78
2026-04-14T20:00:00Z,80.10,20.26
2026-04-14T20:01:00Z,83.38,16.07
2026-04-14T20:02:00Z,82.00,20.73
2026-04-14T20:03:00Z,84.81,15.07
2026-04-14T20:04:00Z,85.99,14.81
2026-04-14T20:05:00Z,81.39,20.04
2026-04-14T20:06:00Z,81.39,21.99
2026-04-14T20:07:00Z,78.00,21.26
2026-04-14T20:08:00Z,80.67,19.99
2026-04-14T20:09:00Z,80.68,20.33
2026-04-14T20:10:00Z,80.86,20.55
2026-04-14T20:11:00Z,79.06,20.22
2026-04-14T20:12:00Z,78.00,25.02
2026-04-14T20:13:00Z,76.00,25.91
2026-04-14T20:14:00Z,72.30,29.14
2026-04-14T20:15:00Z,73.78,25.95
2026-04-14T20:16:00Z,75.54,29.29
2026-04-14T20:17:00Z,73.27,25.51
2026-04-14T20:18:00Z,75.52,24.33
2026-04-14T20:19:00Z,76.78,25.22
2026-04-14T20:20:00Z,77.53,22.09
2026-04-14T20:21:00Z,73.99,26.61
2026-04-14T20:22:00Z,70.83,29.86
2026-04-14T20:23:00Z,72.45,29.45
2026-04-14T20:24:00Z,74.77,27.24
2026-04-14T20:25:00Z,76.34,25.49
2026-04-14T20:26:00Z,77.95,23.56
2026-04-14T20:27:00Z,81.45,19.11
2026-04-14T20:28:00Z,81.90,21.48
2026-04-14T20:29:00Z,72.10,28.59
2026-04-14T20:30:00Z,72.00,30.57
2026-04-14T20:31:00Z,73.52,30.35
2026-04-14T20:32:00Z,73.39,28.28
2026-04-14T20:33:00Z,76.11,24.45
2026-04-14T20:34:00Z,74.20,27.26
2026-04-14T20:35:00Z,69.30,36.15
2026-04-14T20:36:00Z,67.48,38.87
2026-04-14T20:37:00Z,51.57,48.63
2026-04-14T20:38:00Z,51.09,49.34
2026-04-14T20:39:00Z,52.00,49.51
2026-04-14T20:40:00Z,53.62,47.33
2026-04-14T20:41:00Z,53.47,49.45
2026-04-14T20:42:00Z,52.51,49.06
2026-04-14T20:43:00Z,51.99,49.79
2026-04-14T20:44:00Z,53.57,49.32
2026-04-14T20:45:00Z,56.32,45.52
2026-04-14T20:46:00Z,65.27,38.76
2026-04-14T20:47:00Z,71.62,30.54
2026-04-14T20:48:00Z,73.02,26.49
2026-04-14T20:49:00Z,77.59,23.61
2026-04-14T20:50:00Z,77.17,23.06
2026-04-14T20:51:00Z,66.69,34.23
2026-04-14T20:52:00Z,73.61,31.52
2026-04-14T20:53:00Z,65.43,36.60
2026-04-14T20:54:00Z,54.09,45.66
2026-04-14T20:55:00Z,53.53,48.41
2026-04-14T20:56:00Z,52.63,48.29
2026-04-14T20:57:00Z,59.17,44.37
2026-04-14T20:58:00Z,52.43,46.56
2026-04-14T20:59:00Z,46.97,54.39
2026-04-14T21:00:00Z,44.27,56.29
2026-04-14T21:01:00Z,39.94,58.19
2026-04-14T21:02:00Z,43.91,59.67
2026-04-14T21:03:00Z,30.16,72.85
2026-04-14T21:04:00Z,22.11,76.97
2026-04-14T21:05:00Z,24.71,77.70
2026-04-14T21:06:00Z,14.92,86.52
2026-04-14T21:07:00Z,12.25,88.04
2026-04-14T21:08:00Z,12.36,87.84
2026-04-14T21:09:00Z,11.27,89.71
2026-04-14T21:10:00Z,11.72,88.88
2026-04-14T21:11:00Z,12.89,88.96
2026-04-14T21:12:00Z,9.89,90.72
2026-04-14T21:13:00Z,7.77,91.97
2026-04-14T21:14:00Z,12.39,88.62
2026-04-14T21:15:00Z,9.78,90.41
2026-04-14T21:16:00Z,8.97,91.62
2026-04-14T21:17:00Z,8.50,93.46
2026-04-14T21:18:00Z,11.25,89.35
2026-04-14T21:19:00Z,14.73,86.11
2026-04-14T21:20:00Z,19.62,80.77
2026-04-14T21:21:00Z,15.50,87.20
2026-04-14T21:22:00Z,15.05,84.89
2026-04-14T21:23:00Z,18.25,79.23
2026-04-14T21:24:00Z,33.13,71.08
2026-04-14T21:25:00Z,39.33,60.70
2026-04-14T21:26:00Z,37.26,62.42
2026-04-14T21:27:00Z,39.12,63.54
2026-04-14T21:28:00Z,29.52,72.10
2026-04-14T21:29:00Z,20.28,79.03
2026-04-14T21:30:00Z,28.93,71.57
2026-04-14T21:31:00Z,31.70,69.42
2026-04-14T21:32:00Z,21.94,79.91
2026-04-14T21:33:00Z,10.70,88.56
2026-04-14T21:34:00Z,13.37,87.79
2026-04-14T21:35:00Z,12.67,84.43
2026-04-14T21:36:00Z,3.89,96.38
2026-04-14T21:37:00Z,1.00,99.00
2026-04-14T21:38:00Z,1.00,99.00
2026-04-14T21:39:00Z,1.00,99.00
2026-04-14T21:40:00Z,1.00,99.00
2026-04-14T21:41:00Z,1.00,99.00
2026-04-14T21:42:00Z,1.00,99.00
2026-04-14T21:43:00Z,1.00,99.00
