# event_ticker=KXATPCHALLENGERMATCH-26JUN06MAYHEN
# final_score=6-1 6-4
# match_winner=Philip Henning
# fav_player=Philip Henning
# dog_player=Harold Mayot
# kalshi_date=2026-06-06
timestamp,Harold Mayot,Philip Henning
2026-06-06T13:45:00Z,55.00,47.00
2026-06-06T13:46:00Z,53.00,49.00
2026-06-06T13:47:00Z,55.50,48.98
2026-06-06T13:48:00Z,52.45,49.99
2026-06-06T13:49:00Z,51.68,49.80
2026-06-06T13:50:00Z,50.97,49.80
2026-06-06T13:51:00Z,49.67,51.25
2026-06-06T13:52:00Z,46.05,55.84
2026-06-06T13:53:00Z,37.02,63.80
2026-06-06T13:54:00Z,37.50,65.11
2026-06-06T13:55:00Z,32.16,67.64
2026-06-06T13:56:00Z,33.00,68.02
2026-06-06T13:57:00Z,29.04,71.47
2026-06-06T13:58:00Z,28.26,72.99
2026-06-06T13:59:00Z,27.65,73.86
2026-06-06T14:00:00Z,25.10,77.81
2026-06-06T14:01:00Z,23.68,77.55
2026-06-06T14:02:00Z,22.34,78.07
2026-06-06T14:03:00Z,21.44,79.00
2026-06-06T14:04:00Z,22.32,79.00
2026-06-06T14:05:00Z,22.08,78.93
2026-06-06T14:06:00Z,21.78,80.00
2026-06-06T14:07:00Z,22.64,78.40
2026-06-06T14:08:00Z,23.08,77.00
2026-06-06T14:09:00Z,22.85,78.01
2026-06-06T14:10:00Z,21.08,79.74
2026-06-06T14:11:00Z,21.75,80.00
2026-06-06T14:12:00Z,21.00,79.65
2026-06-06T14:13:00Z,21.00,80.00
2026-06-06T14:14:00Z,20.73,80.98
2026-06-06T14:15:00Z,20.00,81.00
2026-06-06T14:16:00Z,19.93,81.00
2026-06-06T14:17:00Z,12.48,89.11
2026-06-06T14:18:00Z,11.79,87.29
2026-06-06T14:19:00Z,9.42,91.23
2026-06-06T14:20:00Z,9.63,91.88
2026-06-06T14:21:00Z,9.66,91.17
2026-06-06T14:22:00Z,6.86,94.00
2026-06-06T14:23:00Z,7.13,93.00
2026-06-06T14:24:00Z,7.95,93.00
2026-06-06T14:25:00Z,8.04,92.64
2026-06-06T14:26:00Z,8.74,92.00
2026-06-06T14:27:00Z,11.94,91.54
2026-06-06T14:28:00Z,13.04,87.36
2026-06-06T14:29:00Z,12.17,89.61
2026-06-06T14:30:00Z,9.81,92.43
2026-06-06T14:31:00Z,11.42,88.48
2026-06-06T14:32:00Z,12.82,88.10
2026-06-06T14:33:00Z,13.25,87.02
2026-06-06T14:34:00Z,20.05,85.62
2026-06-06T14:35:00Z,17.31,86.74
2026-06-06T14:36:00Z,19.10,81.12
2026-06-06T14:37:00Z,24.56,75.74
2026-06-06T14:38:00Z,26.00,75.39
2026-06-06T14:39:00Z,25.05,76.42
2026-06-06T14:40:00Z,22.89,77.84
2026-06-06T14:41:00Z,23.55,76.00
2026-06-06T14:42:00Z,24.34,77.05
2026-06-06T14:43:00Z,24.73,75.45
2026-06-06T14:44:00Z,26.26,74.02
2026-06-06T14:45:00Z,22.34,78.23
2026-06-06T14:46:00Z,16.94,83.49
2026-06-06T14:47:00Z,7.86,91.14
2026-06-06T14:48:00Z,7.47,93.54
2026-06-06T14:49:00Z,5.47,94.34
2026-06-06T14:50:00Z,3.33,96.81
2026-06-06T14:51:00Z,3.94,97.46
2026-06-06T14:52:00Z,4.00,96.87
2026-06-06T14:53:00Z,3.99,96.00
2026-06-06T14:54:00Z,3.50,97.00
2026-06-06T14:55:00Z,4.69,95.81
2026-06-06T14:56:00Z,4.39,96.06
2026-06-06T14:57:00Z,4.42,95.61
2026-06-06T14:58:00Z,8.50,91.07
2026-06-06T14:59:00Z,3.60,97.68
2026-06-06T15:00:00Z,4.33,96.70
2026-06-06T15:01:00Z,5.94,95.10
2026-06-06T15:02:00Z,5.10,95.50
2026-06-06T15:03:00Z,13.47,85.68
2026-06-06T15:04:00Z,7.32,94.29
2026-06-06T15:05:00Z,6.89,94.98
2026-06-06T15:06:00Z,3.77,97.99
2026-06-06T15:07:00Z,1.00,99.00
2026-06-06T15:08:00Z,1.00,99.00
2026-06-06T15:09:00Z,1.00,99.00
2026-06-06T15:10:00Z,1.00,99.00
2026-06-06T15:11:00Z,1.00,99.00
2026-06-06T15:12:00Z,1.00,99.00
