# event_ticker=KXATPMATCH-26JAN14MACMUN
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Tomas Machac
# fav_player=Jaume Munar
# dog_player=Tomas Machac
# kalshi_date=2026-01-14
timestamp,Jaume Munar,Tomas Machac
2026-01-15T03:25:00Z,25.82,77.86
2026-01-15T03:26:00Z,25.59,75.14
2026-01-15T03:27:00Z,22.89,75.14
2026-01-15T03:28:00Z,19.28,79.53
2026-01-15T03:29:00Z,18.47,87.48
2026-01-15T03:30:00Z,20.45,80.04
2026-01-15T03:31:00Z,7.63,91.16
2026-01-15T03:32:00Z,4.00,96.88
2026-01-15T03:33:00Z,2.38,96.88
2026-01-15T03:34:00Z,4.10,97.15
2026-01-15T03:35:00Z,12.79,92.15
2026-01-15T03:36:00Z,8.26,96.94
2026-01-15T03:37:00Z,3.64,98.30
2026-01-15T03:38:00Z,4.95,96.78
2026-01-15T03:39:00Z,1.13,98.96
2026-01-15T03:40:00Z,1.00,99.00
2026-01-15T03:41:00Z,1.00,99.00
2026-01-15T03:45:00Z,1.00,99.00
