# event_ticker=KXATPMATCH-25JUL19CERDAR
# final_score=6-2 3-6 7-6(3)
# score_resolution=6-2 3-6 7-6
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Francisco Cerundolo
# kalshi_date=2025-07-19
timestamp,Luciano Darderi,Francisco Cerundolo
2025-07-19T15:11:00Z,48.63,57.00
2025-07-19T15:12:00Z,31.71,77.60
2025-07-19T15:13:00Z,39.09,69.64
2025-07-19T15:14:00Z,38.50,63.95
2025-07-19T15:15:00Z,46.87,56.25
2025-07-19T15:16:00Z,43.17,56.25
2025-07-19T15:17:00Z,27.00,73.10
2025-07-19T15:18:00Z,32.17,73.67
2025-07-19T15:19:00Z,14.71,85.78
2025-07-19T15:20:00Z,13.20,91.98
2025-07-19T15:21:00Z,14.80,83.13
2025-07-19T15:22:00Z,27.64,81.00
2025-07-19T15:23:00Z,26.00,81.00
2025-07-19T15:24:00Z,23.99,78.98
2025-07-19T15:25:00Z,23.53,84.10
2025-07-19T15:26:00Z,26.59,74.01
2025-07-19T15:27:00Z,19.67,81.34
2025-07-19T15:28:00Z,19.67,87.92
2025-07-19T15:29:00Z,23.00,87.92
2025-07-19T15:30:00Z,27.00,76.00
2025-07-19T15:31:00Z,45.17,63.78
2025-07-19T15:32:00Z,49.04,49.86
2025-07-19T15:33:00Z,54.42,52.44
2025-07-19T15:34:00Z,65.61,37.39
2025-07-19T15:35:00Z,63.30,30.75
2025-07-19T15:36:00Z,65.22,39.72
2025-07-19T15:37:00Z,55.33,47.30
2025-07-19T15:38:00Z,53.01,53.82
2025-07-19T15:39:00Z,53.81,43.79
2025-07-19T15:40:00Z,61.35,45.63
2025-07-19T15:41:00Z,38.62,58.00
2025-07-19T15:42:00Z,37.92,67.11
2025-07-19T15:43:00Z,53.37,53.36
2025-07-19T15:44:00Z,49.35,60.75
2025-07-19T15:45:00Z,64.66,47.68
2025-07-19T15:46:00Z,63.07,32.17
2025-07-19T15:47:00Z,66.04,36.67
2025-07-19T15:48:00Z,50.01,51.09
2025-07-19T15:49:00Z,60.56,53.49
2025-07-19T15:50:00Z,57.76,54.89
2025-07-19T15:51:00Z,60.50,52.04
2025-07-19T15:52:00Z,67.49,40.12
2025-07-19T15:53:00Z,75.18,22.50
2025-07-19T15:54:00Z,86.00,12.43
2025-07-19T15:55:00Z,79.47,26.64
2025-07-19T15:56:00Z,76.76,13.72
2025-07-19T15:57:00Z,97.07,8.75
2025-07-19T15:58:00Z,97.97,1.00
2025-07-19T15:59:00Z,99.00,1.00
2025-07-19T16:00:00Z,99.00,1.00
2025-07-19T16:01:00Z,99.00,1.00
