# event_ticker=KXATPCHALLENGERMATCH-26MAR09BERDOS
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Stefan Dostanic
# fav_player=Henry Bernet
# dog_player=Stefan Dostanic
# kalshi_date=2026-03-09
timestamp,Henry Bernet,Stefan Dostanic
2026-03-09T13:23:00Z,18.78,81.00
2026-03-09T13:24:00Z,16.00,82.18
2026-03-09T13:25:00Z,14.49,85.04
2026-03-09T13:26:00Z,14.05,85.04
2026-03-09T13:27:00Z,16.99,84.54
2026-03-09T13:28:00Z,19.00,81.57
2026-03-09T13:29:00Z,19.00,83.00
2026-03-09T13:30:00Z,19.00,80.78
2026-03-09T13:31:00Z,17.00,84.00
2026-03-09T13:32:00Z,16.00,87.00
2026-03-09T13:33:00Z,16.00,87.00
2026-03-09T13:34:00Z,11.54,88.66
2026-03-09T13:35:00Z,10.00,91.00
2026-03-09T13:36:00Z,9.00,91.42
2026-03-09T13:37:00Z,10.00,91.00
2026-03-09T13:38:00Z,10.09,91.00
2026-03-09T13:39:00Z,12.00,90.00
2026-03-09T13:40:00Z,13.00,87.07
2026-03-09T13:41:00Z,12.00,89.96
2026-03-09T13:42:00Z,12.00,89.95
2026-03-09T13:43:00Z,8.92,90.12
2026-03-09T13:44:00Z,9.61,91.00
2026-03-09T13:45:00Z,12.07,88.40
2026-03-09T13:46:00Z,13.51,88.38
2026-03-09T13:47:00Z,8.21,92.17
2026-03-09T13:48:00Z,8.00,92.81
2026-03-09T13:49:00Z,7.68,93.34
2026-03-09T13:50:00Z,7.01,93.08
2026-03-09T13:51:00Z,6.12,94.58
2026-03-09T13:52:00Z,6.36,93.71
2026-03-09T13:53:00Z,8.62,91.43
2026-03-09T13:54:00Z,9.45,92.18
2026-03-09T13:55:00Z,7.93,92.96
2026-03-09T13:56:00Z,8.00,92.99
2026-03-09T13:57:00Z,7.82,91.19
2026-03-09T13:58:00Z,10.49,89.12
2026-03-09T13:59:00Z,11.76,87.31
2026-03-09T14:00:00Z,10.33,88.26
2026-03-09T14:01:00Z,8.82,92.00
2026-03-09T14:02:00Z,9.00,91.95
2026-03-09T14:03:00Z,9.00,92.00
2026-03-09T14:04:00Z,7.02,94.47
2026-03-09T14:05:00Z,5.84,94.92
2026-03-09T14:06:00Z,7.31,94.51
2026-03-09T14:07:00Z,6.00,94.02
2026-03-09T14:08:00Z,9.17,92.11
2026-03-09T14:09:00Z,12.00,89.94
2026-03-09T14:10:00Z,10.00,89.95
2026-03-09T14:11:00Z,9.21,91.83
2026-03-09T14:12:00Z,8.00,93.00
2026-03-09T14:13:00Z,8.00,93.48
2026-03-09T14:14:00Z,4.67,96.38
2026-03-09T14:15:00Z,2.19,97.46
2026-03-09T14:16:00Z,1.13,98.65
2026-03-09T14:17:00Z,1.04,98.65
2026-03-09T14:18:00Z,2.00,99.00
2026-03-09T14:19:00Z,3.11,98.38
2026-03-09T14:20:00Z,4.27,97.47
2026-03-09T14:21:00Z,7.11,94.41
2026-03-09T14:22:00Z,7.82,93.05
2026-03-09T14:23:00Z,4.54,95.01
2026-03-09T14:24:00Z,1.00,98.87
2026-03-09T14:25:00Z,1.00,99.00
2026-03-09T14:26:00Z,1.00,99.00
2026-03-09T14:27:00Z,1.00,99.00
2026-03-09T14:28:00Z,1.00,99.00
2026-03-09T14:29:00Z,1.00,99.00
2026-03-09T14:31:00Z,1.00,99.00
