# event_ticker=KXATPCHALLENGERMATCH-26MAY05DLFRON
# final_score=7-5 7-5
# match_winner=Franco Roncadelli
# fav_player=Franco Roncadelli
# dog_player=Santiago De la Fuente
# kalshi_date=2026-05-05
timestamp,Santiago De la Fuente,Franco Roncadelli
2026-05-05T21:11:00Z,7.92,91.97
2026-05-05T21:12:00Z,7.96,92.83
2026-05-05T21:13:00Z,8.40,92.75
2026-05-05T21:14:00Z,8.78,93.00
2026-05-05T21:15:00Z,8.94,92.03
2026-05-05T21:16:00Z,11.09,89.91
2026-05-05T21:17:00Z,14.54,86.78
2026-05-05T21:18:00Z,15.00,85.10
2026-05-05T21:19:00Z,16.54,84.87
2026-05-05T21:20:00Z,13.01,87.69
2026-05-05T21:21:00Z,10.80,90.00
2026-05-05T21:22:00Z,8.85,91.67
2026-05-05T21:23:00Z,7.78,92.31
2026-05-05T21:24:00Z,9.71,91.52
2026-05-05T21:25:00Z,7.45,92.99
2026-05-05T21:26:00Z,6.96,93.84
2026-05-05T21:27:00Z,6.96,93.98
2026-05-05T21:28:00Z,7.45,94.93
2026-05-05T21:29:00Z,6.95,93.14
2026-05-05T21:30:00Z,8.58,94.08
2026-05-05T21:31:00Z,7.01,95.00
2026-05-05T21:32:00Z,8.04,95.25
2026-05-05T21:33:00Z,5.62,94.84
2026-05-05T21:34:00Z,3.17,96.71
2026-05-05T21:35:00Z,2.64,97.95
2026-05-05T21:36:00Z,2.63,97.70
2026-05-05T21:37:00Z,3.51,97.38
2026-05-05T21:38:00Z,1.89,97.99
2026-05-05T21:39:00Z,2.62,97.33
2026-05-05T21:40:00Z,3.19,96.99
2026-05-05T21:41:00Z,6.07,94.14
2026-05-05T21:42:00Z,7.70,92.88
2026-05-05T21:43:00Z,7.43,93.03
2026-05-05T21:44:00Z,5.86,94.28
2026-05-05T21:45:00Z,4.01,96.86
2026-05-05T21:46:00Z,5.19,95.74
2026-05-05T21:47:00Z,2.82,97.81
2026-05-05T21:48:00Z,1.60,98.54
2026-05-05T21:49:00Z,2.53,98.36
2026-05-05T21:50:00Z,4.09,97.81
2026-05-05T21:51:00Z,4.05,96.18
2026-05-05T21:52:00Z,4.52,96.01
2026-05-05T21:53:00Z,5.54,96.02
2026-05-05T21:54:00Z,5.21,96.00
2026-05-05T21:55:00Z,5.49,95.45
2026-05-05T21:56:00Z,5.55,93.63
2026-05-05T21:57:00Z,5.25,95.57
2026-05-05T21:58:00Z,6.64,93.34
2026-05-05T21:59:00Z,7.52,92.99
2026-05-05T22:00:00Z,6.99,93.22
2026-05-05T22:01:00Z,9.40,91.88
2026-05-05T22:02:00Z,7.61,92.46
2026-05-05T22:03:00Z,5.62,95.00
2026-05-05T22:04:00Z,5.47,95.12
2026-05-05T22:05:00Z,4.94,95.44
2026-05-05T22:06:00Z,7.69,90.86
2026-05-05T22:07:00Z,10.49,89.73
2026-05-05T22:08:00Z,7.36,93.37
2026-05-05T22:09:00Z,5.19,94.00
2026-05-05T22:10:00Z,6.79,94.64
2026-05-05T22:11:00Z,5.90,94.97
2026-05-05T22:12:00Z,5.40,95.16
2026-05-05T22:13:00Z,3.08,97.19
2026-05-05T22:14:00Z,1.14,98.99
2026-05-05T22:15:00Z,1.00,99.00
2026-05-05T22:16:00Z,1.00,99.00
2026-05-05T22:17:00Z,1.00,99.00
