# event_ticker=KXATPMATCH-25OCT15HALBAS
# final_score=6-4 6-4
# match_winner=Nikoloz Basilashvili
# fav_player=Nikoloz Basilashvili
# dog_player=Quentin Halys
# kalshi_date=2025-10-15
timestamp,Nikoloz Basilashvili,Quentin Halys
2025-10-15T08:59:00Z,46.00,56.00
2025-10-15T09:01:00Z,46.00,56.00
2025-10-15T09:02:00Z,46.00,56.00
2025-10-15T09:03:00Z,46.00,56.00
2025-10-15T09:04:00Z,46.00,55.00
2025-10-15T09:07:00Z,46.00,54.00
2025-10-15T09:09:00Z,46.00,55.00
2025-10-15T09:11:00Z,45.00,55.00
2025-10-15T09:12:00Z,46.26,55.00
2025-10-15T09:13:00Z,48.57,54.00
2025-10-15T09:14:00Z,52.16,46.07
2025-10-15T09:15:00Z,52.40,52.00
2025-10-15T09:16:00Z,48.00,53.00
2025-10-15T09:17:00Z,47.33,53.00
2025-10-15T09:18:00Z,47.33,53.06
2025-10-15T09:19:00Z,55.71,43.01
2025-10-15T09:20:00Z,60.52,37.44
2025-10-15T09:21:00Z,67.13,31.95
2025-10-15T09:22:00Z,71.00,30.00
2025-10-15T09:23:00Z,71.00,29.00
2025-10-15T09:24:00Z,74.22,26.00
2025-10-15T09:25:00Z,74.00,28.00
2025-10-15T09:26:00Z,70.00,28.44
2025-10-15T09:27:00Z,70.00,29.00
2025-10-15T09:28:00Z,70.90,29.00
2025-10-15T09:29:00Z,75.00,26.93
2025-10-15T09:30:00Z,77.00,26.93
2025-10-15T09:31:00Z,77.00,26.93
2025-10-15T09:32:00Z,78.00,26.93
2025-10-15T09:33:00Z,75.00,24.47
2025-10-15T09:34:00Z,75.00,25.00
2025-10-15T09:35:00Z,80.00,22.17
2025-10-15T09:36:00Z,80.94,20.00
2025-10-15T09:37:00Z,81.00,19.85
2025-10-15T09:38:00Z,81.00,19.00
2025-10-15T09:39:00Z,81.00,19.00
2025-10-15T09:41:00Z,79.00,20.68
2025-10-15T09:42:00Z,79.00,21.00
2025-10-15T09:43:00Z,80.29,19.58
2025-10-15T09:44:00Z,84.00,16.87
2025-10-15T09:45:00Z,84.00,19.48
2025-10-15T09:46:00Z,75.92,23.98
2025-10-15T09:47:00Z,74.32,26.15
2025-10-15T09:48:00Z,74.32,24.89
2025-10-15T09:49:00Z,76.00,25.76
2025-10-15T09:50:00Z,76.00,24.59
2025-10-15T09:51:00Z,76.00,28.29
2025-10-15T09:52:00Z,77.00,23.91
2025-10-15T09:53:00Z,79.00,23.63
2025-10-15T09:54:00Z,81.00,19.77
2025-10-15T09:55:00Z,81.00,20.00
2025-10-15T09:56:00Z,81.00,22.56
2025-10-15T09:57:00Z,80.00,21.35
2025-10-15T09:58:00Z,80.00,18.00
2025-10-15T09:59:00Z,81.00,21.89
2025-10-15T10:00:00Z,78.00,22.59
2025-10-15T10:01:00Z,78.00,22.00
2025-10-15T10:02:00Z,80.00,20.62
2025-10-15T10:03:00Z,80.12,18.83
2025-10-15T10:04:00Z,79.00,22.61
2025-10-15T10:05:00Z,77.00,25.00
2025-10-15T10:06:00Z,77.00,25.00
2025-10-15T10:07:00Z,77.17,23.00
2025-10-15T10:08:00Z,75.51,26.34
2025-10-15T10:09:00Z,71.00,30.71
2025-10-15T10:10:00Z,66.00,33.04
2025-10-15T10:11:00Z,66.00,25.00
2025-10-15T10:13:00Z,66.00,21.97
2025-10-15T10:14:00Z,86.00,18.40
2025-10-15T10:15:00Z,89.69,10.17
2025-10-15T10:16:00Z,93.86,7.10
2025-10-15T10:17:00Z,93.86,7.52
2025-10-15T10:18:00Z,93.00,9.14
2025-10-15T10:19:00Z,93.00,9.49
2025-10-15T10:20:00Z,95.00,5.22
2025-10-15T10:21:00Z,95.00,5.02
2025-10-15T10:22:00Z,96.00,11.00
2025-10-15T10:23:00Z,96.00,5.00
2025-10-15T10:24:00Z,91.67,6.89
2025-10-15T10:25:00Z,91.78,6.48
2025-10-15T10:26:00Z,96.96,6.48
2025-10-15T10:27:00Z,97.08,3.19
2025-10-15T10:28:00Z,98.35,1.98
2025-10-15T10:29:00Z,97.78,2.97
2025-10-15T10:30:00Z,96.02,4.63
2025-10-15T10:31:00Z,97.56,3.64
2025-10-15T10:32:00Z,99.00,3.95
2025-10-15T10:33:00Z,99.00,1.00
