# event_ticker=KXATPCHALLENGERMATCH-26JUN01LAJRIE
# final_score=6-2 7-6(1)
# score_resolution=6-2 7-6
# match_winner=Mark Lajal
# fav_player=Mark Lajal
# dog_player=Leandro Riedi
# kalshi_date=2026-06-01
timestamp,Mark Lajal,Leandro Riedi
2026-06-02T10:15:00Z,75.75,25.50
2026-06-02T10:16:00Z,70.69,29.03
2026-06-02T10:17:00Z,73.69,27.49
2026-06-02T10:18:00Z,73.67,27.91
2026-06-02T10:19:00Z,68.10,31.11
2026-06-02T10:20:00Z,66.84,34.99
2026-06-02T10:21:00Z,70.62,30.26
2026-06-02T10:22:00Z,68.78,32.03
2026-06-02T10:23:00Z,64.39,37.88
2026-06-02T10:24:00Z,53.94,48.99
2026-06-02T10:25:00Z,51.00,54.77
2026-06-02T10:26:00Z,43.76,55.87
2026-06-02T10:27:00Z,46.91,55.06
2026-06-02T10:28:00Z,44.46,55.97
2026-06-02T10:29:00Z,47.68,54.18
2026-06-02T10:30:00Z,48.00,53.00
2026-06-02T10:31:00Z,50.45,47.38
2026-06-02T10:32:00Z,52.20,45.71
2026-06-02T10:33:00Z,54.26,49.42
2026-06-02T10:34:00Z,45.19,55.21
2026-06-02T10:35:00Z,41.01,59.21
2026-06-02T10:36:00Z,39.97,60.01
2026-06-02T10:37:00Z,38.00,62.99
2026-06-02T10:38:00Z,39.99,59.05
2026-06-02T10:39:00Z,35.99,63.83
2026-06-02T10:40:00Z,35.99,66.00
2026-06-02T10:41:00Z,35.75,65.00
2026-06-02T10:42:00Z,39.72,63.22
2026-06-02T10:43:00Z,37.00,62.52
2026-06-02T10:44:00Z,36.04,64.25
2026-06-02T10:45:00Z,41.21,59.94
2026-06-02T10:46:00Z,45.93,55.00
2026-06-02T10:47:00Z,47.75,52.34
2026-06-02T10:48:00Z,47.83,53.00
2026-06-02T10:49:00Z,52.54,51.24
2026-06-02T10:50:00Z,60.80,40.28
2026-06-02T10:51:00Z,68.02,33.42
2026-06-02T10:52:00Z,72.34,26.94
2026-06-02T10:53:00Z,77.69,23.52
2026-06-02T10:54:00Z,78.03,22.24
2026-06-02T10:55:00Z,75.64,24.11
2026-06-02T10:56:00Z,71.43,28.07
2026-06-02T10:57:00Z,70.26,29.54
2026-06-02T10:58:00Z,73.36,28.77
2026-06-02T10:59:00Z,72.45,28.91
2026-06-02T11:00:00Z,58.93,41.88
2026-06-02T11:01:00Z,68.13,31.33
2026-06-02T11:02:00Z,75.52,25.00
2026-06-02T11:03:00Z,73.08,27.36
2026-06-02T11:04:00Z,67.02,33.08
2026-06-02T11:05:00Z,68.54,33.99
2026-06-02T11:06:00Z,83.87,13.74
2026-06-02T11:07:00Z,94.06,6.77
2026-06-02T11:08:00Z,96.67,3.06
2026-06-02T11:09:00Z,98.86,1.76
2026-06-02T11:10:00Z,97.95,1.98
2026-06-02T11:11:00Z,99.00,1.98
2026-06-02T11:12:00Z,99.00,1.00
2026-06-02T11:13:00Z,99.00,1.00
