# event_ticker=KXATPMATCH-25OCT15LEHARN
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Jiri Lehecka
# fav_player=Gilles Arnaud Bailly
# dog_player=Jiri Lehecka
# kalshi_date=2025-10-15
timestamp,Gilles Arnaud Bailly,Jiri Lehecka
2025-10-15T15:29:00Z,2.61,99.00
2025-10-15T15:30:00Z,3.11,99.00
2025-10-15T15:31:00Z,1.00,99.00
2025-10-15T15:32:00Z,2.80,99.00
2025-10-15T15:33:00Z,2.06,97.52
2025-10-15T15:34:00Z,2.14,99.00
2025-10-15T15:35:00Z,3.72,99.00
2025-10-15T15:36:00Z,3.47,99.00
2025-10-15T15:37:00Z,2.40,99.00
2025-10-15T15:38:00Z,1.17,99.00
2025-10-15T15:39:00Z,1.01,99.00
2025-10-15T15:40:00Z,1.00,99.00
2025-10-15T15:42:00Z,1.00,99.00
2025-10-15T15:43:00Z,1.00,99.00
2025-10-15T15:44:00Z,1.00,99.00
2025-10-15T15:45:00Z,1.00,99.00
2025-10-15T15:49:00Z,1.00,99.00
2025-10-15T15:50:00Z,1.00,99.00
