# event_ticker=KXATPMATCH-25OCT15DEJFUC
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Marton Fucsovics
# fav_player=Jesper De Jong
# dog_player=Marton Fucsovics
# kalshi_date=2025-10-15
timestamp,Jesper De Jong,Marton Fucsovics
2025-10-15T13:46:00Z,24.95,77.00
2025-10-15T13:47:00Z,20.64,82.73
2025-10-15T13:48:00Z,17.00,84.00
2025-10-15T13:49:00Z,18.00,85.68
2025-10-15T13:50:00Z,17.00,84.28
2025-10-15T13:51:00Z,16.12,86.83
2025-10-15T13:52:00Z,14.94,85.47
2025-10-15T13:53:00Z,16.75,85.00
2025-10-15T13:55:00Z,17.00,84.00
2025-10-15T13:56:00Z,16.00,85.03
2025-10-15T13:57:00Z,16.00,87.24
2025-10-15T13:58:00Z,14.00,87.20
2025-10-15T13:59:00Z,14.00,87.55
2025-10-15T14:00:00Z,15.98,86.00
2025-10-15T14:01:00Z,15.27,87.00
2025-10-15T14:02:00Z,13.00,87.00
2025-10-15T14:03:00Z,13.00,87.16
2025-10-15T14:04:00Z,12.00,87.00
2025-10-15T14:05:00Z,12.00,88.51
2025-10-15T14:06:00Z,12.00,89.00
2025-10-15T14:07:00Z,15.46,84.38
2025-10-15T14:08:00Z,19.31,82.61
2025-10-15T14:09:00Z,24.66,77.00
2025-10-15T14:10:00Z,28.00,74.21
2025-10-15T14:11:00Z,25.38,74.21
2025-10-15T14:12:00Z,27.26,75.50
2025-10-15T14:13:00Z,27.46,76.00
2025-10-15T14:14:00Z,31.67,74.09
2025-10-15T14:15:00Z,33.79,72.92
2025-10-15T14:16:00Z,30.80,72.07
2025-10-15T14:17:00Z,30.23,70.19
2025-10-15T14:18:00Z,34.38,66.71
2025-10-15T14:19:00Z,29.00,71.45
2025-10-15T14:20:00Z,28.00,71.10
2025-10-15T14:21:00Z,28.00,73.00
2025-10-15T14:22:00Z,23.81,76.20
2025-10-15T14:23:00Z,18.89,81.35
2025-10-15T14:24:00Z,13.96,86.52
2025-10-15T14:25:00Z,11.55,89.14
2025-10-15T14:26:00Z,11.39,88.81
2025-10-15T14:27:00Z,16.37,83.20
2025-10-15T14:28:00Z,19.61,81.29
2025-10-15T14:29:00Z,15.00,85.29
2025-10-15T14:30:00Z,14.00,87.99
2025-10-15T14:31:00Z,12.64,90.50
2025-10-15T14:32:00Z,11.85,91.00
2025-10-15T14:33:00Z,13.21,87.99
2025-10-15T14:34:00Z,9.90,90.69
2025-10-15T14:35:00Z,5.60,94.61
2025-10-15T14:36:00Z,3.00,98.34
2025-10-15T14:37:00Z,3.17,97.67
2025-10-15T14:38:00Z,1.11,98.89
2025-10-15T14:39:00Z,2.00,99.00
2025-10-15T14:40:00Z,2.00,99.00
2025-10-15T14:41:00Z,2.13,99.00
2025-10-15T14:42:00Z,2.13,99.00
2025-10-15T14:43:00Z,2.13,99.00
2025-10-15T14:44:00Z,2.13,99.00
2025-10-15T14:45:00Z,2.13,99.00
2025-10-15T14:46:00Z,2.13,99.00
2025-10-15T14:47:00Z,2.13,99.00
2025-10-15T14:49:00Z,2.13,99.00
