# event_ticker=KXATPCHALLENGERMATCH-26FEB19ZHUSAK
# final_score=4-6 6-1 6-4
# score_resolution=6-4 1-6 4-6
# match_winner=Stefanos Sakellaridis
# fav_player=Beibit Zhukayev
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-02-19
timestamp,Beibit Zhukayev,Stefanos Sakellaridis
2026-02-19T05:57:00Z,56.00,47.00
2026-02-19T05:58:00Z,56.00,47.93
2026-02-19T05:59:00Z,56.00,47.93
2026-02-19T06:01:00Z,55.45,48.00
2026-02-19T06:02:00Z,56.00,47.33
2026-02-19T06:03:00Z,56.00,48.00
2026-02-19T06:04:00Z,56.00,45.20
2026-02-19T06:05:00Z,56.00,46.00
2026-02-19T06:06:00Z,55.90,46.00
2026-02-19T06:07:00Z,56.35,44.00
2026-02-19T06:09:00Z,54.51,49.73
2026-02-19T06:10:00Z,55.81,47.00
2026-02-19T06:11:00Z,55.09,47.83
2026-02-19T06:12:00Z,55.08,47.00
2026-02-19T06:13:00Z,56.00,48.00
2026-02-19T06:14:00Z,55.88,47.00
2026-02-19T06:15:00Z,55.47,47.00
2026-02-19T06:16:00Z,56.40,45.20
2026-02-19T06:17:00Z,58.77,47.39
2026-02-19T06:18:00Z,53.18,48.43
2026-02-19T06:19:00Z,50.88,51.95
2026-02-19T06:20:00Z,51.33,52.98
2026-02-19T06:21:00Z,51.20,51.38
2026-02-19T06:22:00Z,50.18,52.59
2026-02-19T06:23:00Z,50.15,52.04
2026-02-19T06:24:00Z,50.33,52.31
2026-02-19T06:25:00Z,52.37,50.27
2026-02-19T06:26:00Z,52.94,49.68
2026-02-19T06:27:00Z,48.38,53.80
2026-02-19T06:28:00Z,47.75,54.40
2026-02-19T06:29:00Z,50.10,52.03
2026-02-19T06:30:00Z,50.82,50.22
2026-02-19T06:31:00Z,51.76,49.99
2026-02-19T06:32:00Z,54.27,47.89
2026-02-19T06:33:00Z,50.31,50.44
2026-02-19T06:34:00Z,57.41,48.72
2026-02-19T06:35:00Z,56.20,42.70
2026-02-19T06:36:00Z,63.27,40.80
2026-02-19T06:37:00Z,70.08,30.63
2026-02-19T06:38:00Z,67.75,32.98
2026-02-19T06:39:00Z,67.91,32.25
2026-02-19T06:40:00Z,71.77,28.99
2026-02-19T06:41:00Z,71.88,28.83
2026-02-19T06:42:00Z,72.01,27.64
2026-02-19T06:43:00Z,73.26,28.85
2026-02-19T06:44:00Z,69.16,31.40
2026-02-19T06:45:00Z,70.99,29.69
2026-02-19T06:46:00Z,68.33,34.64
2026-02-19T06:47:00Z,71.25,30.74
2026-02-19T06:48:00Z,74.36,27.09
2026-02-19T06:49:00Z,73.45,27.61
2026-02-19T06:50:00Z,71.27,29.75
2026-02-19T06:51:00Z,71.26,29.32
2026-02-19T06:52:00Z,73.47,28.32
2026-02-19T06:53:00Z,75.92,22.88
2026-02-19T06:54:00Z,75.03,24.44
2026-02-19T06:55:00Z,75.36,23.91
2026-02-19T06:56:00Z,75.74,24.78
2026-02-19T06:57:00Z,76.39,24.33
2026-02-19T06:58:00Z,75.24,25.15
2026-02-19T06:59:00Z,72.97,27.62
2026-02-19T07:00:00Z,70.50,32.21
2026-02-19T07:01:00Z,72.41,29.97
2026-02-19T07:02:00Z,69.44,31.74
2026-02-19T07:03:00Z,70.35,33.19
2026-02-19T07:04:00Z,61.04,41.13
2026-02-19T07:05:00Z,58.94,43.21
2026-02-19T07:06:00Z,56.58,44.79
2026-02-19T07:07:00Z,54.39,48.27
2026-02-19T07:08:00Z,52.27,48.64
2026-02-19T07:09:00Z,53.51,47.59
2026-02-19T07:10:00Z,52.27,49.52
2026-02-19T07:11:00Z,54.53,46.02
2026-02-19T07:12:00Z,55.84,45.11
2026-02-19T07:13:00Z,58.86,39.29
2026-02-19T07:14:00Z,53.30,46.03
2026-02-19T07:15:00Z,52.80,47.88
2026-02-19T07:16:00Z,51.79,49.38
2026-02-19T07:17:00Z,49.43,54.19
2026-02-19T07:18:00Z,43.31,56.09
2026-02-19T07:19:00Z,42.91,57.12
2026-02-19T07:20:00Z,41.52,58.42
2026-02-19T07:21:00Z,41.74,60.98
2026-02-19T07:22:00Z,40.40,61.40
2026-02-19T07:23:00Z,49.15,53.77
2026-02-19T07:24:00Z,49.44,56.58
2026-02-19T07:25:00Z,41.18,61.92
2026-02-19T07:26:00Z,42.14,61.07
2026-02-19T07:27:00Z,39.63,60.12
2026-02-19T07:28:00Z,39.44,60.56
2026-02-19T07:29:00Z,39.42,63.24
2026-02-19T07:30:00Z,32.00,66.97
2026-02-19T07:31:00Z,27.41,73.17
2026-02-19T07:32:00Z,21.27,78.83
2026-02-19T07:33:00Z,29.12,66.86
2026-02-19T07:34:00Z,32.47,68.61
2026-02-19T07:35:00Z,17.34,83.35
2026-02-19T07:36:00Z,13.90,85.96
2026-02-19T07:37:00Z,16.14,83.12
2026-02-19T07:38:00Z,13.54,85.29
2026-02-19T07:39:00Z,11.36,89.18
2026-02-19T07:40:00Z,8.30,90.01
2026-02-19T07:41:00Z,4.40,93.75
2026-02-19T07:42:00Z,8.58,92.58
2026-02-19T07:43:00Z,13.79,87.70
2026-02-19T07:44:00Z,13.54,86.85
2026-02-19T07:45:00Z,11.02,88.04
2026-02-19T07:46:00Z,10.46,90.88
2026-02-19T07:47:00Z,8.23,92.33
2026-02-19T07:48:00Z,8.90,91.35
2026-02-19T07:49:00Z,9.54,91.30
2026-02-19T07:50:00Z,12.34,88.61
2026-02-19T07:51:00Z,13.41,86.86
2026-02-19T07:52:00Z,15.70,85.77
2026-02-19T07:53:00Z,9.63,90.28
2026-02-19T07:54:00Z,7.26,92.91
2026-02-19T07:55:00Z,6.79,93.29
2026-02-19T07:56:00Z,6.51,94.26
2026-02-19T07:57:00Z,8.93,91.62
2026-02-19T07:58:00Z,9.87,91.48
2026-02-19T07:59:00Z,9.60,91.56
2026-02-19T08:00:00Z,10.63,88.39
