# event_ticker=KXATPCHALLENGERMATCH-26MAY12ZHOBLA
# final_score=6-7(4) 7-5 6-0
# score_resolution=6-7 7-5 6-0
# match_winner=Dali Blanch
# fav_player=Dali Blanch
# dog_player=Yi Zhou
# kalshi_date=2026-05-12
timestamp,Yi Zhou,Dali Blanch
2026-05-12T15:54:00Z,52.00,48.03
2026-05-12T15:55:00Z,55.01,43.64
2026-05-12T15:56:00Z,61.14,37.04
2026-05-12T15:57:00Z,56.93,45.53
2026-05-12T15:58:00Z,48.00,51.59
2026-05-12T15:59:00Z,47.04,53.10
2026-05-12T16:00:00Z,41.69,61.05
2026-05-12T16:01:00Z,33.00,67.71
2026-05-12T16:02:00Z,34.00,65.00
2026-05-12T16:03:00Z,36.42,66.86
2026-05-12T16:04:00Z,28.68,70.91
2026-05-12T16:05:00Z,28.66,72.03
2026-05-12T16:06:00Z,29.93,71.85
2026-05-12T16:07:00Z,29.55,73.00
2026-05-12T16:08:00Z,27.55,72.03
2026-05-12T16:09:00Z,30.69,70.28
2026-05-12T16:10:00Z,36.33,66.76
2026-05-12T16:11:00Z,45.87,55.63
2026-05-12T16:12:00Z,47.55,53.63
2026-05-12T16:13:00Z,49.68,50.62
2026-05-12T16:14:00Z,53.79,46.50
2026-05-12T16:15:00Z,54.88,46.31
2026-05-12T16:16:00Z,48.56,51.12
2026-05-12T16:17:00Z,47.96,53.34
2026-05-12T16:18:00Z,48.67,53.36
2026-05-12T16:19:00Z,55.00,45.57
2026-05-12T16:20:00Z,55.97,45.83
2026-05-12T16:21:00Z,53.85,48.93
2026-05-12T16:22:00Z,49.50,51.26
2026-05-12T16:23:00Z,49.00,51.92
2026-05-12T16:24:00Z,49.13,51.17
2026-05-12T16:25:00Z,47.37,53.62
2026-05-12T16:26:00Z,42.07,58.42
2026-05-12T16:27:00Z,41.01,59.28
2026-05-12T16:28:00Z,30.92,74.40
2026-05-12T16:29:00Z,24.65,74.81
2026-05-12T16:30:00Z,25.91,75.48
2026-05-12T16:31:00Z,26.00,74.88
2026-05-12T16:32:00Z,25.79,75.54
2026-05-12T16:33:00Z,21.87,77.65
2026-05-12T16:34:00Z,19.62,80.73
2026-05-12T16:35:00Z,18.30,83.16
2026-05-12T16:36:00Z,9.66,91.41
2026-05-12T16:37:00Z,11.13,88.43
2026-05-12T16:38:00Z,7.54,92.18
2026-05-12T16:39:00Z,7.19,93.90
2026-05-12T16:40:00Z,6.23,93.97
2026-05-12T16:41:00Z,5.26,94.27
2026-05-12T16:42:00Z,3.91,95.08
2026-05-12T16:43:00Z,1.69,97.03
2026-05-12T16:44:00Z,2.17,98.81
2026-05-12T16:45:00Z,1.00,98.78
2026-05-12T16:46:00Z,1.00,99.00
2026-05-12T16:47:00Z,1.00,99.00
2026-05-12T16:48:00Z,1.00,99.00
2026-05-12T16:49:00Z,1.00,99.00
2026-05-12T16:50:00Z,1.00,99.00
2026-05-12T16:51:00Z,1.00,99.00
2026-05-12T16:52:00Z,1.00,99.00
