# event_ticker=KXATPMATCH-25JUL28MARDEL
# final_score=6-2 6-2
# match_winner=Fabian Marozsan
# fav_player=Fabian Marozsan
# dog_player=Hugo Dellien
# kalshi_date=2025-07-28
timestamp,Fabian Marozsan,Hugo Dellien
2025-07-28T22:37:00Z,86.00,16.00
2025-07-28T22:40:00Z,86.00,16.00
2025-07-28T22:41:00Z,86.00,16.00
2025-07-28T22:43:00Z,86.00,16.00
2025-07-28T22:45:00Z,85.00,16.00
2025-07-28T22:47:00Z,85.00,16.00
2025-07-28T22:56:00Z,85.00,15.00
2025-07-28T22:57:00Z,85.00,15.00
2025-07-28T23:07:00Z,85.00,15.00
2025-07-28T23:08:00Z,85.00,14.00
2025-07-28T23:11:00Z,85.00,15.07
2025-07-28T23:19:00Z,85.00,15.00
2025-07-28T23:25:00Z,86.10,15.00
2025-07-28T23:28:00Z,86.10,15.00
2025-07-28T23:32:00Z,86.10,15.91
2025-07-28T23:34:00Z,86.10,15.00
2025-07-28T23:37:00Z,84.00,15.00
2025-07-28T23:42:00Z,84.00,15.29
2025-07-28T23:46:00Z,84.00,15.87
2025-07-28T23:52:00Z,85.00,15.00
2025-07-28T23:54:00Z,85.00,15.00
2025-07-28T23:56:00Z,85.00,13.00
2025-07-28T23:58:00Z,85.00,14.00
2025-07-29T00:01:00Z,86.00,13.00
2025-07-29T00:06:00Z,86.00,14.00
2025-07-29T00:07:00Z,86.00,13.07
2025-07-29T00:08:00Z,86.00,13.00
2025-07-29T00:09:00Z,86.00,14.00
2025-07-29T00:10:00Z,86.00,14.00
2025-07-29T00:11:00Z,86.00,14.75
2025-07-29T00:12:00Z,87.00,13.00
2025-07-29T00:14:00Z,86.00,13.00
2025-07-29T00:15:00Z,86.00,15.20
2025-07-29T00:16:00Z,86.00,17.14
2025-07-29T00:17:00Z,84.00,18.03
2025-07-29T00:18:00Z,85.00,18.03
2025-07-29T00:19:00Z,85.00,15.59
2025-07-29T00:20:00Z,85.00,15.00
2025-07-29T00:22:00Z,85.00,13.24
2025-07-29T00:23:00Z,90.23,9.00
2025-07-29T00:25:00Z,94.00,5.02
2025-07-29T00:26:00Z,94.00,4.27
2025-07-29T00:27:00Z,94.00,8.00
2025-07-29T00:29:00Z,94.00,6.32
2025-07-29T00:30:00Z,94.00,7.00
2025-07-29T00:31:00Z,97.00,5.06
2025-07-29T00:32:00Z,97.00,5.00
2025-07-29T00:35:00Z,97.00,7.69
2025-07-29T00:36:00Z,97.00,8.18
2025-07-29T00:37:00Z,94.00,4.58
2025-07-29T00:38:00Z,94.00,4.00
2025-07-29T00:39:00Z,94.00,5.74
2025-07-29T00:41:00Z,95.00,5.74
2025-07-29T00:43:00Z,96.00,4.73
2025-07-29T00:44:00Z,96.00,5.05
2025-07-29T00:45:00Z,96.00,5.01
2025-07-29T00:47:00Z,96.00,6.15
2025-07-29T00:48:00Z,96.00,6.21
2025-07-29T00:49:00Z,95.00,7.00
2025-07-29T00:50:00Z,95.00,2.00
2025-07-29T00:51:00Z,97.00,5.00
2025-07-29T00:52:00Z,97.00,6.00
2025-07-29T00:54:00Z,97.03,1.00
2025-07-29T00:55:00Z,98.17,1.00
2025-07-29T00:57:00Z,99.00,1.00
2025-07-29T00:58:00Z,99.00,1.00
2025-07-29T00:59:00Z,99.00,8.00
2025-07-29T01:03:00Z,91.00,8.00
2025-07-29T01:09:00Z,99.00,8.00
