# event_ticker=KXATPCHALLENGERMATCH-26MAR12MENSAI
# final_score=7-6(3) 6-4
# score_resolution=6-7 4-6
# match_winner=Nikolas Sanchez Izquierdo
# fav_player=Facundo Mena
# dog_player=Nikolas Sanchez Izquierdo
# kalshi_date=2026-03-12
timestamp,Facundo Mena,Nikolas Sanchez Izquierdo
2026-03-12T16:00:00Z,59.00,55.71
2026-03-12T16:01:00Z,58.00,55.71
2026-03-12T16:06:00Z,58.00,54.83
2026-03-12T16:10:00Z,58.79,47.00
2026-03-12T16:11:00Z,61.14,57.16
2026-03-12T16:12:00Z,61.11,45.46
2026-03-12T16:13:00Z,67.00,46.00
2026-03-12T16:14:00Z,67.00,49.00
2026-03-12T16:15:00Z,57.90,49.00
2026-03-12T16:16:00Z,51.00,56.00
2026-03-12T16:18:00Z,53.41,48.80
2026-03-12T16:19:00Z,54.46,56.03
2026-03-12T16:21:00Z,51.00,51.00
2026-03-12T16:22:00Z,65.90,50.00
2026-03-12T16:23:00Z,60.00,48.46
2026-03-12T16:24:00Z,57.34,49.00
2026-03-12T16:25:00Z,55.88,47.89
2026-03-12T16:26:00Z,54.04,48.95
2026-03-12T16:27:00Z,55.55,47.11
2026-03-12T16:28:00Z,59.00,46.22
2026-03-12T16:29:00Z,55.55,46.63
2026-03-12T16:30:00Z,49.98,51.88
2026-03-12T16:31:00Z,52.36,50.45
2026-03-12T16:32:00Z,53.99,48.68
2026-03-12T16:33:00Z,56.58,46.12
2026-03-12T16:34:00Z,57.57,46.00
2026-03-12T16:35:00Z,52.00,47.57
2026-03-12T16:36:00Z,52.00,49.37
2026-03-12T16:37:00Z,53.03,50.00
2026-03-12T16:38:00Z,57.66,45.28
2026-03-12T16:39:00Z,58.31,44.00
2026-03-12T16:40:00Z,57.06,46.00
2026-03-12T16:41:00Z,52.26,48.13
2026-03-12T16:42:00Z,50.26,48.90
2026-03-12T16:43:00Z,52.00,49.00
2026-03-12T16:44:00Z,56.86,47.44
2026-03-12T16:45:00Z,54.72,47.94
2026-03-12T16:46:00Z,52.69,52.42
2026-03-12T16:47:00Z,56.39,45.29
2026-03-12T16:48:00Z,56.25,48.93
2026-03-12T16:49:00Z,57.78,44.22
2026-03-12T16:50:00Z,58.44,44.48
2026-03-12T16:51:00Z,51.25,51.07
2026-03-12T16:52:00Z,50.11,51.74
2026-03-12T16:53:00Z,51.00,48.00
2026-03-12T16:54:00Z,56.00,46.33
2026-03-12T16:55:00Z,51.19,48.00
2026-03-12T16:56:00Z,56.00,48.72
2026-03-12T16:57:00Z,52.13,50.70
2026-03-12T16:58:00Z,51.93,49.71
2026-03-12T16:59:00Z,59.65,45.58
2026-03-12T17:00:00Z,54.00,44.50
2026-03-12T17:01:00Z,52.00,51.00
2026-03-12T17:02:00Z,50.43,51.00
2026-03-12T17:03:00Z,50.43,54.98
2026-03-12T17:04:00Z,42.54,60.29
2026-03-12T17:05:00Z,44.76,61.02
2026-03-12T17:06:00Z,37.93,62.29
2026-03-12T17:07:00Z,52.98,61.11
2026-03-12T17:08:00Z,56.24,46.22
2026-03-12T17:09:00Z,57.39,48.13
2026-03-12T17:10:00Z,51.53,50.57
2026-03-12T17:11:00Z,53.27,49.29
2026-03-12T17:12:00Z,56.08,45.10
2026-03-12T17:13:00Z,56.08,50.06
2026-03-12T17:14:00Z,50.00,51.00
2026-03-12T17:15:00Z,46.97,59.91
2026-03-12T17:16:00Z,48.52,59.91
2026-03-12T17:17:00Z,55.55,53.39
2026-03-12T17:18:00Z,54.19,46.12
2026-03-12T17:19:00Z,54.19,48.06
2026-03-12T17:20:00Z,58.47,49.91
2026-03-12T17:21:00Z,65.05,40.06
2026-03-12T17:22:00Z,51.95,46.30
2026-03-12T17:23:00Z,54.21,46.53
2026-03-12T17:24:00Z,39.28,55.08
2026-03-12T17:25:00Z,36.39,64.44
2026-03-12T17:26:00Z,32.86,67.24
2026-03-12T17:27:00Z,33.40,65.34
2026-03-12T17:28:00Z,35.69,64.27
2026-03-12T17:29:00Z,36.47,65.03
2026-03-12T17:30:00Z,37.61,65.61
2026-03-12T17:31:00Z,34.29,64.43
2026-03-12T17:32:00Z,34.86,71.00
2026-03-12T17:33:00Z,30.13,74.10
2026-03-12T17:34:00Z,26.98,70.15
2026-03-12T17:35:00Z,23.86,80.12
2026-03-12T17:36:00Z,19.51,82.47
2026-03-12T17:37:00Z,18.96,85.09
2026-03-12T17:38:00Z,15.32,87.02
2026-03-12T17:39:00Z,16.70,86.89
2026-03-12T17:40:00Z,16.04,83.56
2026-03-12T17:41:00Z,13.93,86.36
2026-03-12T17:42:00Z,16.94,84.32
2026-03-12T17:43:00Z,17.72,83.81
2026-03-12T17:44:00Z,12.67,87.74
2026-03-12T17:45:00Z,14.80,84.90
2026-03-12T17:46:00Z,15.11,83.52
2026-03-12T17:47:00Z,15.73,86.47
2026-03-12T17:48:00Z,14.72,86.16
2026-03-12T17:49:00Z,14.73,85.93
2026-03-12T17:50:00Z,16.64,84.12
2026-03-12T17:51:00Z,15.61,88.98
2026-03-12T17:52:00Z,11.58,89.95
2026-03-12T17:53:00Z,10.37,93.31
2026-03-12T17:54:00Z,8.24,91.53
2026-03-12T17:55:00Z,8.65,92.09
2026-03-12T17:56:00Z,7.08,90.98
2026-03-12T17:57:00Z,11.56,87.00
2026-03-12T17:58:00Z,12.00,89.91
2026-03-12T17:59:00Z,11.00,89.79
2026-03-12T18:00:00Z,12.37,91.51
2026-03-12T18:01:00Z,6.80,91.51
2026-03-12T18:02:00Z,6.80,94.08
2026-03-12T18:03:00Z,8.89,90.38
2026-03-12T18:04:00Z,9.00,91.19
2026-03-12T18:05:00Z,7.72,91.49
2026-03-12T18:06:00Z,11.64,88.00
2026-03-12T18:07:00Z,14.24,85.47
2026-03-12T18:08:00Z,17.66,83.88
2026-03-12T18:09:00Z,27.54,72.51
2026-03-12T18:10:00Z,26.08,75.52
2026-03-12T18:11:00Z,16.44,82.54
2026-03-12T18:12:00Z,19.49,84.67
2026-03-12T18:13:00Z,8.96,93.28
2026-03-12T18:14:00Z,9.66,92.41
2026-03-12T18:15:00Z,11.88,88.16
2026-03-12T18:16:00Z,5.97,94.29
2026-03-12T18:17:00Z,2.63,98.14
2026-03-12T18:18:00Z,9.46,91.44
2026-03-12T18:19:00Z,4.41,98.82
2026-03-12T18:20:00Z,4.41,99.00
2026-03-12T18:21:00Z,4.41,99.00
2026-03-12T18:22:00Z,4.41,99.00
