# event_ticker=KXATPMATCH-26APR22BORNAV
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Mariano Navone
# fav_player=Nuno Borges
# dog_player=Mariano Navone
# kalshi_date=2026-04-22
timestamp,Nuno Borges,Mariano Navone
2026-04-23T12:40:00Z,9.14,91.00
2026-04-23T12:41:00Z,7.02,93.21
2026-04-23T12:42:00Z,8.78,91.35
2026-04-23T12:43:00Z,15.82,85.64
2026-04-23T12:44:00Z,16.54,84.51
2026-04-23T12:45:00Z,14.08,87.86
2026-04-23T12:46:00Z,17.69,82.91
2026-04-23T12:47:00Z,18.10,82.00
2026-04-23T12:48:00Z,19.13,83.21
2026-04-23T12:49:00Z,19.13,83.44
2026-04-23T12:50:00Z,17.23,84.00
2026-04-23T12:51:00Z,17.28,84.13
2026-04-23T12:52:00Z,18.27,82.84
2026-04-23T12:53:00Z,20.25,80.79
2026-04-23T12:54:00Z,20.52,79.46
2026-04-23T12:55:00Z,22.02,80.00
2026-04-23T12:56:00Z,22.13,77.17
2026-04-23T12:57:00Z,22.60,81.66
2026-04-23T12:58:00Z,16.45,83.51
2026-04-23T12:59:00Z,16.19,88.96
2026-04-23T13:00:00Z,8.72,92.22
2026-04-23T13:01:00Z,9.20,94.93
2026-04-23T13:02:00Z,5.91,94.28
2026-04-23T13:03:00Z,5.34,95.03
2026-04-23T13:04:00Z,3.02,97.49
2026-04-23T13:05:00Z,3.00,97.48
2026-04-23T13:06:00Z,2.58,97.81
2026-04-23T13:07:00Z,2.73,97.21
2026-04-23T13:08:00Z,3.72,97.32
2026-04-23T13:09:00Z,3.57,96.93
2026-04-23T13:10:00Z,2.39,97.25
2026-04-23T13:11:00Z,1.99,98.99
2026-04-23T13:12:00Z,1.99,99.00
2026-04-23T13:13:00Z,1.00,99.00
2026-04-23T13:14:00Z,1.00,99.00
2026-04-23T13:15:00Z,1.00,99.00
2026-04-23T13:16:00Z,1.00,99.00
2026-04-23T13:17:00Z,1.00,99.00
2026-04-23T13:18:00Z,1.00,99.00
2026-04-23T13:19:00Z,1.00,99.00
2026-04-23T13:20:00Z,1.00,99.00
