# event_ticker=KXATPCHALLENGERMATCH-26APR08RODPER
# final_score=7-6(5) 6-7(5) 6-3
# score_resolution=6-7 7-6 3-6
# match_winner=Jurij Rodionov
# fav_player=Sergi Perez Contri
# dog_player=Jurij Rodionov
# kalshi_date=2026-04-08
timestamp,Sergi Perez Contri,Jurij Rodionov
2026-04-08T12:43:00Z,21.56,80.01
2026-04-08T12:44:00Z,16.12,83.26
2026-04-08T12:45:00Z,18.13,82.47
2026-04-08T12:46:00Z,15.77,84.98
2026-04-08T12:47:00Z,13.40,88.35
2026-04-08T12:48:00Z,13.54,86.11
2026-04-08T12:49:00Z,12.00,87.56
2026-04-08T12:50:00Z,8.97,90.44
2026-04-08T12:51:00Z,6.91,93.78
2026-04-08T12:52:00Z,3.72,96.34
2026-04-08T12:53:00Z,10.25,88.31
2026-04-08T12:54:00Z,22.01,79.76
2026-04-08T12:55:00Z,31.02,68.65
2026-04-08T12:56:00Z,34.56,65.63
2026-04-08T12:57:00Z,33.02,65.92
2026-04-08T12:58:00Z,34.21,66.87
2026-04-08T12:59:00Z,32.57,67.52
2026-04-08T13:00:00Z,32.00,67.63
2026-04-08T13:01:00Z,28.91,70.43
2026-04-08T13:02:00Z,29.54,71.04
2026-04-08T13:03:00Z,31.63,69.76
2026-04-08T13:04:00Z,26.01,72.77
2026-04-08T13:05:00Z,20.36,76.27
2026-04-08T13:06:00Z,25.33,78.32
2026-04-08T13:07:00Z,31.21,68.65
2026-04-08T13:08:00Z,24.13,74.75
2026-04-08T13:09:00Z,32.59,69.85
2026-04-08T13:10:00Z,37.23,63.98
2026-04-08T13:11:00Z,34.50,62.18
2026-04-08T13:12:00Z,29.83,69.92
2026-04-08T13:13:00Z,26.00,73.64
2026-04-08T13:14:00Z,27.98,68.00
2026-04-08T13:15:00Z,30.88,71.84
2026-04-08T13:16:00Z,32.34,69.14
2026-04-08T13:17:00Z,37.41,65.55
2026-04-08T13:18:00Z,32.33,71.40
2026-04-08T13:19:00Z,30.73,71.53
2026-04-08T13:20:00Z,36.95,69.33
2026-04-08T13:21:00Z,33.58,69.83
2026-04-08T13:22:00Z,28.45,72.26
2026-04-08T13:23:00Z,25.23,74.41
2026-04-08T13:24:00Z,27.34,74.57
2026-04-08T13:25:00Z,14.10,84.29
2026-04-08T13:26:00Z,9.50,90.97
2026-04-08T13:27:00Z,15.87,85.71
2026-04-08T13:28:00Z,24.24,76.89
2026-04-08T13:29:00Z,19.60,82.65
2026-04-08T13:30:00Z,9.65,92.04
2026-04-08T13:31:00Z,5.98,95.15
2026-04-08T13:32:00Z,11.15,90.91
2026-04-08T13:33:00Z,5.45,93.99
2026-04-08T13:34:00Z,3.73,96.47
2026-04-08T13:35:00Z,4.06,96.69
2026-04-08T13:36:00Z,2.54,97.87
2026-04-08T13:37:00Z,1.99,97.72
2026-04-08T13:38:00Z,4.99,96.10
2026-04-08T13:39:00Z,5.59,95.09
2026-04-08T13:40:00Z,9.66,89.14
2026-04-08T13:41:00Z,10.49,92.18
2026-04-08T13:42:00Z,9.43,89.99
2026-04-08T13:43:00Z,6.35,93.36
2026-04-08T13:44:00Z,2.77,98.72
2026-04-08T13:45:00Z,2.77,99.00
2026-04-08T13:46:00Z,2.77,99.00
