# event_ticker=KXATPCHALLENGERMATCH-26MAY12ZAPVAL
# final_score=6-1 6-1
# match_winner=Adolfo Daniel Vallejo
# fav_player=Adolfo Daniel Vallejo
# dog_player=Bernabe Zapata Miralles
# kalshi_date=2026-05-12
timestamp,Bernabe Zapata Miralles,Adolfo Daniel Vallejo
2026-05-12T16:39:00Z,4.00,97.00
2026-05-12T16:40:00Z,3.24,97.47
2026-05-12T16:41:00Z,3.91,97.10
2026-05-12T16:42:00Z,3.52,97.10
2026-05-12T16:43:00Z,2.78,97.59
2026-05-12T16:44:00Z,2.00,97.59
2026-05-12T16:45:00Z,2.30,98.00
2026-05-12T16:46:00Z,2.00,98.00
2026-05-12T16:47:00Z,3.00,98.00
2026-05-12T16:48:00Z,3.00,98.00
2026-05-12T16:49:00Z,3.00,98.00
2026-05-12T16:50:00Z,3.74,98.00
2026-05-12T16:51:00Z,2.53,97.00
2026-05-12T16:52:00Z,2.82,98.00
2026-05-12T16:53:00Z,2.03,98.00
2026-05-12T16:54:00Z,3.00,98.00
2026-05-12T16:55:00Z,2.10,99.00
2026-05-12T16:56:00Z,1.10,99.00
2026-05-12T16:57:00Z,1.00,99.00
2026-05-12T16:58:00Z,1.00,98.14
2026-05-12T16:59:00Z,1.73,97.90
2026-05-12T17:00:00Z,1.00,99.00
2026-05-12T17:01:00Z,1.00,99.00
2026-05-12T17:02:00Z,1.00,99.00
2026-05-12T17:03:00Z,1.00,99.00
2026-05-12T17:09:00Z,1.00,99.00
2026-05-12T17:10:00Z,1.00,99.00
2026-05-12T17:12:00Z,1.00,99.00
2026-05-12T17:13:00Z,1.00,99.00
2026-05-12T17:14:00Z,1.00,99.00
2026-05-12T17:15:00Z,2.61,98.52
2026-05-12T17:16:00Z,2.27,97.01
2026-05-12T17:17:00Z,1.00,99.00
2026-05-12T17:18:00Z,1.00,99.00
2026-05-12T17:20:00Z,1.00,99.00
