# event_ticker=KXATPCHALLENGERMATCH-26MAR06MONBOS
# final_score=6-1 6-2
# score_resolution=1-6 2-6
# match_winner=Thiago Monteiro
# fav_player=Pedro Boscardin Dias
# dog_player=Thiago Monteiro
# kalshi_date=2026-03-06
timestamp,Pedro Boscardin Dias,Thiago Monteiro
2026-03-06T15:10:00Z,33.00,69.03
2026-03-06T15:11:00Z,31.46,70.16
2026-03-06T15:12:00Z,31.76,68.40
2026-03-06T15:13:00Z,29.01,70.99
2026-03-06T15:14:00Z,28.63,72.67
2026-03-06T15:15:00Z,30.41,70.79
2026-03-06T15:16:00Z,33.73,67.11
2026-03-06T15:17:00Z,36.31,64.22
2026-03-06T15:18:00Z,42.46,59.61
2026-03-06T15:19:00Z,39.47,62.78
2026-03-06T15:20:00Z,37.01,65.07
2026-03-06T15:21:00Z,40.38,60.34
2026-03-06T15:22:00Z,42.13,57.06
2026-03-06T15:23:00Z,36.28,65.98
2026-03-06T15:24:00Z,34.34,66.80
2026-03-06T15:25:00Z,33.63,68.01
2026-03-06T15:26:00Z,37.58,71.28
2026-03-06T15:27:00Z,25.77,74.39
2026-03-06T15:28:00Z,20.14,79.94
2026-03-06T15:29:00Z,19.85,81.34
2026-03-06T15:30:00Z,20.90,79.03
2026-03-06T15:31:00Z,17.89,82.34
2026-03-06T15:32:00Z,17.10,82.95
2026-03-06T15:33:00Z,15.15,84.05
2026-03-06T15:34:00Z,16.80,84.90
2026-03-06T15:35:00Z,14.69,85.99
2026-03-06T15:36:00Z,11.19,89.09
2026-03-06T15:37:00Z,12.80,88.00
2026-03-06T15:38:00Z,11.83,89.37
2026-03-06T15:39:00Z,11.07,89.39
2026-03-06T15:40:00Z,10.41,89.91
2026-03-06T15:41:00Z,10.94,89.97
2026-03-06T15:42:00Z,12.05,89.27
2026-03-06T15:43:00Z,13.62,87.51
2026-03-06T15:44:00Z,14.33,87.70
2026-03-06T15:45:00Z,13.83,86.97
2026-03-06T15:46:00Z,11.94,88.88
2026-03-06T15:47:00Z,8.84,91.42
2026-03-06T15:48:00Z,13.41,87.76
2026-03-06T15:49:00Z,14.53,86.54
2026-03-06T15:50:00Z,13.54,87.67
2026-03-06T15:51:00Z,13.30,88.03
2026-03-06T15:52:00Z,13.28,88.21
2026-03-06T15:53:00Z,13.17,87.45
2026-03-06T15:54:00Z,12.60,88.54
2026-03-06T15:55:00Z,9.06,90.49
2026-03-06T15:56:00Z,6.94,94.31
2026-03-06T15:57:00Z,4.31,96.35
2026-03-06T15:58:00Z,3.90,96.99
2026-03-06T15:59:00Z,3.94,96.97
2026-03-06T16:00:00Z,3.33,97.85
2026-03-06T16:01:00Z,3.70,97.24
2026-03-06T16:02:00Z,3.92,96.95
2026-03-06T16:03:00Z,4.00,96.76
2026-03-06T16:04:00Z,4.00,96.19
2026-03-06T16:05:00Z,3.87,97.00
2026-03-06T16:06:00Z,4.01,96.75
2026-03-06T16:07:00Z,4.10,96.28
2026-03-06T16:08:00Z,2.96,96.62
2026-03-06T16:09:00Z,2.69,97.62
2026-03-06T16:10:00Z,2.22,97.96
2026-03-06T16:11:00Z,2.26,97.75
2026-03-06T16:12:00Z,2.67,97.80
2026-03-06T16:13:00Z,2.42,98.51
2026-03-06T16:14:00Z,1.33,98.97
2026-03-06T16:15:00Z,1.46,98.90
2026-03-06T16:16:00Z,1.24,98.99
2026-03-06T16:17:00Z,1.00,99.00
2026-03-06T16:18:00Z,1.00,99.00
2026-03-06T16:19:00Z,1.00,99.00
2026-03-06T16:20:00Z,1.00,99.00
2026-03-06T16:21:00Z,1.00,99.00
2026-03-06T16:22:00Z,1.00,99.00
2026-03-06T16:23:00Z,1.00,99.00
2026-03-06T16:24:00Z,1.00,99.00
2026-03-06T16:25:00Z,1.00,99.00
2026-03-06T16:26:00Z,1.00,99.00
2026-03-06T16:27:00Z,1.00,99.00
2026-03-06T16:28:00Z,1.00,99.00
2026-03-06T16:29:00Z,1.00,99.00
2026-03-06T16:30:00Z,1.00,99.00
2026-03-06T16:31:00Z,1.00,99.00
2026-03-06T16:32:00Z,1.00,99.00
2026-03-06T16:33:00Z,1.00,99.00
