# event_ticker=KXATPCHALLENGERMATCH-26MAR31ZEIROD
# final_score=7-6(4) 6-3
# score_resolution=7-6 6-3
# match_winner=Lorenzo Joaquin Rodriguez
# fav_player=Lorenzo Joaquin Rodriguez
# dog_player=Maximo Zeitune
# kalshi_date=2026-03-31
timestamp,Lorenzo Joaquin Rodriguez,Maximo Zeitune
2026-03-31T14:42:00Z,68.83,34.44
2026-03-31T14:43:00Z,71.61,31.37
2026-03-31T14:44:00Z,79.38,18.74
2026-03-31T14:45:00Z,84.41,21.11
2026-03-31T14:46:00Z,86.87,16.13
2026-03-31T14:47:00Z,86.14,13.88
2026-03-31T14:48:00Z,88.29,12.67
2026-03-31T14:49:00Z,87.00,13.18
2026-03-31T14:50:00Z,88.79,15.42
2026-03-31T14:51:00Z,86.04,13.48
2026-03-31T14:52:00Z,86.01,14.00
2026-03-31T14:53:00Z,86.04,14.00
2026-03-31T14:54:00Z,86.01,13.99
2026-03-31T14:55:00Z,87.00,14.00
2026-03-31T14:56:00Z,86.98,15.00
2026-03-31T14:57:00Z,85.14,15.00
2026-03-31T14:58:00Z,86.00,14.88
2026-03-31T14:59:00Z,84.01,17.40
2026-03-31T15:00:00Z,81.89,18.70
2026-03-31T15:01:00Z,78.09,19.62
2026-03-31T15:02:00Z,85.33,18.82
2026-03-31T15:03:00Z,85.00,14.39
2026-03-31T15:04:00Z,85.17,19.53
2026-03-31T15:05:00Z,82.27,17.35
2026-03-31T15:06:00Z,86.05,15.76
2026-03-31T15:07:00Z,88.00,13.89
2026-03-31T15:08:00Z,88.00,12.31
2026-03-31T15:09:00Z,88.37,11.95
2026-03-31T15:10:00Z,87.55,11.45
2026-03-31T15:11:00Z,85.45,14.14
2026-03-31T15:12:00Z,84.02,15.78
2026-03-31T15:13:00Z,84.02,17.51
2026-03-31T15:14:00Z,82.54,18.02
2026-03-31T15:15:00Z,85.89,15.17
2026-03-31T15:16:00Z,87.17,13.74
2026-03-31T15:17:00Z,86.85,14.00
2026-03-31T15:18:00Z,91.10,10.30
2026-03-31T15:19:00Z,91.84,9.98
2026-03-31T15:20:00Z,88.45,10.34
2026-03-31T15:21:00Z,84.35,12.86
2026-03-31T15:22:00Z,85.33,16.58
2026-03-31T15:23:00Z,83.27,16.28
2026-03-31T15:24:00Z,85.16,16.74
2026-03-31T15:25:00Z,78.13,20.83
2026-03-31T15:26:00Z,80.84,24.77
2026-03-31T15:27:00Z,84.20,17.95
2026-03-31T15:28:00Z,77.99,22.29
2026-03-31T15:29:00Z,81.10,23.04
2026-03-31T15:30:00Z,78.92,22.28
2026-03-31T15:31:00Z,72.49,27.41
2026-03-31T15:32:00Z,67.48,32.62
2026-03-31T15:33:00Z,73.30,33.51
2026-03-31T15:34:00Z,72.83,29.01
2026-03-31T15:35:00Z,76.95,21.77
2026-03-31T15:36:00Z,76.85,22.64
2026-03-31T15:37:00Z,73.80,29.29
2026-03-31T15:38:00Z,78.83,20.43
2026-03-31T15:39:00Z,81.54,17.43
2026-03-31T15:40:00Z,81.95,21.46
2026-03-31T15:41:00Z,82.11,19.25
2026-03-31T15:42:00Z,84.70,15.67
2026-03-31T15:43:00Z,87.00,14.91
2026-03-31T15:44:00Z,85.26,14.85
2026-03-31T15:45:00Z,85.46,14.38
2026-03-31T15:46:00Z,93.27,10.53
2026-03-31T15:47:00Z,96.85,2.69
2026-03-31T15:48:00Z,98.35,1.06
2026-03-31T15:49:00Z,99.00,1.00
2026-03-31T15:50:00Z,99.00,1.00
2026-03-31T15:51:00Z,99.00,1.00
2026-03-31T15:52:00Z,99.00,1.00
