# event_ticker=KXATPCHALLENGERMATCH-26MAY01GHINED
# final_score=3-6 6-4 6-0
# score_resolution=6-3 4-6 0-6
# match_winner=Antoine Ghibaudo
# fav_player=Andrej Nedic
# dog_player=Antoine Ghibaudo
# kalshi_date=2026-05-01
timestamp,Antoine Ghibaudo,Andrej Nedic
2026-05-01T06:18:00Z,20.99,81.00
2026-05-01T06:19:00Z,20.27,81.00
2026-05-01T06:20:00Z,20.58,81.00
2026-05-01T06:21:00Z,18.10,80.03
2026-05-01T06:22:00Z,20.00,79.52
2026-05-01T06:23:00Z,18.38,81.79
2026-05-01T06:24:00Z,18.38,82.32
2026-05-01T06:25:00Z,19.70,82.32
2026-05-01T06:26:00Z,20.58,79.00
2026-05-01T06:27:00Z,22.00,79.00
2026-05-01T06:28:00Z,25.21,79.00
2026-05-01T06:29:00Z,28.20,73.00
2026-05-01T06:30:00Z,26.29,72.00
2026-05-01T06:31:00Z,24.90,74.00
2026-05-01T06:32:00Z,22.00,77.83
2026-05-01T06:33:00Z,26.56,71.00
2026-05-01T06:34:00Z,28.77,68.18
2026-05-01T06:35:00Z,35.40,64.07
2026-05-01T06:36:00Z,36.64,65.60
2026-05-01T06:37:00Z,36.69,64.36
2026-05-01T06:38:00Z,35.38,64.36
2026-05-01T06:39:00Z,38.00,64.44
2026-05-01T06:40:00Z,29.89,69.58
2026-05-01T06:41:00Z,32.44,69.33
2026-05-01T06:42:00Z,23.00,77.72
2026-05-01T06:43:00Z,23.19,78.00
2026-05-01T06:44:00Z,24.39,76.00
2026-05-01T06:45:00Z,24.68,74.14
2026-05-01T06:46:00Z,20.00,80.00
2026-05-01T06:47:00Z,20.10,80.00
2026-05-01T06:48:00Z,25.97,80.00
2026-05-01T06:49:00Z,28.05,73.48
2026-05-01T06:50:00Z,33.86,67.69
2026-05-01T06:51:00Z,39.30,67.69
2026-05-01T06:52:00Z,40.90,63.65
2026-05-01T06:53:00Z,32.10,67.80
2026-05-01T06:54:00Z,39.05,62.00
2026-05-01T06:55:00Z,39.05,62.00
2026-05-01T06:56:00Z,31.00,68.00
2026-05-01T06:57:00Z,22.59,75.92
2026-05-01T06:58:00Z,22.00,77.00
2026-05-01T06:59:00Z,22.44,78.05
2026-05-01T07:00:00Z,17.39,81.67
2026-05-01T07:01:00Z,17.10,83.00
2026-05-01T07:02:00Z,16.99,82.35
2026-05-01T07:03:00Z,17.69,83.00
2026-05-01T07:04:00Z,17.11,83.00
2026-05-01T07:05:00Z,17.02,83.00
2026-05-01T07:06:00Z,15.29,83.00
2026-05-01T07:07:00Z,15.29,84.00
2026-05-01T07:08:00Z,15.57,84.00
2026-05-01T07:09:00Z,12.01,87.05
2026-05-01T07:10:00Z,13.22,87.00
2026-05-01T07:11:00Z,12.22,87.00
2026-05-01T07:12:00Z,14.00,88.00
2026-05-01T07:13:00Z,14.00,88.00
2026-05-01T07:14:00Z,13.00,87.85
2026-05-01T07:15:00Z,13.00,87.00
2026-05-01T07:16:00Z,12.52,88.00
2026-05-01T07:17:00Z,15.34,85.22
2026-05-01T07:18:00Z,19.13,79.00
2026-05-01T07:19:00Z,21.70,79.00
2026-05-01T07:20:00Z,22.80,78.00
2026-05-01T07:21:00Z,22.49,80.00
2026-05-01T07:22:00Z,22.97,80.00
2026-05-01T07:23:00Z,24.55,77.00
2026-05-01T07:24:00Z,21.00,77.00
2026-05-01T07:25:00Z,21.00,79.00
2026-05-01T07:26:00Z,24.82,76.00
2026-05-01T07:27:00Z,25.14,76.00
2026-05-01T07:28:00Z,27.99,76.00
2026-05-01T07:29:00Z,26.86,76.00
2026-05-01T07:30:00Z,23.94,75.97
2026-05-01T07:31:00Z,23.98,75.97
2026-05-01T07:32:00Z,24.98,78.00
2026-05-01T07:33:00Z,23.55,79.60
2026-05-01T07:34:00Z,27.83,74.75
2026-05-01T07:35:00Z,32.27,70.03
2026-05-01T07:36:00Z,38.46,62.42
2026-05-01T07:37:00Z,41.73,60.00
2026-05-01T07:38:00Z,42.80,59.97
2026-05-01T07:39:00Z,42.03,59.99
2026-05-01T07:40:00Z,42.78,57.22
2026-05-01T07:41:00Z,45.20,54.62
2026-05-01T07:42:00Z,46.20,54.00
2026-05-01T07:43:00Z,42.70,55.40
2026-05-01T07:44:00Z,44.00,56.90
2026-05-01T07:45:00Z,43.53,58.58
2026-05-01T07:46:00Z,43.19,58.00
2026-05-01T07:47:00Z,44.05,57.05
2026-05-01T07:48:00Z,44.00,57.81
2026-05-01T07:49:00Z,43.79,57.00
2026-05-01T07:50:00Z,40.88,61.18
2026-05-01T07:51:00Z,36.87,64.06
2026-05-01T07:52:00Z,35.59,66.71
2026-05-01T07:53:00Z,32.32,68.21
2026-05-01T07:54:00Z,31.03,70.00
2026-05-01T07:55:00Z,27.06,76.22
2026-05-01T07:56:00Z,25.98,76.48
2026-05-01T07:57:00Z,32.44,68.25
2026-05-01T07:58:00Z,35.50,65.43
2026-05-01T07:59:00Z,35.10,67.00
2026-05-01T08:00:00Z,33.93,66.88
2026-05-01T08:01:00Z,33.70,66.36
2026-05-01T08:02:00Z,33.93,69.30
2026-05-01T08:03:00Z,34.70,67.58
2026-05-01T08:04:00Z,35.13,66.57
2026-05-01T08:05:00Z,35.39,69.03
2026-05-01T08:06:00Z,35.34,67.47
2026-05-01T08:07:00Z,40.54,65.62
2026-05-01T08:08:00Z,45.79,58.27
2026-05-01T08:09:00Z,46.34,53.74
2026-05-01T08:10:00Z,58.69,41.04
2026-05-01T08:11:00Z,53.93,47.77
2026-05-01T08:12:00Z,53.91,47.36
2026-05-01T08:13:00Z,52.11,47.68
2026-05-01T08:14:00Z,58.84,43.84
2026-05-01T08:15:00Z,67.84,34.48
2026-05-01T08:16:00Z,65.15,35.21
2026-05-01T08:17:00Z,72.26,30.41
2026-05-01T08:18:00Z,86.40,12.81
2026-05-01T08:19:00Z,86.81,12.17
2026-05-01T08:20:00Z,95.33,6.60
2026-05-01T08:21:00Z,91.28,9.35
2026-05-01T08:22:00Z,91.05,9.96
2026-05-01T08:23:00Z,93.94,5.72
2026-05-01T08:24:00Z,94.36,5.00
2026-05-01T08:25:00Z,92.92,7.27
2026-05-01T08:26:00Z,97.55,2.16
2026-05-01T08:27:00Z,98.15,1.60
2026-05-01T08:28:00Z,98.82,1.43
2026-05-01T08:29:00Z,99.00,1.43
2026-05-01T08:30:00Z,99.00,1.00
2026-05-01T08:31:00Z,99.00,1.00
2026-05-01T08:32:00Z,99.00,1.00
