# event_ticker=KXATPCHALLENGERMATCH-26JUN01WATBOS
# final_score=1-6 7-6(5) 3-0 RET
# match_winner=Pedro Boscardin Dias
# fav_player=Pedro Boscardin Dias
# dog_player=Yosuke Watanuki
# kalshi_date=2026-06-01
timestamp,Yosuke Watanuki,Pedro Boscardin Dias
2026-06-01T15:27:00Z,83.05,17.61
2026-06-01T15:28:00Z,74.61,25.48
2026-06-01T15:29:00Z,65.57,34.67
2026-06-01T15:30:00Z,67.34,33.05
2026-06-01T15:31:00Z,72.29,28.07
2026-06-01T15:32:00Z,69.52,34.17
2026-06-01T15:33:00Z,64.20,37.02
2026-06-01T15:34:00Z,60.88,37.69
2026-06-01T15:35:00Z,59.24,41.00
2026-06-01T15:36:00Z,60.71,40.55
2026-06-01T15:37:00Z,61.56,38.00
2026-06-01T15:38:00Z,60.31,39.33
2026-06-01T15:39:00Z,64.76,35.83
2026-06-01T15:40:00Z,61.27,37.22
2026-06-01T15:41:00Z,58.93,41.60
2026-06-01T15:42:00Z,58.55,42.99
2026-06-01T15:43:00Z,56.49,43.56
2026-06-01T15:44:00Z,49.67,52.75
2026-06-01T15:45:00Z,38.90,61.63
2026-06-01T15:46:00Z,37.41,63.13
2026-06-01T15:47:00Z,38.95,59.55
2026-06-01T15:48:00Z,48.22,52.23
2026-06-01T15:49:00Z,54.44,45.92
2026-06-01T15:50:00Z,55.68,44.68
2026-06-01T15:51:00Z,61.30,39.64
2026-06-01T15:52:00Z,64.56,37.42
2026-06-01T15:53:00Z,64.58,36.28
2026-06-01T15:54:00Z,63.31,36.40
2026-06-01T15:55:00Z,77.36,21.47
2026-06-01T15:56:00Z,90.88,9.61
2026-06-01T15:57:00Z,88.19,11.15
2026-06-01T15:58:00Z,78.54,20.07
2026-06-01T15:59:00Z,68.58,33.05
2026-06-01T16:00:00Z,63.76,39.15
2026-06-01T16:01:00Z,71.46,30.17
2026-06-01T16:02:00Z,61.80,38.60
2026-06-01T16:03:00Z,65.07,35.63
2026-06-01T16:04:00Z,71.21,29.79
2026-06-01T16:05:00Z,75.90,27.10
2026-06-01T16:06:00Z,63.95,37.90
2026-06-01T16:07:00Z,51.55,51.59
2026-06-01T16:08:00Z,43.80,58.35
2026-06-01T16:09:00Z,40.69,58.91
2026-06-01T16:10:00Z,41.84,58.16
2026-06-01T16:11:00Z,40.51,59.73
2026-06-01T16:12:00Z,40.23,61.90
2026-06-01T16:13:00Z,40.18,62.89
2026-06-01T16:14:00Z,34.35,70.74
2026-06-01T16:15:00Z,24.09,75.34
2026-06-01T16:16:00Z,21.32,79.27
2026-06-01T16:17:00Z,14.72,82.85
2026-06-01T16:18:00Z,13.88,86.06
2026-06-01T16:19:00Z,14.29,86.28
2026-06-01T16:20:00Z,12.13,86.07
2026-06-01T16:21:00Z,14.87,86.70
2026-06-01T16:22:00Z,3.50,96.86
2026-06-01T16:23:00Z,1.08,99.00
2026-06-01T16:24:00Z,1.00,99.00
2026-06-01T16:25:00Z,1.00,99.00
2026-06-01T16:26:00Z,1.00,99.00
2026-06-01T16:27:00Z,1.00,99.00
