# event_ticker=KXATPCHALLENGERMATCH-26MAR03ROCAGA
# final_score=7-5 6-2
# score_resolution=5-7 2-6
# match_winner=Henrique Rocha
# fav_player=Franco Agamenone
# dog_player=Henrique Rocha
# kalshi_date=2026-03-03
timestamp,Franco Agamenone,Henrique Rocha
2026-03-03T14:16:00Z,24.78,79.95
2026-03-03T14:17:00Z,30.21,72.66
2026-03-03T14:18:00Z,25.52,73.22
2026-03-03T14:19:00Z,31.42,67.51
2026-03-03T14:20:00Z,37.39,61.39
2026-03-03T14:21:00Z,39.00,62.44
2026-03-03T14:22:00Z,36.40,64.65
2026-03-03T14:23:00Z,34.74,66.07
2026-03-03T14:24:00Z,37.00,64.23
2026-03-03T14:25:00Z,35.05,64.44
2026-03-03T14:26:00Z,37.08,65.80
2026-03-03T14:27:00Z,34.00,70.48
2026-03-03T14:28:00Z,28.70,72.48
2026-03-03T14:29:00Z,22.08,78.20
2026-03-03T14:30:00Z,20.51,75.66
2026-03-03T14:31:00Z,16.98,81.00
2026-03-03T14:32:00Z,16.38,84.00
2026-03-03T14:33:00Z,16.00,86.00
2026-03-03T14:34:00Z,14.08,83.05
2026-03-03T14:35:00Z,18.10,81.44
2026-03-03T14:36:00Z,16.24,84.29
2026-03-03T14:37:00Z,13.95,86.06
2026-03-03T14:38:00Z,14.00,87.20
2026-03-03T14:39:00Z,14.00,88.00
2026-03-03T14:40:00Z,14.00,86.00
2026-03-03T14:41:00Z,14.00,87.78
2026-03-03T14:42:00Z,13.60,86.09
2026-03-03T14:43:00Z,12.48,87.00
2026-03-03T14:44:00Z,11.15,87.83
2026-03-03T14:45:00Z,6.71,92.83
2026-03-03T14:46:00Z,6.36,92.37
2026-03-03T14:47:00Z,5.11,95.63
2026-03-03T14:48:00Z,6.70,94.22
2026-03-03T14:49:00Z,10.39,89.86
2026-03-03T14:50:00Z,10.90,90.46
2026-03-03T14:51:00Z,6.00,92.82
2026-03-03T14:52:00Z,6.32,95.01
2026-03-03T14:53:00Z,4.64,96.39
2026-03-03T14:54:00Z,3.06,97.24
2026-03-03T14:55:00Z,4.33,95.95
2026-03-03T14:56:00Z,2.35,98.61
2026-03-03T14:57:00Z,1.93,98.15
2026-03-03T14:58:00Z,1.78,98.21
2026-03-03T14:59:00Z,1.05,98.99
2026-03-03T15:00:00Z,1.05,99.00
2026-03-03T15:01:00Z,1.00,99.00
2026-03-03T15:02:00Z,1.00,99.00
2026-03-03T15:03:00Z,1.00,99.00
2026-03-03T15:04:00Z,1.43,99.00
2026-03-03T15:05:00Z,2.49,99.00
2026-03-03T15:06:00Z,2.00,99.00
2026-03-03T15:07:00Z,1.00,99.00
2026-03-03T15:08:00Z,1.00,99.00
2026-03-03T15:10:00Z,1.00,99.00
2026-03-03T15:11:00Z,1.00,99.00
2026-03-03T15:14:00Z,1.00,99.00
